service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13545750,0,0,0,0,0,0,0,20210325,20210601
3545748,0,0,0,0,0,0,0,20210418,20210919
3426732,0,0,0,0,0,0,0,20210403,20210918
3545749,0,0,0,0,0,0,0,20210601,20210922
13426734,0,0,0,0,0,0,0,20210424,20210918
13545749,0,0,0,0,0,0,0,20210602,20210923
13545748,0,0,0,0,0,0,0,20210419,20210920
3426734,0,0,0,0,0,0,0,20210423,20210917
3545750,0,0,0,0,0,0,0,20210324,20210531
13426732,0,0,0,0,0,0,0,20210404,20210919
