from_stop_id,to_stop_id,transfer_type,min_transfer_time
7946161,1794,2,242
7920949,2364,2,432
9217367,1834,2,257
1997,9327007,2,259
1825,7899619,2,460
9416207,2404,2,222
1826,1825,2,396
8219633,2364,2,257
6217406,2149,2,191
9296032,1825,2,225
8219632,1825,2,224
2241,1657,2,133
1645,2409,2,90
7920918,1781,2,208
7932008,2537,2,187
7920915,1825,2,254
8321717,1687,2,208
1782,2391,2,79
2186,7945876,2,270
1644,9416392,2,201
9417135,2537,2,198
8451953,1794,2,222
1644,9416393,2,207
2363,2364,2,381
7991682,1825,2,391
2391,3887810,2,233
9128412,2364,2,406
7275163,1997,2,197
1825,7899620,2,458
2122,7911788,2,240
1825,7931543,2,225
1825,7931541,2,370
2068,1956,2,900
1687,7911789,2,205
1825,7931542,2,391
4471839,2404,2,226
2364,7275664,2,226
1825,7931548,2,260
2364,7275665,2,254
2364,7275666,2,229
2364,1827,2,126
7899683,2390,2,278
1825,7931549,2,391
9296032,2364,2,225
1794,7946355,2,234
1794,7946356,2,242
1794,7946353,2,224
1794,7946354,2,224
2068,1166830,2,180
8219633,1825,2,257
2068,1166831,2,180
4022898,2030,2,249
1644,7921042,2,211
5675639,2117,2,196
7898936,2082,2,237
7932007,1657,2,267
8451951,2404,2,242
7920949,1825,2,432
8367276,1665,2,270
1687,2517,2,96
9217367,2339,2,257
2339,7931762,2,204
2339,7931763,2,190
2391,5121375,2,208
2186,5138192,2,279
2186,5138193,2,270
2186,5138194,2,197
7920920,1665,2,270
2186,5138195,2,240
8451954,2404,2,263
2364,6591476,2,260
2364,6591475,2,254
9417135,1657,2,198
2364,6591472,2,460
1997,7945926,2,261
1997,7945927,2,210
9416208,1794,2,263
2364,6591473,2,432
2094,7932070,2,207
9217370,1834,2,257
9217370,2339,2,257
9417134,2537,2,187
2094,7932071,2,187
9417136,1657,2,209
7898938,2068,2,196
2475,5121376,2,256
1781,4037007,2,208
2217,9296115,2,285
2217,9296116,2,284
2073,7911748,2,186
2081,7932070,2,207
2081,7932071,2,187
8451953,2404,2,222
9296048,2149,2,234
2030,7911784,2,190
8451954,1794,2,263
8321716,1687,2,224
9221761,1997,2,270
1794,3926337,2,248
7899436,2339,2,201
8321632,1687,2,225
1687,7911747,2,216
4037296,2364,2,460
1996,1997,2,105
2399,7900265,2,210
7921310,2186,2,256
2364,9185164,2,225
2364,9185163,2,254
2364,9185162,2,224
7920918,2391,2,208
9296141,2117,2,196
1825,9185163,2,254
4471839,1794,2,226
1794,7920963,2,209
1825,9185162,2,224
1794,7920965,2,269
1794,7920964,2,209
1648,1794,2,112
6217405,2030,2,208
1825,9185164,2,225
2339,2531,2,200
2339,6664353,2,201
2117,1166830,2,180
3813001,2122,2,243
2117,1166831,2,180
7920914,2364,2,458
2082,8219796,2,273
2082,8219795,2,237
8451952,2404,2,234
2364,7899619,2,460
1794,7920966,2,226
9218117,1834,2,257
7931986,2537,2,198
2186,7946368,2,256
7991697,2404,2,248
2186,7946367,2,234
2251,7913247,2,292
1644,7920972,2,243
7931986,1657,2,198
7275296,2030,2,274
1645,1763,2,90
3343755,2537,2,180
7932211,1825,2,226
9217987,2339,2,257
6217400,2497,2,194
2149,7911784,2,190
2364,7922524,2,391
2364,7922523,2,370
2073,7911788,2,240
2404,3926308,2,235
2404,3926309,2,225
7921308,1997,2,259
7932213,1825,2,432
7991697,1794,2,248
7275162,1997,2,261
7946204,2404,2,242
2149,2028,2,68
2149,2029,2,81
2364,7922526,2,225
7921367,1997,2,209
1834,7931762,2,204
8321633,1687,2,194
8985227,2081,2,224
9217792,1834,2,257
7898936,2543,2,237
1824,1825,2,368
1834,7931763,2,190
2524,9416393,2,207
1997,7946368,2,256
1997,7946367,2,234
2543,7965045,2,237
2404,7931900,2,269
2543,7965044,2,273
1916,2537,2,143
2404,7931901,2,226
9128412,1825,2,406
2364,7946343,2,458
7946163,1794,2,222
7932212,1825,2,399
7921200,2404,2,244
8985227,2094,2,224
1825,1827,2,126
7932212,2364,2,399
2030,2148,2,59
4037251,2364,2,218
8007383,2497,2,194
4471736,1836,2,216
2068,2211,2,900
2404,3926337,2,248
2524,9416392,2,201
2030,2147,2,74
9416206,2404,2,234
7292434,2186,2,270
7932008,1657,2,187
7898939,2068,2,216
2403,2404,2,90
9416207,1794,2,222
1962,7932100,2,250
1962,7932101,2,238
1974,7921043,2,244
9296012,2030,2,218
2185,1997,2,101
2543,7898848,2,273
2543,7898849,2,237
2118,7911743,2,222
7898937,2082,2,273
9417194,1657,2,187
7898942,2524,2,235
9218053,2339,2,257
1794,3926309,2,225
1794,3926308,2,235
9218054,1834,2,257
1825,2366,2,101
2229,7920971,2,216
9295980,1825,2,225
3812975,1825,2,370
2081,7900440,2,207
2081,7900441,2,205
9417133,2016,2,242
1665,7275668,2,270
8985226,2081,2,224
7921309,1997,2,234
2081,7900254,2,222
2081,7900255,2,205
2081,7900256,2,187
2081,7900257,2,207
2404,7991689,2,244
7921200,1794,2,244
2149,7911751,2,203
9295984,1825,2,260
2339,7920883,2,204
7899436,1834,2,201
7920914,1825,2,458
1825,4045009,2,432
1825,4045007,2,218
8985226,2094,2,224
2404,7991695,2,242
2404,7991696,2,234
8451951,1794,2,242
7921367,2186,2,209
9296011,2149,2,284
1834,1651,2,200
2339,7920857,2,196
2364,4037037,2,399
2339,7920859,2,201
2339,7920858,2,210
9295982,1825,2,423
1834,7899174,2,237
1665,3887783,2,270
1834,7899173,2,250
2364,7899561,2,218
2364,7899562,2,399
2364,7899563,2,432
8367277,1665,2,256
2186,7946400,2,209
2364,7922555,2,260
2364,7899560,2,218
8367277,2475,2,256
7899438,2399,2,247
8321685,2497,2,208
8367323,2391,2,208
3343795,2094,2,180
9217986,2339,2,257
2149,9417277,2,234
2149,9417278,2,218
2149,9417279,2,225
2497,7911789,2,205
7899435,1834,2,198
2149,9417280,2,225
2303,3893374,2,216
2303,3893375,2,195
2068,7898847,2,196
2068,7898846,2,216
2082,7964939,2,237
2030,7911751,2,203
7931987,2016,2,242
2339,1833,2,90
2149,9128401,2,225
2339,1835,2,180
2149,9128400,2,234
2149,9128402,2,225
1793,2404,2,90
1962,9296116,2,284
1962,9296115,2,285
2068,7965043,2,196
2068,7965042,2,216
2339,1832,2,90
2229,7921043,2,244
7991685,1794,2,235
6673104,1997,2,261
2364,3887780,2,428
2030,2084,2,223
2524,7920886,2,211
2186,9327007,2,259
