Geo Point;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.981163934,-1.35994094828;"{""type"": ""LineString"", ""coordinates"": [[-1.359849032184374, -5.981158857730085, 0.0], [-1.360032864385252, -5.98116901026384, 0.0]]}";A01843;C01729;E;RER;0
-5.98143156979,-1.35995976669;"{""type"": ""LineString"", ""coordinates"": [[-1.35996423565117, -5.981350574789451, 0.0], [-1.359955297729949, -5.981512564798811, 0.0]]}";A01843;C01729;E;RER;0
-5.98200459053,-1.35979586017;"{""type"": ""LineString"", ""coordinates"": [[-1.359875412313014, -5.981986990305264, 0.0], [-1.359872718906992, -5.981988739261624, 0.0], [-1.35986998422583, -5.981990421879385, 0.0], [-1.359867205443982, -5.981992041052485, 0.0], [-1.359864386884666, -5.981993594351132, 0.0], [-1.359861530909815, -5.981995080381022, 0.0], [-1.359858633322107, -5.981996499291107, 0.0], [-1.359855698761471, -5.98199784981307, 0.0], [-1.359852728113141, -5.98199912970826, 0.0], [-1.359849722516109, -5.982000339039652, 0.0], [-1.359846683510019, -5.982001477511223, 0.0], [-1.359843609744073, -5.982002541998042, 0.0], [-1.359840505056897, -5.982003531949885, 0.0], [-1.359837369660275, -5.982004450428761, 0.0], [-1.359834203594216, -5.982005289811351, 0.0], [-1.359831009243584, -5.982006055186226, 0.0], [-1.3598277881041, -5.982006740154426, 0.0], [-1.359824541104913, -5.982007348580122, 0.0], [-1.359821267274888, -5.982007877359436, 0.0], [-1.359817971042156, -5.982008322161994, 0.0], [-1.359814650235579, -5.982008687824347, 0.0], [-1.35981130774364, -5.982008970312245, 0.0], [-1.359807945886294, -5.982009168991496, 0.0], [-1.359804564325833, -5.982009283080894, 0.0], [-1.359801160805231, -5.982009312074244, 0.0], [-1.359797742347328, -5.982009252928701, 0.0], [-1.359794308826209, -5.982009107924948, 0.0], [-1.35971298597308, -5.982004611767244, 0.0]]}";A01843;C01729;E;RER;0
-5.98207144752,-1.35951317495;"{""type"": ""LineString"", ""coordinates"": [[-1.359545198665916, -5.982042739782506, 0.0], [-1.359481151243714, -5.982100155249112, 0.0]]}";A01843;C01729;E;RER;0
-5.980985287,-1.36017148345;"{""type"": ""LineString"", ""coordinates"": [[-1.360177516590772, -5.980969467076399, 0.0], [-1.360176684503955, -5.980971473857069, 0.0], [-1.360176270950372, -5.980972480435465, 0.0], [-1.36017586340858, -5.980973488490377, 0.0], [-1.360175455782856, -5.980974498065758, 0.0], [-1.36017505296695, -5.980975510195012, 0.0], [-1.360174652429083, -5.980976522450304, 0.0], [-1.360174254402019, -5.980977537513503, 0.0], [-1.360173861690365, -5.980978552870866, 0.0], [-1.360173470667216, -5.980979572134498, 0.0], [-1.360173081626376, -5.980980589982654, 0.0], [-1.360172696994698, -5.980981610743819, 0.0], [-1.36017231495777, -5.980982632792382, 0.0], [-1.360171935051977, -5.980983657627836, 0.0], [-1.36017155902685, -5.98098468115294, 0.0], [-1.36017118544957, -5.980985708626321, 0.0], [-1.360170816428353, -5.980986736351793, 0.0], [-1.360170449095641, -5.980987767983519, 0.0], [-1.360170084863266, -5.980988798642989, 0.0], [-1.360169724660381, -5.98098983219441, 0.0], [-1.360169366756518, -5.980990865491743, 0.0], [-1.360169012882145, -5.98099190168104, 0.0], [-1.360168659704164, -5.980992939052739, 0.0], [-1.360168311778631, -5.980993977858907, 0.0], [-1.360167965984231, -5.980995019452004, 0.0], [-1.360167623669839, -5.980996060093784, 0.0], [-1.360167284182964, -5.980997104704897, 0.0], [-1.360166948197083, -5.980998147984591, 0.0], [-1.36016661579806, -5.980999195275576, 0.0], [-1.360166286056745, -5.981000242713642, 0.0], [-1.360165959648533, -5.981001291861294, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98095858219,-1.36018236281;"{""type"": ""LineString"", ""coordinates"": [[-1.360187452767329, -5.980947809105338, 0.0], [-1.360186971284687, -5.980948776846744, 0.0], [-1.360186492501727, -5.980949743974965, 0.0], [-1.360186016967931, -5.980950714333268, 0.0], [-1.360185542847902, -5.980951686676224, 0.0], [-1.360185071026899, -5.980952658765093, 0.0], [-1.360184603931773, -5.980953634928327, 0.0], [-1.360184139431399, -5.980954612379001, 0.0], [-1.360183677504791, -5.980955591497187, 0.0], [-1.360183219016222, -5.980956570424375, 0.0], [-1.360182762975504, -5.98095755329984, 0.0], [-1.360182310710522, -5.98095853676554, 0.0], [-1.360181859458649, -5.980959522574965, 0.0], [-1.360181411623828, -5.980960508573492, 0.0], [-1.360180966700473, -5.980961497020831, 0.0], [-1.36018052624924, -5.980962487240757, 0.0], [-1.36018008710684, -5.980963481345959, 0.0], [-1.360179650326424, -5.980964474056729, 0.0], [-1.360179218714515, -5.980965469722477, 0.0], [-1.360178787861958, -5.980966465430259, 0.0], [-1.360178361059879, -5.980967463649852, 0.0], [-1.360177937590908, -5.980968463579057, 0.0], [-1.360177516590772, -5.980969467076399, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98085098405,-1.3602588379;"{""type"": ""LineString"", ""coordinates"": [[-1.360270498620769, -5.98084008107161, 0.0], [-1.360269701054701, -5.980840786537404, 0.0], [-1.360268904564703, -5.980841493206566, 0.0], [-1.360268110205844, -5.980842202662658, 0.0], [-1.360267319939443, -5.980842913870396, 0.0], [-1.36026653024352, -5.980843628541249, 0.0], [-1.360265743522027, -5.980844344520545, 0.0], [-1.360264958552001, -5.980845063265778, 0.0], [-1.360264176493444, -5.980845784459821, 0.0], [-1.360263395047338, -5.980846508356751, 0.0], [-1.36026261619599, -5.980847233541132, 0.0], [-1.360261841057429, -5.980847960456103, 0.0], [-1.360261066806057, -5.980848691995613, 0.0], [-1.360260292913385, -5.980849423936242, 0.0], [-1.360259524526927, -5.980850159613107, 0.0], [-1.360258757575222, -5.980850896894548, 0.0], [-1.360257991636629, -5.980851636519754, 0.0], [-1.360257228208846, -5.980852378952867, 0.0], [-1.360256465857133, -5.980853122589439, 0.0], [-1.360255707155246, -5.98085386909692, 0.0], [-1.360254950668446, -5.980854616870858, 0.0], [-1.36025419549048, -5.980855368530074, 0.0], [-1.360253443983328, -5.980856122680122, 0.0], [-1.360252694754221, -5.98085687695626, 0.0], [-1.360251946433292, -5.980857635476772, 0.0], [-1.360251201867121, -5.980858394967632, 0.0], [-1.360250457091099, -5.980859158259727, 0.0], [-1.36024971611181, -5.980859921761904, 0.0], [-1.360248978698402, -5.980860689655573, 0.0], [-1.360248241243033, -5.980861458309472, 0.0], [-1.360247507437492, -5.980862229834356, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98081691336,-1.36029992119;"{""type"": ""LineString"", ""coordinates"": [[-1.36031148892971, -5.980808933430508, 0.0], [-1.36031114552119, -5.980809159210006, 0.0], [-1.360310253742353, -5.980809743170189, 0.0], [-1.360309363714983, -5.980810329896271, 0.0], [-1.360308475439078, -5.980810919388291, 0.0], [-1.360307588809704, -5.980811513546833, 0.0], [-1.360306703761991, -5.980812106649062, 0.0], [-1.36030582107818, -5.980812705220102, 0.0], [-1.360304940630441, -5.980813304677449, 0.0], [-1.360304062229892, -5.980813908442233, 0.0], [-1.360303185285085, -5.980814513431429, 0.0], [-1.360302309353385, -5.980815120764401, 0.0], [-1.360301435869536, -5.980815732045675, 0.0], [-1.360300564579784, -5.980816344973523, 0.0], [-1.360299695821829, -5.980816960329216, 0.0], [-1.360298828076983, -5.980817578028646, 0.0], [-1.36029796170393, -5.980818198472997, 0.0], [-1.360297098601032, -5.980818821767328, 0.0], [-1.360296236448282, -5.980819448545792, 0.0], [-1.360295375793246, -5.980820075788413, 0.0], [-1.360294517164415, -5.980820707718586, 0.0], [-1.360293661172314, -5.980821340175995, 0.0], [-1.36029280764905, -5.980821976201552, 0.0], [-1.360291956256924, -5.980822615014089, 0.0], [-1.360291104780865, -5.980823255347072, 0.0], [-1.360290256532987, -5.98082389929029, 0.0], [-1.360289411196577, -5.980824545682318, 0.0], [-1.360288566535578, -5.980825193636877, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98076920604,-1.36082041476;"{""type"": ""LineString"", ""coordinates"": [[-1.360763235698601, -5.980766049476794, 0.0], [-1.36087759382395, -5.980772362612795, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98077474812,-1.36092079264;"{""type"": ""LineString"", ""coordinates"": [[-1.36087759382395, -5.980772362612795, 0.0], [-1.360963991454226, -5.980777133630358, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98077833622,-1.36098577683;"{""type"": ""LineString"", ""coordinates"": [[-1.360963992972913, -5.980777133714414, 0.0], [-1.36100756068792, -5.980779538724422, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98078079707,-1.36103034972;"{""type"": ""LineString"", ""coordinates"": [[-1.36100756068792, -5.980779538724422, 0.0], [-1.361053138742163, -5.980782055414724, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98080785319,-1.36152031695;"{""type"": ""LineString"", ""coordinates"": [[-1.361488262897518, -5.980806083726819, 0.0], [-1.361552371006969, -5.980809622660614, 0.0]]}";A01191;C01389;T1;TRAMWAY;0
-5.98111380409,-1.35991476864;"{""type"": ""LineString"", ""coordinates"": [[-1.3599036082208, -5.981101324815837, 0.0], [-1.359925929067425, -5.981126283363524, 0.0]]}";A01761;C01843;T4;TRAMWAY;0
-5.98189449711,-1.36095675974;"{""type"": ""LineString"", ""coordinates"": [[-1.360961025542599, -5.981817185997087, 0.0], [-1.360952493929064, -5.981971808232737, 0.0]]}";A01857;C01743;B;RER;0
-5.98271260883,-1.36105933366;"{""type"": ""LineString"", ""coordinates"": [[-1.361015623010909, -5.982663712505662, 0.0], [-1.361103044303684, -5.982761505154966, 0.0]]}";A01857;C01743;B;RER;0
-5.98294548133,-1.36126764019;"{""type"": ""LineString"", ""coordinates"": [[-1.361249953735079, -5.98292571263303, 0.0], [-1.361285326647551, -5.982965250021497, 0.0]]}";A01857;C01743;B;RER;0
-5.98026539237,-1.36229156891;"{""type"": ""LineString"", ""coordinates"": [[-1.362211476145736, -5.980269126343594, 0.0], [-1.362213633211373, -5.98026845726916, 0.0], [-1.362216938095113, -5.980267519643561, 0.0], [-1.362220275249409, -5.980266659681013, 0.0], [-1.362223641531876, -5.980265879113965, 0.0], [-1.362227036141166, -5.980265178660662, 0.0], [-1.362230458233936, -5.980264559799528, 0.0], [-1.362233905911805, -5.980264022425502, 0.0], [-1.362237377909764, -5.980263568756246, 0.0], [-1.362240873911116, -5.980263197630398, 0.0], [-1.362244390985181, -5.980262913842417, 0.0], [-1.362247931240279, -5.980262713696167, 0.0], [-1.362251490227035, -5.980262601902049, 0.0], [-1.362255066848405, -5.980262577636744, 0.0], [-1.362258660978399, -5.980262643181018, 0.0], [-1.362262270359958, -5.980262798028625, 0.0], [-1.362372186973692, -5.980268880014862, 0.0]]}";A01840;C01727;C;RER;0
-5.98035717436,-1.36196094553;"{""type"": ""LineString"", ""coordinates"": [[-1.361881853515835, -5.980385001383087, 0.0], [-1.362040037538778, -5.980329347327205, 0.0]]}";A01840;C01727;C;RER;0
-5.98041264575,-1.36180328222;"{""type"": ""LineString"", ""coordinates"": [[-1.36172471206204, -5.980440290187466, 0.0], [-1.361881852376814, -5.980385001320036, 0.0]]}";A01840;C01727;C;RER;0
-5.98333707182,-1.36102198617;"{""type"": ""LineString"", ""coordinates"": [[-1.361043792445019, -5.98336145852234, 0.0], [-1.361000179893577, -5.983312685122966, 0.0]]}";A01840;C01727;C;RER;0
-5.98342469391,-1.36110033146;"{""type"": ""LineString"", ""coordinates"": [[-1.361115020727435, -5.983441122460249, 0.0], [-1.361085642189211, -5.983408265355278, 0.0]]}";A01840;C01727;C;RER;0
-5.98348370988,-1.36115310117;"{""type"": ""LineString"", ""coordinates"": [[-1.361166458127242, -5.983498648645106, 0.0], [-1.361139744204017, -5.983468771108683, 0.0]]}";A01840;C01727;C;RER;0
-5.98358999524,-1.36204409003;"{""type"": ""LineString"", ""coordinates"": [[-1.362117187019693, -5.983593882212886, 0.0], [-1.361970993032326, -5.983586108271782, 0.0]]}";A01840;C01727;C;RER;0
-5.98356686852,-1.36160919631;"{""type"": ""LineString"", ""coordinates"": [[-1.361681519269202, -5.98357071490712, 0.0], [-1.361536873357533, -5.983563022134994, 0.0]]}";A01840;C01727;C;RER;0
-5.98354708512,-1.36146064094;"{""type"": ""LineString"", ""coordinates"": [[-1.361536873357533, -5.983563022134994, 0.0], [-1.36151790210169, -5.983561822103749, 0.0], [-1.361514831313706, -5.983561633432278, 0.0], [-1.361511772917658, -5.983561406557435, 0.0], [-1.361508725436892, -5.98356114063496, 0.0], [-1.361505688766444, -5.983560837565375, 0.0], [-1.361502666302243, -5.983560497917935, 0.0], [-1.361499654774303, -5.98356011884275, 0.0], [-1.361496656651302, -5.983559703907892, 0.0], [-1.361493670435594, -5.98355925264919, 0.0], [-1.361490698826769, -5.983558764453499, 0.0], [-1.36148773914622, -5.983558239553876, 0.0], [-1.361484792912579, -5.983557678034364, 0.0], [-1.361481860759207, -5.983557082217595, 0.0], [-1.361478941989761, -5.98355645092128, 0.0], [-1.361476038945162, -5.983555783131141, 0.0], [-1.361473148862838, -5.983555080600619, 0.0], [-1.361470274717079, -5.98355434463814, 0.0], [-1.361467412161897, -5.983553571190483, 0.0], [-1.361464567758249, -5.983552765577279, 0.0], [-1.361461736696522, -5.98355192524467, 0.0], [-1.36145892121268, -5.983551051079025, 0.0], [-1.361456122403712, -5.983550143903573, 0.0], [-1.3614533403116, -5.98354920295806, 0.0], [-1.361450571393462, -5.983548230334057, 0.0], [-1.361447821891767, -5.983547223326884, 0.0], [-1.361445087904967, -5.983546183626955, 0.0], [-1.361442370572035, -5.983545111297308, 0.0], [-1.36143966869102, -5.983544007415198, 0.0], [-1.36143698601652, -5.983542872951036, 0.0], [-1.361434320058855, -5.983541704716775, 0.0], [-1.361431672147734, -5.983540506217526, 0.0], [-1.361429041207153, -5.98353927624987, 0.0], [-1.361426429072428, -5.983538016059222, 0.0], [-1.361423836144208, -5.983536725286458, 0.0], [-1.361421260924846, -5.983535403467461, 0.0], [-1.361418704131676, -5.983534051404417, 0.0], [-1.36141616728333, -5.983532669181407, 0.0], [-1.361413648271599, -5.983531260494414, 0.0], [-1.361411149731287, -5.983529819007734, 0.0], [-1.36140867029251, -5.983528348839461, 0.0], [-1.361406209913284, -5.983526850749835, 0.0], [-1.361403772516143, -5.983525322668344, 0.0], [-1.361401352575949, -5.983523768101826, 0.0], [-1.36139895565982, -5.98352218278325, 0.0], [-1.361396577677289, -5.983520571823945, 0.0], [-1.361394221095227, -5.983518931929035, 0.0], [-1.361391884606729, -5.983517266076283, 0.0], [-1.361389571037333, -5.983515571372006, 0.0]]}";A01840;C01727;C;RER;0
-5.98347256759,-1.36134539917;"{""type"": ""LineString"", ""coordinates"": [[-1.361389571037333, -5.983515571372006, 0.0], [-1.361387280240101, -5.983513850476931, 0.0], [-1.361385009494444, -5.983512104384229, 0.0], [-1.361382761288229, -5.983510329418948, 0.0], [-1.361380534631232, -5.983508529720236, 0.0], [-1.361378330767387, -5.983506703450585, 0.0], [-1.361376150814676, -5.983504851053161, 0.0], [-1.361373993170502, -5.98350297396434, 0.0], [-1.36137185823551, -5.983501071824987, 0.0], [-1.361369747528338, -5.983499144719183, 0.0], [-1.361367660226695, -5.983497193745199, 0.0], [-1.361365596899157, -5.983495215503124, 0.0], [-1.361363557272841, -5.983493214934319, 0.0], [-1.361361544152297, -5.983491189525139, 0.0], [-1.361359552096352, -5.983489141261995, 0.0], [-1.361357587221534, -5.983487069720931, 0.0], [-1.361355645351592, -5.983484974670759, 0.0], [-1.361353729544791, -5.983482855899527, 0.0], [-1.361303752489745, -5.983426947307442, 0.0]]}";A01840;C01727;C;RER;0
-5.98317942637,-1.36098013378;"{""type"": ""LineString"", ""coordinates"": [[-1.360920857772252, -5.98317613857483, 0.0], [-1.361039409784674, -5.983182714168015, 0.0]]}";A01840;C01727;C;RER;0
-5.98303335833,-1.36194962708;"{""type"": ""LineString"", ""coordinates"": [[-1.361894362148128, -5.983035287227101, 0.0], [-1.361928448238018, -5.983037130453968, 0.0], [-1.361930146476769, -5.983037203502213, 0.0], [-1.361931848106166, -5.983037256530825, 0.0], [-1.361933548633263, -5.98303728814718, 0.0], [-1.361935248754399, -5.983037299533654, 0.0], [-1.361936951085216, -5.983037291597636, 0.0], [-1.361938653769396, -5.983037263473798, 0.0], [-1.361940356110603, -5.983037213979761, 0.0], [-1.361942056822897, -5.983037145713227, 0.0], [-1.361943757571881, -5.983037056097536, 0.0], [-1.361945457134597, -5.983036946590046, 0.0], [-1.361947157810006, -5.983036816936758, 0.0], [-1.361948854261862, -5.983036667223545, 0.0], [-1.361950550666438, -5.983036497681571, 0.0], [-1.361952247044727, -5.983036307930773, 0.0], [-1.361953940781094, -5.983036097063789, 0.0], [-1.361955633352196, -5.983035865924865, 0.0], [-1.36195732323939, -5.983035614429972, 0.0], [-1.361959010484664, -5.983035341818879, 0.0], [-1.36196069502504, -5.983035049231919, 0.0], [-1.361962377894528, -5.983034738632689, 0.0], [-1.361964057425763, -5.983034405734908, 0.0], [-1.361965734969435, -5.983034053663497, 0.0], [-1.361967406833909, -5.983033680307725, 0.0], [-1.361969076773804, -5.983033286638042, 0.0], [-1.36197074331247, -5.983032871810075, 0.0], [-1.361972407020278, -5.983032439286903, 0.0], [-1.361974062938881, -5.983031982312388, 0.0], [-1.361975717966923, -5.983031506987524, 0.0], [-1.361977368729445, -5.983031012362939, 0.0], [-1.361979011935467, -5.983030495968781, 0.0], [-1.361980653871271, -5.983029961203267, 0.0], [-1.361982287954893, -5.983029403126731, 0.0], [-1.361983918511327, -5.983028826172599, 0.0], [-1.361985543705253, -5.983028229095452, 0.0], [-1.36198716286133, -5.983027610332826, 0.0], [-1.361988775073273, -5.983026972503436, 0.0], [-1.361990382703028, -5.98302631421294, 0.0], [-1.361991983957264, -5.98302563345573, 0.0], [-1.361993579744026, -5.983024934476029, 0.0], [-1.361995168332963, -5.983024214127911, 0.0], [-1.361996747762795, -5.983023473446533, 0.0], [-1.361998322293764, -5.983022711142777, 0.0], [-1.361999890281264, -5.983021929413121, 0.0], [-1.362001449489318, -5.983021127371261, 0.0], [-1.362003002638539, -5.983020304024034, 0.0]]}";A01840;C01727;C;RER;0
-5.98295763111,-1.36253594139;"{""type"": ""LineString"", ""coordinates"": [[-1.362477521038912, -5.982943775666924, 0.0], [-1.362493939169372, -5.982944683583267, 0.0], [-1.362500707363693, -5.982945210462226, 0.0], [-1.362507403835571, -5.982946036101156, 0.0], [-1.362514020696035, -5.982947158538152, 0.0], [-1.362520552544053, -5.982948572136304, 0.0], [-1.362526989951022, -5.982950275229688, 0.0], [-1.362533326714599, -5.982952262899588, 0.0], [-1.362539552751851, -5.982954531537476, 0.0], [-1.362545662936439, -5.982957077427979, 0.0], [-1.362551649062745, -5.982959897447818, 0.0], [-1.362557500815167, -5.982962985306646, 0.0], [-1.362563214313064, -5.982966342314633, 0.0], [-1.36256878187747, -5.98296996270868, 0.0], [-1.362574193171804, -5.982973840578589, 0.0], [-1.362579440370135, -5.982977972822023, 0.0], [-1.362584517840516, -5.982982357983254, 0.0], [-1.362588561937334, -5.982986181502357, 0.0]]}";A02179;C01857;GLC;TER;0
