from_stop_id,to_stop_id,transfer_type,min_transfer_time
2090,2096,2,120
7931938,2091,2,111
2037,2551,2,180
7931938,2552,2,111
7931938,2551,2,95
2156,2551,2,180
2156,2090,2,180
2551,2046,2,120
7931929,2091,2,42
7931930,2091,2,120
7931930,2552,2,120
7931928,2091,2,114
2090,2046,2,120
7931929,2552,2,42
2551,2096,2,120
2037,2090,2,180
7931938,2090,2,95
7931928,2552,2,114
