service_id,date,exception_type
3558044,20210601,1
3558044,20210602,1
3558044,20210603,1
3558044,20210607,1
3558044,20210608,1
3558044,20210609,1
3558044,20210610,1
3558044,20210614,1
3558044,20210615,1
3558044,20210616,1
3558044,20210617,1
3558044,20210621,1
3558044,20210622,1
3558044,20210623,1
3558044,20210624,1
3558044,20210628,1
3558044,20210629,1
3558044,20210630,1
3558044,20210823,1
3558044,20210824,1
3558044,20210825,1
3558044,20210826,1
3558044,20210830,1
3558044,20210831,1
3558044,20210901,1
3558044,20210902,1
3558044,20210906,1
3558044,20210907,1
3558044,20210908,1
3558044,20210909,1
3558044,20210913,1
3558044,20210914,1
3558044,20210915,1
3558044,20210916,1
3558044,20210920,1
3558044,20210921,1
3558044,20210922,1
13558044,20210602,1
13558044,20210603,1
13558044,20210604,1
13558044,20210608,1
13558044,20210609,1
13558044,20210610,1
13558044,20210611,1
13558044,20210615,1
13558044,20210616,1
13558044,20210617,1
13558044,20210618,1
13558044,20210622,1
13558044,20210623,1
13558044,20210624,1
13558044,20210625,1
13558044,20210629,1
13558044,20210630,1
13558044,20210701,1
13558044,20210824,1
13558044,20210825,1
13558044,20210826,1
13558044,20210827,1
13558044,20210831,1
13558044,20210901,1
13558044,20210902,1
13558044,20210903,1
13558044,20210907,1
13558044,20210908,1
13558044,20210909,1
13558044,20210910,1
13558044,20210914,1
13558044,20210915,1
13558044,20210916,1
13558044,20210917,1
13558044,20210921,1
13558044,20210922,1
13558044,20210923,1
13558043,20210504,1
13558043,20210505,1
13558043,20210506,1
13558043,20210507,1
13558043,20210511,1
13558043,20210512,1
13558043,20210513,1
13558043,20210518,1
13558043,20210519,1
13558043,20210520,1
13558043,20210521,1
13558043,20210526,1
13558043,20210527,1
13558043,20210528,1
13558043,20210601,1
3558047,20210417,1
3558047,20210424,1
3558047,20210515,1
3558047,20210522,1
3558047,20210529,1
3558047,20210605,1
3558047,20210612,1
3558047,20210619,1
3558047,20210626,1
3558047,20210703,1
3558047,20210710,1
3558047,20210717,1
3558047,20210724,1
3558047,20210731,1
3558047,20210807,1
3558047,20210814,1
3558047,20210821,1
3558047,20210828,1
3558047,20210904,1
3558047,20210911,1
3558047,20210918,1
3558048,20210423,1
3558048,20210430,1
3558048,20210507,1
3558048,20210514,1
3558048,20210521,1
3558048,20210528,1
3558048,20210604,1
3558048,20210611,1
3558048,20210618,1
3558048,20210625,1
3558048,20210702,1
3558048,20210709,1
3558048,20210716,1
3558048,20210723,1
3558048,20210730,1
3558048,20210806,1
3558048,20210813,1
3558048,20210820,1
