from_stop_id,to_stop_id,transfer_type,min_transfer_time
9295911,4036731,2,193
9295911,4036733,2,261
1166834,4036769,2,187
8451934,1166834,2,194
7932238,1166840,2,195
7932238,1166841,2,195
1166833,3926299,2,265
1166833,3926298,2,259
9416396,1166826,2,265
9416396,1166827,2,265
7275115,9195883,2,187
7275115,9195884,2,187
7013386,1166825,2,268
7013386,1166824,2,268
8451934,1166835,2,194
7946110,9295911,2,193
9295872,9195884,2,192
7946301,6129304,2,199
1166831,7964982,2,216
9295872,9195883,2,192
7946301,6129305,2,199
1166840,8357914,2,210
9195884,9195905,2,270
9195884,9195906,2,259
8399858,1166840,2,247
8399858,1166841,2,247
9295911,7900009,2,261
3343765,1166838,2,180
3343765,1166839,2,180
5158064,9295910,2,218
1166833,7898840,2,205
5158064,9295911,2,218
7931908,1166824,2,243
7931908,1166825,2,243
1166833,7898842,2,190
1166833,7898843,2,207
8367262,1166835,2,346
1166840,7899121,2,212
9295911,7647742,2,213
8367330,1166835,2,243
8367330,1166834,2,243
7946110,9295910,2,193
8367262,1166834,2,346
9195884,9195916,2,264
9295911,7647743,2,203
9195884,9195917,2,209
9195884,9195915,2,254
1166840,4036747,2,210
1166833,7898839,2,205
1166827,3887748,2,265
1166827,3887747,2,198
1166827,3887746,2,272
7946302,6129305,2,241
7946302,6129304,2,241
1166840,4036748,2,195
1166840,4036749,2,226
9195886,9159960,2,216
9195884,9195925,2,192
9128445,9195888,2,226
9128445,9195887,2,226
9160892,9295910,2,261
9160892,9295911,2,261
1166838,7913223,2,193
2468,1166840,2,180
2468,1166841,2,180
6217416,1166840,2,210
6217416,1166841,2,210
9295910,9384738,2,213
1166835,7922511,2,152
5675644,1166832,2,207
2068,1166830,2,180
1166835,7922510,2,152
5675644,1166833,2,207
1166831,7898847,2,196
1166835,7922512,2,346
1166835,7899577,2,243
1166831,7898846,2,216
2068,1166831,2,180
1166832,7964980,2,207
1166830,7898846,2,216
1166830,7898847,2,196
5158082,1166840,2,241
5158082,1166841,2,241
9295908,9195884,2,194
9295908,9195883,2,122
1166841,9296075,2,242
1166832,7964979,2,190
7931907,1166825,2,250
1166832,7964978,2,259
7931907,1166824,2,250
1166841,9296076,2,203
1166831,7920846,2,196
1166831,7920845,2,216
9195886,9159923,2,197
9296159,1166833,2,207
8451933,1166834,2,187
9296159,1166832,2,207
8451933,1166835,2,187
9195886,9159925,2,308
9195886,9159921,2,211
9195886,9159922,2,231
9416506,1166840,2,215
9416506,1166841,2,215
9195885,9416128,2,231
9195885,9416129,2,211
9195885,9416126,2,260
9195885,9416127,2,216
7013380,1166826,2,202
7946109,9295910,2,218
7013380,1166827,2,202
7946109,9295911,2,218
9128569,1166834,2,314
9296141,1166831,2,196
9296141,1166830,2,196
9160889,9295910,2,248
9160889,9295911,2,248
9128569,1166835,2,314
2223,1166835,2,360
2223,1166834,2,360
1166832,7964943,2,240
9128822,9195886,2,225
1166832,7964942,2,212
9128822,9195885,2,225
1166834,2220,2,420
1166834,2222,2,480
1166841,1724,2,180
9160890,9295910,2,248
9160890,9295911,2,248
1166825,7932089,2,268
1166825,7932088,2,250
1166825,7932087,2,243
1166825,7932086,2,243
1166833,7900243,2,265
1166840,9416634,2,205
1166839,7913223,2,193
9195885,9128369,2,194
9195885,9128368,2,197
9195885,9128367,2,214
9195885,9128366,2,249
9416233,1166834,2,187
9416233,1166835,2,187
1166833,7964980,2,207
1166838,8379445,2,193
1166833,7965055,2,212
7013379,1166827,2,217
4843404,1166826,2,222
7013379,1166826,2,217
1166833,4037184,2,265
1166833,4037183,2,266
4843404,1166827,2,222
1166830,1956,2,180
2117,1166830,2,180
2117,1166831,2,180
1166835,7932206,2,245
9295911,9416119,2,193
1166840,9416659,2,214
9295911,9416118,2,210
1166840,9416658,2,205
8321691,1166832,2,189
8321691,1166833,2,189
8079716,1166841,2,195
8079716,1166840,2,195
1166833,7965037,2,240
1166833,7965036,2,259
4016100,9195885,2,308
1166833,7965039,2,207
1166833,7965038,2,190
4016100,9195886,2,308
7898938,1166830,2,196
1166831,2211,2,180
1166835,4036649,2,314
1166827,3887745,2,262
1166841,4459239,2,226
7275316,1166835,2,189
7275316,1166834,2,189
8007367,1166840,2,254
1166841,4459240,2,210
9416182,1166834,2,209
1166832,3926299,2,265
1166832,3926298,2,259
9416182,1166835,2,209
8007367,1166841,2,254
7931327,1166841,2,215
7931327,1166840,2,215
6129305,5138170,2,241
6129305,5138171,2,244
7931973,1166840,2,252
9195928,9195883,2,187
9195928,9195884,2,187
7931973,1166841,2,252
1166834,7899577,2,243
9295911,7900012,2,193
9295911,7900011,2,218
7932246,9195887,2,247
7932246,9195888,2,247
1166834,7899986,2,314
8399859,1166841,2,247
1166834,7899985,2,157
8399859,1166840,2,247
1166834,7899984,2,204
1166834,7899983,2,204
1166826,3887745,2,262
1166826,3887746,2,272
1166826,3887747,2,198
1166826,3887748,2,265
7013375,1166827,2,262
7013375,1166826,2,262
7899669,1166835,2,157
7899669,1166834,2,157
9195884,1874,2,180
9195883,9416137,2,187
1166835,4036822,2,314
9195883,9416135,2,175
9195883,9416136,2,198
9195883,9416134,2,252
1166835,7275453,2,208
1166835,7275452,2,221
1166835,7275451,2,207
1166835,7275450,2,243
9195930,9195883,2,198
9195930,9195884,2,270
9195885,9128506,2,260
7898938,1166831,2,196
7921220,1166834,2,314
7921220,1166835,2,314
1166841,1715,2,140
7991806,1166838,2,193
7991806,1166839,2,193
9195929,9195883,2,188
9195929,9195884,2,188
9195927,9195884,2,259
9195927,9195883,2,187
9295910,7647743,2,203
9295910,7647742,2,213
1166834,7161643,2,213
4843804,1166827,2,217
1166834,7161644,2,213
4843804,1166826,2,217
9416183,1166835,2,187
6129304,5138171,2,244
6129304,5138170,2,241
9416183,1166834,2,187
1166840,9128470,2,226
1166827,7932083,2,202
1166830,8219797,2,196
1166827,7932082,2,217
1166830,8219798,2,216
7921117,1166835,2,207
7921117,1166834,2,207
3343766,1166838,2,180
3343766,1166839,2,180
1166840,2460,2,140
9408826,9195883,2,122
9408826,9195884,2,194
1166832,4459260,2,265
1166839,8379519,2,186
1166840,2469,2,180
9128823,9195886,2,197
9128823,9195885,2,197
9295910,9416119,2,193
9295910,9416118,2,210
9195885,9159897,2,216
9195883,9159916,2,188
9195883,9159915,2,262
9195883,9159914,2,198
9195883,9159913,2,187
1166832,4036640,2,266
2221,1166834,2,360
2221,1166835,2,360
2467,1166841,2,180
2467,1166840,2,180
9195886,9128369,2,194
9195886,9128367,2,214
9195886,9128368,2,197
1166841,8357914,2,210
9195886,9128366,2,249
1166835,7899983,2,204
1166835,7899985,2,157
1166835,7899984,2,204
1166834,1967,2,480
1166835,7899986,2,314
6217417,1166840,2,252
6217417,1166841,2,252
1166834,1965,2,420
1166835,4459253,2,221
1166835,4459252,2,246
7946107,9295910,2,261
7946107,9295911,2,261
1166833,7931560,2,240
8321657,1166833,2,216
8321657,1166832,2,216
1166840,7900217,2,186
1166840,7900216,2,186
1166834,7900042,2,243
1166832,7931560,2,240
1166830,2211,2,180
1166833,4459260,2,265
9295910,6904254,2,218
2435,6129305,2,180
1166841,4045022,2,210
2435,6129304,2,180
6129304,3893345,2,241
6129304,3893346,2,199
9195884,2270,2,180
1166840,9128466,2,254
1166834,2155,2,180
1166840,9128467,2,195
1166840,9128468,2,215
1757,6129305,2,180
1757,6129304,2,180
9195886,9417241,2,308
1166834,7922511,2,152
1166827,7898956,2,210
1166834,7922512,2,346
1166827,7898957,2,222
1166834,7922510,2,152
9128439,1166841,2,226
9128439,1166840,2,226
1166834,7932206,2,245
1166835,7945885,2,213
9195883,1874,2,180
9417162,1166840,2,226
9417162,1166841,2,226
9195886,9417239,2,194
9195886,9417238,2,197
9195886,9417235,2,262
1166834,7945917,2,200
9195886,9417234,2,249
1166834,7945916,2,245
9195886,9417237,2,214
9195886,9417236,2,218
1166840,7899182,2,214
4843406,1166826,2,202
4843406,1166827,2,202
6129305,3893346,2,199
7986310,1166835,2,282
6129305,3893345,2,241
7921181,1166835,2,246
1166833,1956,2,180
1166833,1955,2,420
7921181,1166834,2,246
1166832,7965055,2,212
7986310,1166834,2,282
7932232,1166838,2,193
7932232,1166839,2,193
7931383,1166841,2,252
7931383,1166840,2,252
1166835,9296094,2,243
1166835,9296092,2,157
1166835,9296091,2,308
1166827,9415965,2,210
1166827,9415966,2,222
7986309,1166835,2,284
7932239,1166840,2,215
7932239,1166841,2,215
7986309,1166834,2,284
8007409,1166840,2,210
8007409,1166841,2,210
6129305,9296084,2,241
6129305,9296085,2,199
1166833,7931530,2,259
9195884,9159916,2,188
1166832,7965038,2,190
7899750,1166832,2,191
7275151,1166835,2,189
1166832,7965037,2,240
7899750,1166833,2,191
9195884,9159914,2,270
7275151,1166834,2,189
9195884,9159915,2,262
1166832,7965039,2,207
1166840,9296136,2,242
1166832,7965036,2,259
9195884,9159913,2,259
1166826,4798880,2,222
7275549,1166841,2,241
7275549,1166840,2,241
9295911,6904254,2,218
1166834,4036822,2,314
9195956,9195885,2,281
7899749,1166833,2,216
7899749,1166832,2,216
1166841,4036660,2,254
1166832,7900243,2,265
1166841,4036661,2,195
9195956,9195886,2,281
1166831,7964940,2,196
9128548,9195884,2,218
9128548,9195883,2,218
4843803,1166827,2,201
4843803,1166826,2,201
1166835,2155,2,180
9195886,9159897,2,216
9195883,9128720,2,122
9195883,9128721,2,152
1166834,4037198,2,194
9160898,9195887,2,274
1166834,4037197,2,207
9160898,9195888,2,274
1166834,4037196,2,221
1166834,4037199,2,308
1166840,4459239,2,226
9128452,9295910,2,247
9128452,9295911,2,247
1166826,7932083,2,202
9195885,9159861,2,308
1166826,7932082,2,217
1166840,4459240,2,210
9195885,9159858,2,231
9195885,9159859,2,197
9195885,9159857,2,211
7932237,1166841,2,226
7932237,1166840,2,226
9295910,1741,2,180
1166832,4037183,2,266
1166832,4037184,2,265
7946340,1166840,2,242
7946340,1166841,2,242
9416184,1166835,2,194
9416184,1166834,2,194
1166830,7965043,2,196
1166830,7965042,2,216
7275550,1166840,2,216
7275550,1166841,2,216
9128549,9195883,2,220
1166830,7920846,2,196
9416117,1166835,2,209
1166830,7920845,2,216
9416117,1166834,2,209
9128549,9195884,2,220
7931501,1166832,2,216
7275548,1166840,2,226
7275548,1166841,2,226
9295911,1741,2,180
7931501,1166833,2,216
9296139,1166833,2,212
9296139,1166832,2,212
9295910,2419,2,180
9416181,1166835,2,209
9416181,1166834,2,209
7986311,1166834,2,293
7986311,1166835,2,293
1166832,8219805,2,207
1869,1166838,2,180
1166832,8219801,2,210
1166832,8219802,2,265
1869,1166839,2,180
1166832,8219803,2,259
1166832,8219804,2,272
9160897,9195887,2,193
9160897,9195888,2,193
9195883,9195915,2,182
9195883,9195916,2,192
7932245,9195888,2,226
9195883,9195917,2,178
7932245,9195887,2,226
1166841,8357865,2,252
1166841,8357864,2,212
1166841,8357863,2,214
7931502,1166833,2,207
7931502,1166832,2,207
9195883,9195905,2,198
8321659,1166832,2,189
9195883,9195906,2,187
6591847,1166835,2,241
6591847,1166834,2,241
5231611,1166832,2,259
5231611,1166833,2,259
1166841,7900216,2,186
4843403,1166827,2,201
1166841,7900217,2,186
4843403,1166826,2,201
1166841,3893336,2,187
1166841,3893335,2,187
1166834,7275453,2,208
1166834,7275452,2,221
4471844,1166833,2,189
1166834,7275451,2,207
1166834,7275450,2,243
4471844,1166832,2,189
1166840,3893335,2,187
1166840,3893336,2,187
5675643,1166833,2,259
7921116,1166834,2,207
5675643,1166832,2,259
7921116,1166835,2,207
1166830,7964982,2,216
5158063,9295910,2,193
5158063,9295911,2,193
7899668,1166835,2,284
7899668,1166834,2,284
5675641,1166832,2,210
9128567,1166834,2,189
1166841,3749689,2,212
1166835,7900042,2,243
5675641,1166833,2,210
1166841,3749688,2,214
9128567,1166835,2,189
1166841,3749690,2,210
1968,1166835,2,360
1166833,4044996,2,259
1968,1166834,2,360
1166841,3749691,2,252
9295910,7900009,2,261
7931477,1166831,2,196
7931477,1166830,2,196
7275116,9195883,2,187
7275116,9195884,2,187
1166834,4036649,2,314
7921219,1166835,2,282
7921219,1166834,2,282
9195884,9415983,2,259
7899670,1166834,2,308
9195884,9415982,2,187
1166834,6591457,2,204
1166834,6591456,2,200
7899670,1166835,2,308
9195886,9159861,2,308
6673110,1166835,2,207
9295910,7900012,2,193
6673110,1166834,2,207
9195884,9128697,2,194
9295910,7900011,2,218
9128819,9195885,2,308
9195885,9128495,2,216
9195885,9128496,2,231
8321658,1166832,2,191
9195885,9128497,2,211
8321658,1166833,2,191
5675639,1166830,2,196
1166832,7931530,2,259
1166833,4036640,2,266
5675639,1166831,2,196
9128819,9195886,2,308
9195886,9159859,2,197
9195886,9159858,2,231
1166834,7899616,2,245
9195886,9159857,2,211
1166830,7964940,2,196
1166834,4459253,2,221
1166834,4459252,2,246
7013376,1166826,2,272
7013376,1166827,2,272
7932235,1166841,2,254
5150763,1166832,2,207
5150763,1166833,2,207
1166831,8219798,2,216
1166831,8219797,2,196
7932235,1166840,2,254
1166835,4036986,2,189
1166835,4036985,2,200
1166841,9416634,2,205
8399860,1166840,2,252
8399860,1166841,2,252
8007368,1166841,2,252
1166832,1955,2,420
8007368,1166840,2,252
1166832,1956,2,180
1166832,4036205,2,259
1166832,4036207,2,265
1166832,4036206,2,207
9128591,9195883,2,218
9128591,9195884,2,218
1166833,8219803,2,259
1166833,8219802,2,265
1166833,8219805,2,207
1166833,8219804,2,272
1166833,8219801,2,210
9195883,9128697,2,122
1166833,3926339,2,216
1166840,8357865,2,252
1166840,8357863,2,214
1166840,8357864,2,212
1166841,9416659,2,214
1166833,4036207,2,265
1166841,9416658,2,205
1166833,4036205,2,259
1166833,4036206,2,207
1166841,4036827,2,254
9195884,9431400,2,218
7013378,1166827,2,222
7013378,1166826,2,222
9195883,9415982,2,187
9195883,9415983,2,187
9416505,1166840,2,252
9416505,1166841,2,252
1166834,8838664,2,246
7661329,9195883,2,152
1166826,9415965,2,210
1166826,9415966,2,222
7661329,9195884,2,224
1166840,4036827,2,254
9195884,9416135,2,199
9195884,9416134,2,252
9195884,9416137,2,259
9195884,9416136,2,270
9195883,9195925,2,192
1166835,1967,2,480
1166835,1965,2,420
1166835,4036769,2,187
9195883,2270,2,180
7991680,1166841,2,226
7991680,1166840,2,226
7899661,1166832,2,210
7931972,1166840,2,226
7931972,1166841,2,226
9160969,9195883,2,152
9195884,9159852,2,188
9160969,9195884,2,224
7899661,1166833,2,210
1966,1166835,2,360
1966,1166834,2,360
1722,1166840,2,180
1722,1166841,2,180
9196014,9195885,2,194
6673109,1166835,2,207
1166833,7920979,2,259
1166833,7920978,2,266
6673109,1166834,2,207
9196014,9195886,2,194
1166832,2211,2,180
1166832,2210,2,240
1723,1166841,2,180
9195884,9159849,2,259
1723,1166840,2,180
1166832,3926339,2,216
1166841,9128470,2,226
7013383,1166825,2,243
1166831,7965042,2,216
9295938,1166838,2,193
9295938,1166839,2,193
9195955,9195885,2,281
9195884,9159850,2,270
9195955,9195886,2,281
7013383,1166824,2,243
9128448,9195887,2,193
9128448,9195888,2,193
5231612,1166833,2,207
5231612,1166832,2,207
8367260,1166834,2,247
8367260,1166835,2,247
9195884,9128720,2,194
9295910,4036731,2,193
9295910,4036733,2,261
1166841,9128468,2,215
1166838,8379519,2,186
1166841,9128467,2,195
6129304,9296084,2,241
1166841,9128466,2,254
6129304,9296085,2,199
1166832,7898840,2,205
1166840,4045022,2,210
1166832,7898842,2,190
1166831,7965043,2,196
1166832,7898843,2,207
9128513,1166834,2,189
9128513,1166835,2,189
5675642,1166833,2,265
5675642,1166832,2,265
9295873,9195884,2,224
9295873,9195883,2,152
1166832,7898839,2,205
6591541,1166834,2,204
6591541,1166835,2,204
1166835,7899616,2,245
1166835,2220,2,420
9195888,5018168,2,274
9195888,5018167,2,193
1166835,2222,2,480
1166824,7932087,2,243
9195886,9128495,2,216
1166824,7932088,2,250
9195886,9128496,2,231
1166824,7932089,2,268
9195886,9128497,2,211
4471843,1166832,2,190
4471843,1166833,2,190
9296158,1166832,2,216
9296158,1166833,2,216
1166835,6591456,2,200
1166824,7932086,2,243
1166835,6591457,2,204
1166840,9296075,2,242
1166840,9296076,2,203
9195884,9159803,2,194
9195884,9159805,2,224
5158083,1166841,2,216
7898945,1166826,2,238
1166833,2211,2,180
9195884,9159804,2,192
7898945,1166827,2,238
5158083,1166840,2,216
9195883,9431400,2,218
9195885,9417235,2,262
9195885,9417236,2,218
9195885,9417234,2,249
9195885,9417239,2,194
1166834,7945885,2,213
9195885,9417237,2,214
9195885,9417238,2,197
1166832,7920978,2,266
1166832,7920979,2,259
4037262,1166833,2,266
4037262,1166832,2,266
9128447,9195888,2,193
9128447,9195887,2,193
1166832,4044996,2,259
1166834,2036,2,180
9195886,9416129,2,211
9195886,9416128,2,231
9195886,9416127,2,216
9195886,9416126,2,260
5158066,9295911,2,261
5158066,9295910,2,261
7931906,1166824,2,268
7931906,1166825,2,268
9128568,1166834,2,189
9128568,1166835,2,189
1166831,1956,2,180
1166841,4036749,2,226
7991811,1166839,2,186
9195883,9159803,2,122
9195883,9159804,2,192
9195883,9159805,2,152
7991811,1166838,2,186
1166833,2210,2,240
7946313,1166840,2,203
7946057,9295911,2,210
