from_stop_id,to_stop_id,transfer_type,min_transfer_time
967988,1647,2,180
9417205,1819,2,244
4459280,1993,2,270
8321684,2517,2,224
1704,5922218,2,255
7899418,2311,2,235
3812998,2291,2,217
9217987,1651,2,257
7899412,2527,2,253
7900034,2447,2,199
2469,1715,2,480
4037209,1946,2,253
1723,1715,2,480
4199333,1993,2,268
8399901,1747,2,201
8321633,1637,2,194
9217370,1651,2,257
7920959,2488,2,270
7899431,2454,2,198
7986284,1633,2,225
7911789,1637,2,205
7933362,2358,2,225
8007364,1702,2,215
7913278,1884,2,215
9416517,2001,2,246
7899434,2531,2,189
8379451,1730,2,241
7913234,2162,2,272
4037173,2531,2,210
4036981,1678,2,257
7899414,1647,2,243
7900219,2286,2,186
6591509,2549,2,221
6591842,2527,2,217
9327030,2343,2,254
4037174,1651,2,196
6640123,1873,2,208
3687684,2183,2,270
4687322,2425,2,202
7920988,1633,2,194
5419722,2343,2,230
4024982,2343,2,310
8007439,2286,2,198
9416538,1647,2,204
7920857,2531,2,196
4036827,2286,2,257
5121562,1747,2,189
8321630,1708,2,210
8007367,1890,2,257
3893338,2286,2,186
7899720,2425,2,217
3926277,1745,2,207
9417158,1715,2,243
9417156,2358,2,227
4037285,1819,2,212
8379484,1814,2,231
7931974,2460,2,199
7899412,1647,2,253
2310,2311,2,110
9327028,2343,2,240
7931375,1678,2,210
7899734,2162,2,225
7275302,1946,2,235
8985214,2513,2,226
7913221,1890,2,241
7913229,1946,2,193
4008919,1804,2,242
3749689,2286,2,269
4036635,1633,2,194
9128437,1715,2,199
4036619,1993,2,268
7131598,2549,2,316
7920887,1747,2,284
9217793,1651,2,257
7714337,2425,2,284
1946,1945,2,300
7920887,2425,2,284
8367298,2440,2,213
2285,1890,2,77
3681810,2280,2,225
3343776,2488,2,180
4045021,1715,2,240
6591450,1647,2,217
7899166,2278,2,203
4037046,2488,2,270
8321714,1895,2,250
8379452,2441,2,212
8007439,1890,2,198
7911747,2517,2,216
7986300,2513,2,194
7913279,2280,2,195
3926288,2531,2,210
7899426,2032,2,250
4015761,2280,2,302
7170694,2527,2,207
7913273,1747,2,202
2053,1890,2,250
3343778,1647,2,180
3893338,1890,2,186
3690063,2423,2,233
4008944,2343,2,240
8007370,1715,2,243
5121010,2343,2,254
1687,2517,2,96
4199377,2269,2,195
5121347,2425,2,284
5121348,1747,2,201
7933364,1730,2,223
4687323,1747,2,189
7899420,2459,2,194
7931844,2531,2,190
9416514,2447,2,192
1677,1678,2,105
2376,2527,2,118
2201,1945,2,300
6591505,1884,2,297
4022892,2201,2,253
9217370,2531,2,257
8321717,1637,2,208
7991803,1972,2,195
7013440,2425,2,206
7931373,1647,2,231
3442582,2280,2,216
9217792,1651,2,257
8007367,2286,2,257
6263560,1873,2,213
7170694,1647,2,207
6263595,1993,2,268
7899915,1747,2,284
8379451,2441,2,241
5231588,2269,2,195
1767,2527,2,105
9416508,2286,2,186
6263558,1993,2,258
3343772,2457,2,180
4008992,1804,2,240
8379483,1814,2,263
9416517,2488,2,210
4036826,1702,2,282
8399889,2242,2,199
4037284,2460,2,199
4036655,2447,2,192
8007379,2291,2,245
5121808,2343,2,243
7714339,2425,2,205
7931974,1715,2,199
7900219,1890,2,186
4036750,2286,2,198
7932014,2043,2,272
3687679,1873,2,194
5419722,1804,2,230
4036981,2488,2,257
4036655,1702,2,192
7913272,2425,2,201
3690063,1745,2,233
7932202,1647,2,217
7931342,2527,2,207
8399902,2425,2,284
9417202,1946,2,190
8399888,2242,2,271
7714337,1747,2,284
8379452,1730,2,212
1817,2355,2,51
7932234,2286,2,241
2339,2531,2,200
7931762,2531,2,204
3343773,2001,2,180
4008992,2343,2,240
8878611,1993,2,199
9128466,1890,2,257
3926289,1651,2,196
9218054,1651,2,257
9416539,1647,2,207
3926282,2014,2,192
6217394,1917,2,271
4364001,1873,2,252
9296004,2162,2,205
7899415,2527,2,256
2201,2200,2,300
4459241,1890,2,198
6591505,2280,2,297
4199339,2269,2,240
7899430,1709,2,196
8007416,2001,2,230
8007401,2242,2,267
9362034,2447,2,198
7931826,1651,2,201
7899991,1712,2,253
8379442,2227,2,279
1724,2460,2,480
7827025,2549,2,316
9417202,2201,2,190
9417205,2358,2,244
4024983,1804,2,285
4687323,2425,2,189
4199335,2183,2,270
4687322,1747,2,202
9217987,2531,2,257
3687680,1873,2,187
4015762,2280,2,240
3687678,1873,2,207
4459279,2183,2,288
7913229,2201,2,193
5121342,2280,2,215
4036659,2286,2,186
2531,2371,2,151
9327030,1804,2,254
9416518,2488,2,281
5231635,1873,2,208
2468,1715,2,480
8399903,1747,2,225
7931568,2527,2,217
2285,2286,2,86
3343769,1702,2,180
2354,1814,2,89
6640122,1873,2,208
9416518,1678,2,281
8985264,1633,2,239
