service_id,date,exception_type
3545801,20210324,1
3545801,20210325,1
3545801,20210326,1
3545801,20210327,1
3545801,20210328,1
3545801,20210329,1
3545801,20210330,1
3545801,20210331,1
3545801,20210401,1
3545801,20210402,1
3545801,20210403,1
3545801,20210404,1
3545801,20210405,1
3545801,20210406,1
3545801,20210407,1
3545801,20210408,1
3545801,20210409,1
3545801,20210410,1
3545801,20210411,1
3545801,20210412,1
3545801,20210413,1
3545801,20210414,1
3545801,20210415,1
3545801,20210416,1
3545801,20210419,1
3545801,20210420,1
3545801,20210421,1
3545801,20210422,1
3545801,20210426,1
3545801,20210427,1
3545801,20210428,1
3545801,20210429,1
3545801,20210503,1
3545801,20210504,1
3545801,20210505,1
3545801,20210506,1
3545801,20210510,1
3545801,20210511,1
3545801,20210512,1
3545801,20210517,1
3545801,20210518,1
3545801,20210519,1
3545801,20210520,1
3545801,20210525,1
3545801,20210526,1
3545801,20210527,1
3545801,20210531,1
3545801,20210601,1
3545801,20210602,1
3545801,20210603,1
3545801,20210607,1
3545801,20210608,1
3545801,20210609,1
3545801,20210610,1
3545801,20210614,1
3545801,20210615,1
3545801,20210616,1
3545801,20210617,1
3545801,20210621,1
3545801,20210622,1
3545801,20210623,1
3545801,20210624,1
3545801,20210628,1
3545801,20210629,1
3545801,20210630,1
3545801,20210901,1
3545801,20210902,1
3545801,20210906,1
3545801,20210907,1
3545801,20210908,1
3545801,20210909,1
3545801,20210913,1
3545801,20210914,1
3545801,20210915,1
3545801,20210916,1
3545801,20210920,1
3545801,20210921,1
3545801,20210922,1
3545800,20210701,1
3545800,20210705,1
3545800,20210706,1
3545800,20210707,1
3545800,20210708,1
3545800,20210712,1
3545800,20210713,1
3545800,20210715,1
3545800,20210719,1
3545800,20210720,1
3545800,20210721,1
3545800,20210722,1
3545800,20210726,1
3545800,20210727,1
3545800,20210728,1
3545800,20210729,1
3545800,20210823,1
3545800,20210824,1
3545800,20210825,1
3545800,20210826,1
3545800,20210830,1
3545800,20210831,1
13545801,20210325,1
13545801,20210326,1
13545801,20210327,1
13545801,20210328,1
13545801,20210329,1
13545801,20210330,1
13545801,20210331,1
13545801,20210401,1
13545801,20210402,1
13545801,20210403,1
13545801,20210404,1
13545801,20210405,1
13545801,20210406,1
13545801,20210407,1
13545801,20210408,1
13545801,20210409,1
13545801,20210410,1
13545801,20210411,1
13545801,20210412,1
13545801,20210413,1
13545801,20210414,1
13545801,20210415,1
13545801,20210416,1
13545801,20210417,1
13545801,20210420,1
13545801,20210421,1
13545801,20210422,1
13545801,20210423,1
13545801,20210427,1
13545801,20210428,1
13545801,20210429,1
13545801,20210430,1
13545801,20210504,1
13545801,20210505,1
13545801,20210506,1
13545801,20210507,1
13545801,20210511,1
13545801,20210512,1
13545801,20210513,1
13545801,20210518,1
13545801,20210519,1
13545801,20210520,1
13545801,20210521,1
13545801,20210526,1
13545801,20210527,1
13545801,20210528,1
13545801,20210601,1
13545801,20210602,1
13545801,20210603,1
13545801,20210604,1
13545801,20210608,1
13545801,20210609,1
13545801,20210610,1
13545801,20210611,1
