service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3412870,0,0,0,0,0,0,0,20210423,20210917
13412870,0,0,0,0,0,0,0,20210424,20210918
3412873,0,0,0,0,0,0,0,20210417,20210918
3545751,0,0,0,0,0,0,0,20210501,20210714
3545752,0,0,0,0,0,0,0,20210418,20210530
13412873,0,0,0,0,0,0,0,20210418,20210919
3545753,0,0,0,0,0,0,0,20210606,20210919
3545757,0,0,0,0,0,0,0,20210802,20210831
3545756,0,0,0,0,0,0,0,20210701,20210729
13545753,0,0,0,0,0,0,0,20210607,20210920
13545756,0,0,0,0,0,0,0,20210702,20210730
3545755,0,0,0,0,0,0,0,20210324,20210922
13545755,0,0,0,0,0,0,0,20210325,20210923
13545752,0,0,0,0,0,0,0,20210419,20210531
13545751,0,0,0,0,0,0,0,20210502,20210715
13545757,0,0,0,0,0,0,0,20210803,20210901
