service_id,date,exception_type
3545812,20210606,1
3545812,20210613,1
3545812,20210620,1
3545812,20210627,1
3545812,20210704,1
3545812,20210711,1
3545812,20210718,1
3545812,20210725,1
3545812,20210801,1
3545812,20210808,1
3545812,20210815,1
3545812,20210822,1
3545812,20210829,1
3545812,20210905,1
3545812,20210912,1
3545812,20210919,1
3412891,20210423,1
3412891,20210430,1
3412891,20210507,1
3412891,20210514,1
3412891,20210521,1
3412891,20210528,1
3412891,20210604,1
3412891,20210611,1
3412891,20210618,1
3412891,20210625,1
3412891,20210702,1
3412891,20210709,1
3412891,20210716,1
3412891,20210723,1
3412891,20210730,1
3412891,20210806,1
3412891,20210813,1
3412891,20210820,1
3412891,20210827,1
3412891,20210903,1
3412891,20210910,1
3412891,20210917,1
3545814,20210501,1
3545814,20210502,1
3545814,20210508,1
3545814,20210509,1
3412893,20210417,1
3412893,20210424,1
3412893,20210515,1
3412893,20210522,1
3412893,20210529,1
3412893,20210605,1
3412893,20210612,1
3412893,20210619,1
3412893,20210626,1
3412893,20210703,1
3412893,20210710,1
3412893,20210717,1
3412893,20210724,1
3412893,20210731,1
3412893,20210807,1
3412893,20210814,1
3412893,20210821,1
3412893,20210828,1
3412893,20210904,1
3412893,20210911,1
3412893,20210918,1
3545813,20210418,1
3545813,20210425,1
3545813,20210513,1
3545813,20210516,1
3545813,20210524,1
3545813,20210530,1
3545816,20210324,1
3545816,20210325,1
3545816,20210326,1
3545816,20210327,1
3545816,20210328,1
3545816,20210329,1
3545816,20210330,1
3545816,20210331,1
3545816,20210401,1
3545816,20210402,1
3545816,20210403,1
3545816,20210404,1
3545816,20210405,1
3545816,20210406,1
3545816,20210407,1
3545816,20210408,1
3545816,20210409,1
3545816,20210410,1
3545816,20210411,1
3545816,20210412,1
3545816,20210413,1
3545816,20210414,1
3545816,20210415,1
3545816,20210416,1
3545816,20210419,1
3545816,20210420,1
3545816,20210421,1
3545816,20210422,1
3545816,20210426,1
3545816,20210427,1
3545816,20210428,1
3545816,20210429,1
3545816,20210503,1
3545816,20210504,1
3545816,20210505,1
3545816,20210506,1
3545816,20210510,1
3545816,20210511,1
3545816,20210512,1
3545816,20210517,1
3545816,20210518,1
3545816,20210519,1
3545816,20210520,1
3545816,20210525,1
3545816,20210526,1
3545816,20210527,1
3545816,20210531,1
3545816,20210601,1
3545816,20210602,1
3545816,20210603,1
3545816,20210607,1
3545816,20210608,1
3545816,20210609,1
3545816,20210610,1
3545816,20210614,1
3545816,20210615,1
3545816,20210616,1
3545816,20210617,1
3545816,20210621,1
3545816,20210622,1
3545816,20210623,1
3545816,20210624,1
3545816,20210628,1
3545816,20210629,1
3545816,20210630,1
3545816,20210901,1
3545816,20210902,1
3545816,20210906,1
3545816,20210907,1
3545816,20210908,1
3545816,20210909,1
3545816,20210913,1
3545816,20210914,1
3545816,20210915,1
3545816,20210916,1
3545816,20210920,1
3545816,20210921,1
3545816,20210922,1
3545815,20210523,1
3545815,20210714,1
13545814,20210502,1
13545814,20210503,1
13545814,20210509,1
13545814,20210510,1
3545817,20210802,1
3545817,20210803,1
3545817,20210804,1
3545817,20210805,1
3545817,20210809,1
3545817,20210810,1
3545817,20210811,1
3545817,20210812,1
3545817,20210816,1
3545817,20210817,1
3545817,20210818,1
3545817,20210819,1
3545817,20210823,1
3545817,20210824,1
3545817,20210825,1
3545817,20210826,1
3545817,20210830,1
3545817,20210831,1
13545815,20210524,1
13545815,20210715,1
13545812,20210607,1
13545812,20210614,1
13545812,20210621,1
13545812,20210628,1
13545812,20210705,1
13545812,20210712,1
13545812,20210719,1
13545812,20210726,1
13545812,20210802,1
13545812,20210809,1
13545812,20210816,1
13545812,20210823,1
13545812,20210830,1
13545812,20210906,1
13545812,20210913,1
13545812,20210920,1
3545819,20210701,1
3545819,20210705,1
3545819,20210706,1
3545819,20210707,1
3545819,20210708,1
3545819,20210712,1
3545819,20210713,1
3545819,20210715,1
3545819,20210719,1
3545819,20210720,1
3545819,20210721,1
3545819,20210722,1
3545819,20210726,1
3545819,20210727,1
3545819,20210728,1
3545819,20210729,1
13545813,20210419,1
13545813,20210426,1
13545813,20210514,1
13545813,20210517,1
13545813,20210525,1
13545813,20210531,1
13545819,20210702,1
13545819,20210706,1
13545819,20210707,1
13545819,20210708,1
13545819,20210709,1
13545819,20210713,1
13545819,20210714,1
13545819,20210716,1
13545819,20210720,1
13545819,20210721,1
13545819,20210722,1
13545819,20210723,1
13545819,20210727,1
13545819,20210728,1
13545819,20210729,1
13545819,20210730,1
13412893,20210418,1
13412893,20210425,1
13412893,20210516,1
13412893,20210523,1
13412893,20210530,1
13412893,20210606,1
13412893,20210613,1
13412893,20210620,1
13412893,20210627,1
13412893,20210704,1
13412893,20210711,1
13412893,20210718,1
13412893,20210725,1
13412893,20210801,1
13412893,20210808,1
13412893,20210815,1
13412893,20210822,1
13412893,20210829,1
13412893,20210905,1
13412893,20210912,1
13412893,20210919,1
13545816,20210325,1
13545816,20210326,1
13545816,20210327,1
13545816,20210328,1
13545816,20210329,1
13545816,20210330,1
13545816,20210331,1
13545816,20210401,1
13545816,20210402,1
13545816,20210403,1
13545816,20210404,1
13545816,20210405,1
13545816,20210406,1
13545816,20210407,1
13545816,20210408,1
13545816,20210409,1
13545816,20210410,1
13545816,20210411,1
13545816,20210412,1
13545816,20210413,1
13545816,20210414,1
13545816,20210415,1
13545816,20210416,1
13545816,20210417,1
13545816,20210420,1
13545816,20210421,1
13545816,20210422,1
13545816,20210423,1
13545816,20210427,1
13545816,20210428,1
13545816,20210429,1
13545816,20210430,1
13545816,20210504,1
13545816,20210505,1
13545816,20210506,1
13545816,20210507,1
13545816,20210511,1
13545816,20210512,1
13545816,20210513,1
13545816,20210518,1
13545816,20210519,1
13545816,20210520,1
13545816,20210521,1
13545816,20210526,1
13545816,20210527,1
13545816,20210528,1
13545816,20210601,1
13545816,20210602,1
13545816,20210603,1
13545816,20210604,1
13545816,20210608,1
13545816,20210609,1
13545816,20210610,1
13545816,20210611,1
13545816,20210615,1
13545816,20210616,1
13545816,20210617,1
13545816,20210618,1
13545816,20210622,1
13545816,20210623,1
13545816,20210624,1
13545816,20210625,1
13545816,20210629,1
13545816,20210630,1
13545816,20210701,1
13545816,20210902,1
13545816,20210903,1
13545816,20210907,1
13545816,20210908,1
13545816,20210909,1
13545816,20210910,1
13545816,20210914,1
13545816,20210915,1
13545816,20210916,1
13545816,20210917,1
13545816,20210921,1
13545816,20210922,1
13545816,20210923,1
13412891,20210424,1
13412891,20210501,1
13412891,20210508,1
13412891,20210515,1
13412891,20210522,1
13412891,20210529,1
13412891,20210605,1
13412891,20210612,1
13412891,20210619,1
13412891,20210626,1
13412891,20210703,1
13412891,20210710,1
13412891,20210717,1
13412891,20210724,1
13412891,20210731,1
13412891,20210807,1
13412891,20210814,1
13412891,20210821,1
13412891,20210828,1
13412891,20210904,1
13412891,20210911,1
13412891,20210918,1
13545817,20210803,1
13545817,20210804,1
13545817,20210805,1
13545817,20210806,1
13545817,20210810,1
13545817,20210811,1
13545817,20210812,1
13545817,20210813,1
13545817,20210817,1
13545817,20210818,1
13545817,20210819,1
13545817,20210820,1
13545817,20210824,1
13545817,20210825,1
13545817,20210826,1
13545817,20210827,1
13545817,20210831,1
13545817,20210901,1
