Geo Point;Geo Shape;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.98213104666,-1.36094370819;"{""type"": ""Point"", ""coordinates"": [-1.360943708190357, -5.982131046663571]}";42835;235;DENFERT-ROCHEREAU;Denfert-Rochereau;RER;;A01857;RER B;RER B-297;B;357.85445477;257.24070008
-5.98041996954,-1.36286253804;"{""type"": ""Point"", ""coordinates"": [-1.362862538040766, -5.980419969542947]}";47897;132;CERGY-ST-CHRISTOPHE;Cergy-St-Christophe;TRAIN;;A02176;TRAIN L;TRAIN L-277;L;65.47208263;548.15311356
-5.98179100174,-1.36288008662;"{""type"": ""Point"", ""coordinates"": [-1.362880086621668, -5.981791001738902]}";47882;261;EPONE-MEZIERES;Epone-Mezieres;TRAIN;;A01847;TRAIN N;TRAIN N-130;N;50.52106783;328.83627006
-5.98007274871,-1.3599023371;"{""type"": ""Point"", ""coordinates"": [-1.359902337102856, -5.980072748712343]}";43065;744;AEROPORT CHARLES DE GAULLE 2-TGV;Aeroport Charles de Gaulle 2-TGV;RER;RER B;A01857;RER B;RER B-443;B;542.96667481;577.50427246
-5.97979464555,-1.36041725239;"{""type"": ""Point"", ""coordinates"": [-1.360417252386078, -5.979794645549457]}";411421;957;ORRY-LA-VILLE-COYE;Orry-la-Ville-Coye;RER;;A01842;RER D;RER D-456;D;462.90403852;626.58338115
-5.98339856117,-1.35978687594;"{""type"": ""Point"", ""coordinates"": [-1.359786875936638, -5.983398561169419]}";9999;9999;MELUN;Melun;TRAIN;TRAIN R;A01845;TRAIN R;TRAIN R-999999;R;532.04590257;44.08507681
-5.98185720699,-1.35900546782;"{""type"": ""Point"", ""coordinates"": [-1.35900546782246, -5.981857206989949]}";43117;216;COULOMMIERS;Coulommiers;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-31;P;670.91976606;283.90733752
-5.98345190819,-1.36038949579;"{""type"": ""Point"", ""coordinates"": [-1.360389495787329, -5.983451908186069]}";43115;207;CORBEIL-ESSONNES;Corbeil-Essonnes;RER;;A01842;RER D;RER D-205;D;428.86560801;40.88463037
-5.98136987014,-1.36158854423;"{""type"": ""Point"", ""coordinates"": [-1.361588544233446, -5.981369870141877]}";44313;632;PEREIRE-LEVALLOIS;Pereire-levallois;RER;;A01840;RER C;RER C-330;C;261.24363115;384.80368543
-5.98197306204,-1.36136679993;"{""type"": ""Point"", ""coordinates"": [-1.36136679993301, -5.981973062035916]}";58757;141;CHAMP DE MARS-TOUR EIFFEL;Champ de Mars-Tour Eiffel;RER;;A01840;RER C;RER C-314;C;291.44345233;286.27988855
-5.98240976945,-1.36141416585;"{""type"": ""Point"", ""coordinates"": [-1.361414165851149, -5.982409769453228]}";43410;367;ISSY-VAL DE SEINE;Issy-Val de Seine;RER;;A01840;RER C;RER C-317;C;279.9868518;216.79128716
-5.98284287088,-1.3611758399;"{""type"": ""Point"", ""coordinates"": [-1.36117583989936, -5.982842870877981]}";43066;20;ANTONY;Antony;RER;;A01857;RER B;RER B-301;B;314.35060081;145.34755261
-5.98039430924,-1.36159667178;"{""type"": ""Point"", ""coordinates"": [-1.361596671778723, -5.980394309239748]}";46482;339;GROS-NOYER-ST-PRIX;Gros-Noyer-St-Prix;TRAIN;;A01849;TRAIN H;TRAIN H-235;H;268.57567214;541.04149689
-5.9802337192,-1.36160552431;"{""type"": ""Point"", ""coordinates"": [-1.361605524313479, -5.980233719201974]}";43090;68;BESSANCOURT;Bessancourt;TRAIN;;A01849;TRAIN H;TRAIN H-239;H;268.57843218;566.82672478
-5.98011883527,-1.36161179933;"{""type"": ""Point"", ""coordinates"": [-1.361611799328472, -5.980118835265481]}";47582;537;MERY-VAL D'OISE;Mery-Val d'Oise;TRAIN;;A01849;TRAIN H;TRAIN H-241;H;268.58954606;585.27249688
-5.98340116969,-1.35944193577;"{""type"": ""Point"", ""coordinates"": [-1.359441935765444, -5.983401169691697]}";47961;853;THOMERY;Thomery;TRAIN;;A01845;TRAIN R;TRAIN R-60;R;587.30750874;40.61214271
-5.98351411971,-1.35946191498;"{""type"": ""Point"", ""coordinates"": [-1.359461914977496, -5.983514119713149]}";43245;588;NEMOURS-SAINT-PIERRE;Nemours-Saint-Pierre;TRAIN;;A01845;TRAIN R;TRAIN R-69;R;583.10610454;22.70765621
-5.98289133855,-1.36059006628;"{""type"": ""Point"", ""coordinates"": [-1.360590066280544, -5.982891338549629]}";46298;454;LES SAULES;Les Saules;RER;;A01840;RER C;RER C-350;C;409.28047796;133.01953395
-5.98317880582,-1.36055513245;"{""type"": ""Point"", ""coordinates"": [-1.360555132452279, -5.983178805817985]}";43225;917;VIRY-CHATILLON;Viry-Chatillon;RER;;A01842;RER D;RER D-152;D;410.85970074;86.07029571
-5.98299307614,-1.36030000061;"{""type"": ""Point"", ""coordinates"": [-1.360300000614679, -5.98299307614417]}";45067;901;VILLENEUVE-ST-GEORGES;Villeneuve-St-Georges;RER;;A01842;RER D;RER D-422;D;453.39413854;115.46926031
-5.98310019041,-1.36029410025;"{""type"": ""Point"", ""coordinates"": [-1.360294100254287, -5.983100190408488]}";47684;556;MONTGERON-CROSNE;Montgeron-Crosne;RER;;A01842;RER D;RER D-177;D;453.39185689;96.34271469
-5.98323661386,-1.36023149055;"{""type"": ""Point"", ""coordinates"": [-1.360231490552754, -5.983236613862885]}";47924;105;BOUSSY-ST-ANTOINE;Boussy-St-Antoine;RER;;A01842;RER D;RER D-217;D;462.2191154;73.94892163
-5.98325319185,-1.3601448256;"{""type"": ""Point"", ""coordinates"": [-1.360144825602993, -5.9832531918501]}";45771;196;COMBS-LA-VILLE-QUINCY;Combs-la-Ville-Quincy;RER;;A01842;RER D;RER D-43;D;475.96262191;70.52741781
-5.98325248356,-1.36003000285;"{""type"": ""Point"", ""coordinates"": [-1.360030002848143, -5.983252483555725]}";47669;468;LIEUSAINT-MOISSY;Lieusaint-Moissy;RER;;A01842;RER D;RER D-44;D;494.37174061;69.62345293
-5.98338669949,-1.36068969057;"{""type"": ""Point"", ""coordinates"": [-1.360689690566222, -5.983386699486822]}";48489;609;ORANGIS-BOIS DE L'EPINE;Orangis-Bois de l'Epine;RER;;A01842;RER D;RER D-166;D;387.45400859;53.9821594
-5.98326387138,-1.36055256896;"{""type"": ""Point"", ""coordinates"": [-1.360552568963275, -5.98326387137566]}";47948;740;RIS-ORANGIS;Ris-Orangis;RER;;A01842;RER D;RER D-154;D;408.18291326;72.81589851
-5.98348313661,-1.35991624428;"{""type"": ""Point"", ""coordinates"": [-1.359916244276407, -5.98348313661401]}";45763;85;BOISSISE-LE-ROI;Boissise-le-Roi;RER;;A01842;RER D;RER D-47;D;510.56342674;31.69190011
-5.98302752657,-1.36175079063;"{""type"": ""Point"", ""coordinates"": [-1.361750790634184, -5.983027526572906]}";43215;874;VAUBOYEN;Vauboyen;RER;;A01840;RER C;RER C-78;C;220.56751654;120.88223499
-5.9832630114,-1.36095576587;"{""type"": ""Point"", ""coordinates"": [-1.360955765869091, -5.983263011402171]}";43188;818;STE-GENEVIEVE-DES-BOIS;Ste-Genevieve-Des-Bois;RER;;A01840;RER C;RER C-159;C;345.90407046;76.14021094
-5.98336145852,-1.36104379245;"{""type"": ""Point"", ""coordinates"": [-1.361043792445019, -5.98336145852234]}";43098;108;BRETIGNY;Bretigny;RER;;A01840;RER C;RER C-184;C;330.92441567;61.16024784
-5.98360156985,-1.36226170711;"{""type"": ""Point"", ""coordinates"": [-1.362261707109612, -5.983601569848364]}";43121;240;DOURDAN;Dourdan;RER;;A01840;RER C;RER C-202;C;133.60005123;33.51563875
-5.98356023354,-1.36035490429;"{""type"": ""Point"", ""coordinates"": [-1.360354904290322, -5.983560233543106]}";47899;534;MENNECY;Mennecy;RER;;A01842;RER D;RER D-211;D;439.34761665;23.23591458
-5.98356526021,-1.36044589075;"{""type"": ""Point"", ""coordinates"": [-1.360445890751808, -5.983565260210525]}";43087;48;BALLANCOURT;Ballancourt;RER;;A01842;RER D;RER D-212;D;426.3363069;23.2373073
-5.9818077038,-1.36027679568;"{""type"": ""Point"", ""coordinates"": [-1.360276795680656, -5.981807703798932]}";43224;913;VINCENNES;Vincennes;RER;;A01856;RER A;RER A-341;A;467.60201196;303.09287103
-5.97997135347,-1.35956379493;"{""type"": ""Point"", ""coordinates"": [-1.359563794931778, -5.979971353469795]}";47960;852;THIEUX NANTOUILLET;Thieux Nantouillet;TRAIN;;A02175;TRAIN K;TRAIN K-36;K;598.12087213;590.73649447
-5.98078352434,-1.35924818933;"{""type"": ""Point"", ""coordinates"": [-1.35924818932884, -5.980783524342199]}";43161;529;MEAUX;Meaux;TRAIN;;A01844;TRAIN P;TRAIN P-15;P;641.51689514;457.93142855
-5.98061432461,-1.35925759229;"{""type"": ""Point"", ""coordinates"": [-1.359257592291929, -5.980614324609452]}";47962;860;TRILPORT;Trilport;TRAIN;;A01844;TRAIN P;TRAIN P-16;P;641.50671572;485.09974455
-5.98050403371,-1.35919333787;"{""type"": ""Point"", ""coordinates"": [-1.359193337871443, -5.980504033709622]}";47928;146;CHANGIS-ST-JEAN;Changis-St-Jean;TRAIN;;A01844;TRAIN P;TRAIN P-19;P;652.78030974;502.18579836
-5.98018469389,-1.35925006922;"{""type"": ""Point"", ""coordinates"": [-1.359250069220188, -5.980184693887517]}";47486;472;LIZY-SUR-OURCQ;Lizy-sur-Ourcq;TRAIN;;A01844;TRAIN P;TRAIN P-18;P;646.51311937;553.80707543
-5.98115066229,-1.3593812207;"{""type"": ""Point"", ""coordinates"": [-1.359381220698842, -5.981150662293988]}";43148;417;LAGNY-THORIGNY;Lagny-Thorigny;TRAIN;;A01844;TRAIN P;TRAIN P-3;P;616.94830322;400.33868408
-5.98262236169,-1.35908412164;"{""type"": ""Point"", ""coordinates"": [-1.359084121640418, -5.982622361688843]}";47158;576;NANGIS;Nangis;TRAIN;;A01844;TRAIN P;TRAIN P-40;P;651.5451017;162.11694446
-5.98200461177,-1.35971298597;"{""type"": ""Point"", ""coordinates"": [-1.35971298597308, -5.982004611767244]}";43223;912;VILLIERS-SUR-MARNE-PLESSIS-TREVISE;Villiers-sur-Marne-Plessis-Trevise;RER;;A01843;RER E;RER E-418;E;556.22154732;266.57734267
-5.98336749778,-1.36295338535;"{""type"": ""Point"", ""coordinates"": [-1.362953385350065, -5.983367497784633]}";46832;325;GAZERAN;Gazeran;TRAIN;;;GL;GRD LIGNES-102;GL;24.81493696;77.11779405
-5.98285207048,-1.36213796075;"{""type"": ""Point"", ""coordinates"": [-1.362137960750302, -5.982852070475812]}";43183;679;PORCHEFONTAINE;Porchefontaine;RER;;A01840;RER C;RER C-74;C;160.06813524;152.40109946
-5.98150019032,-1.36281492343;"{""type"": ""Point"", ""coordinates"": [-1.362814923430189, -5.981500190319632]}";47881;451;LES MUREAUX;Les Mureaux;TRAIN;;A01852;TRAIN J;TRAIN J-132;J;63.53940801;374.81151487
-5.97993352049,-1.36096689548;"{""type"": ""Point"", ""coordinates"": [-1.360966895476878, -5.979933520489108]}";47533;115;BRUYERES-SUR-OISE;Bruyeres-sur-Oise;TRAIN;;A01849;TRAIN H;TRAIN H-271;H;373.5859893;609.2225782
-5.98234001502,-1.36280324981;"{""type"": ""Point"", ""coordinates"": [-1.362803249811084, -5.982340015017051]}";46847;911;VILLIERS-NEAUPHLE PONTCHARTRAIN;Villiers-Neauphle Pontchartrain;TRAIN;;A01847;TRAIN N;TRAIN N-89;N;57.97477672;240.26871699
-5.98250839294,-1.36295540449;"{""type"": ""Point"", ""coordinates"": [-1.362955404492746, -5.98250839293962]}";47921;610;ORGERUS-BEHOUST;Orgerus-Behoust;TRAIN;;A01847;TRAIN N;TRAIN N-105;N;32.09790039;214.66333008
-5.98143281204,-1.36197225327;"{""type"": ""Point"", ""coordinates"": [-1.361972253265561, -5.981432812036496]}";43536;394;LA DEFENSE-GRANDE ARCHE;La Defense-Grande Arche;TRAIN;;A02176;TRAIN L;TRAIN L-390;L;199.18982249;378.12859916
-5.9803149773,-1.36279469605;"{""type"": ""Point"", ""coordinates"": [-1.362794696047029, -5.98031497730376]}";44496;677;PONTOISE;Pontoise;TRAIN;;A01852;TRAIN J;TRAIN J-249;J;77.27457005;564.35853264
-5.98228970117,-1.35922391348;"{""type"": ""Point"", ""coordinates"": [-1.359223913484819, -5.982289701171651]}";43208;967;TOURNAN;Tournan;RER;RER E;A01843;RER E;RER E-13;E;632.08334573;216.60800774
-5.98130735137,-1.36228639686;"{""type"": ""Point"", ""coordinates"": [-1.362286396860074, -5.981307351369487]}";43082;357;HOUILLES-CARRIERES-SUR-SEINE;Houilles-Carrieres-sur-Seine;RER;;A01856;RER A;RER A-141;A;149.95286568;400.99646985
-5.98155442688,-1.3607142297;"{""type"": ""Point"", ""coordinates"": [-1.360714229695516, -5.981554426882658]}";58725;625;PARMENTIER;Parmentier;METRO;;A01536;METRO 3;METRO 3-103043;3;399.73571777;347.51287842
-5.98138782896,-1.36156782811;"{""type"": ""Point"", ""coordinates"": [-1.361567828113479, -5.981387828963891]}";44313;631;PEREIRE-LEVALLOIS;Pereire-levallois;METRO;;A01536;METRO 3;METRO 3-330;3;264.40485384;381.74537755
-5.98140247312,-1.36146904373;"{""type"": ""Point"", ""coordinates"": [-1.36146904373094, -5.981402473123913]}";45508;923;WAGRAM;Wagram;METRO;;A01536;METRO 3;METRO 3-103071;3;280.1071167;378.5256958
-5.98145846032,-1.36140659044;"{""type"": ""Point"", ""coordinates"": [-1.361406590435385, -5.981458460320289]}";45056;908;VILLIERS;Villiers;METRO;;A01536;METRO 3;METRO 3-103067;3;289.62090059;369.00988771
-5.98158510746,-1.36114002858;"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";42237;606;OPÉRA;Opéra;METRO;;A01536;METRO 3;METRO 3-108041;3;331.2217673;346.37437476
-5.98157507423,-1.36095847421;"{""type"": ""Point"", ""coordinates"": [-1.360958474206817, -5.981575074230955]}";44825;792;SENTIER;Sentier;METRO;;A01536;METRO 3;METRO 3-103053;3;360.40808106;346.3717041
-5.98157036584,-1.36064514589;"{""type"": ""Point"", ""coordinates"": [-1.360645145892351, -5.981570365844404]}";45194;774;SAINT-MAUR;St-Maur;METRO;;A01536;METRO 3;METRO 3-103041;3;410.66668701;344.3493042
-5.98142398821,-1.36144504273;"{""type"": ""Point"", ""coordinates"": [-1.36144504272616, -5.981423988206837]}";59370;506;MALESHERBES;Malesherbes;METRO;;A01536;METRO 3;METRO 3-103069;3;283.76330566;374.86889648
-5.98153287397,-1.36077624496;"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";44617;730;RÉPUBLIQUE;République;METRO;;A01536;METRO 3;METRO 3-109069;3;389.98740328;351.51266299
-5.98139027622,-1.36161212549;"{""type"": ""Point"", ""coordinates"": [-1.361612125492813, -5.981390276223943]}";44511;685;PORTE DE CHAMPERRET;Pte de Champerret;METRO;;A01536;METRO 3;METRO 3-103075;3;257.2835083;381.74609375
-5.98158305895,-1.36110299911;"{""type"": ""Point"", ""coordinates"": [-1.361102999108204, -5.981583058947569]}";44587;719;QUATRE SEPTEMBRE;Quatre Septembre;METRO;;A01536;METRO 3;METRO 3-103057;3;337.17449951;346.37408447
-5.98117767044,-1.3611109639;"{""type"": ""Point"", ""coordinates"": [-1.361110963897279, -5.981177670444038]}";44515;690;PORTE DE CLIGNACOURT;Pte de Clignacourt;METRO;METRO 4;A01537;METRO 4;METRO 4-104029;4;339.485879;411.33902351
-5.98142844434,-1.36089598579;"{""type"": ""Point"", ""coordinates"": [-1.360895985790702, -5.981428444344767]}";43138;313;GARE DE L'EST;Gare de l'Est;METRO;;A01537;METRO 4;METRO 4-327;4;371.72069786;369.29063318
-5.98119616269,-1.36110992774;"{""type"": ""Point"", ""coordinates"": [-1.361109927742032, -5.981196162685695]}";44833;802;SIMPLON;Simplon;METRO;;A01537;METRO 4;METRO 4-104031;4;339.48828258;408.36962863
-5.98077236755,-1.36087759355;"{""type"": ""Point"", ""coordinates"": [-1.360877593551085, -5.980772367554398]}";44095;514;MARCHÉ DE SAINT-DENIS;Marché de St-Denis;TRAM;;A01191;TRAM 1;TRAM 1-1002;1;380.47463559;474.15128797
-5.98076287968,-1.36070584948;"{""type"": ""Point"", ""coordinates"": [-1.360705849484007, -5.980762879678914]}";46327;187;CIMETIÈRE DE SAINT-DENIS;Cimetière de St-Denis;TRAM;;A01191;TRAM 1;TRAM 1-1004;1;407.76315941;474.14850639
-5.98075979799,-1.36065003241;"{""type"": ""Point"", ""coordinates"": [-1.36065003240745, -5.980759797994052]}";43375;350;HÔPITAL DELAFONTAINE;Hôpital Delafontaine;TRAM;;A01191;TRAM 1;TRAM 1-1005;1;416.81077762;474.14725187
-5.98075672202,-1.36059432437;"{""type"": ""Point"", ""coordinates"": [-1.360594324374, -5.980756722022293]}";42763;213;COSMONAUTES;Cosmonautes;TRAM;;A01191;TRAM 1;TRAM 1-1006;1;425.77636647;474.14607764
-5.98077064257,-1.36038995377;"{""type"": ""Point"", ""coordinates"": [-1.360389953772596, -5.980770642567207]}";46119;807;STADE GÉO ANDRÉ;Stade Géo André;TRAM;;A01191;TRAM 1;TRAM 1-1009;1;458.64275825;470.10717015
-5.98307927012,-1.36136281994;"{""type"": ""Point"", ""coordinates"": [-1.361362819935001, -5.983079270119084]}";9999;9999;MASSY-PALAISEAU;Massy-Palaiseau;RER;RER C;A01840;RER C;RER C-999999;C;282.29065808;109.16094983
-5.98289589735,-1.36224611107;"{""type"": ""Point"", ""coordinates"": [-1.362246111070013, -5.98289589735248]}";43219;928;VERSAILLES-CHANTIERS;Versailles-Chantiers;TRAIN;;A01855;TRAIN U;TRAIN U-108;U;142.34668029;146.34376635
-5.9830355163,-1.36265668367;"{""type"": ""Point"", ""coordinates"": [-1.362656683667631, -5.983035516300967]}";43209;858;TRAPPES;Trappes;TRAIN;;A01847;TRAIN N;TRAIN N-81;N;75.30730572;127.63239372
-5.98309987481,-1.36273772342;"{""type"": ""Point"", ""coordinates"": [-1.362737723424511, -5.98309987480926]}";43147;635;LA VERRIERE;La Verriere;TRAIN;TRAIN U;A01855;TRAIN U;TRAIN U-82;U;61.74918012;118.04795774
-5.98342012184,-1.35978541988;"{""type"": ""Point"", ""coordinates"": [-1.359785419882566, -5.983420121840365]}";47909;531;MELUN;Melun;TRAIN;;A01845;TRAIN R;TRAIN R-49;R;532.08865124;40.62074829
-5.98016636222,-1.35955305499;"{""type"": ""Point"", ""coordinates"": [-1.35955305499114, -5.980166362220564]}";43164;550;MITRY-CLAYE;Mitry-Claye;TRAIN;;A02175;TRAIN K;TRAIN K-34;K;598.11680542;559.4251602
-5.97996739316,-1.36124310985;"{""type"": ""Point"", ""coordinates"": [-1.361243109853855, -5.979967393162949]}";47590;138;CHAMPAGNE-SUR-OISE;Champagne-sur-Oise;TRAIN;;A01849;TRAIN H;TRAIN H-272;H;329.01838413;606.24765046
-5.98027500065,-1.36279666223;"{""type"": ""Point"", ""coordinates"": [-1.362796662233372, -5.980275000651989]}";44496;675;PONTOISE;Pontoise;TRAIN;TRAIN H;A01849;TRAIN H;TRAIN H-249;H;77.31329625;570.77535715
-5.98136303513,-1.36102090131;"{""type"": ""Point"", ""coordinates"": [-1.361020901311547, -5.981363035133492]}";43233;328;GARE DU NORD;Gare du Nord;TRAIN;TRAIN H;A01849;TRAIN H;TRAIN H-384;H;352.27961705;380.86806191
-5.9813611379,-1.36098619063;"{""type"": ""Point"", ""coordinates"": [-1.36098619063471, -5.981361137897473]}";43233;309;GARE DU NORD;Gare du Nord;RER;;A01857;RER B;RER B-384;B;357.85937704;380.86412829
-5.98183196643,-1.36071602521;"{""type"": ""Point"", ""coordinates"": [-1.360716025210903, -5.98183196642796]}";43153;306;GARE DE LYON;Gare de Lyon;RER;;A01856;RER A;RER A-338;A;396.99195256;303.10042911
-5.98255818628,-1.36094146611;"{""type"": ""Point"", ""coordinates"": [-1.360941466108555, -5.982558186278722]}";43067;22;ARCUEIL-CACHAN;Arcueil-Cachan;RER;;A01857;RER B;RER B-309;B;354.43366252;188.84369268
-5.98307927012,-1.36136281994;"{""type"": ""Point"", ""coordinates"": [-1.361362819935001, -5.983079270119084]}";58774;522;MASSY-PALAISEAU;Massy-Palaiseau;RER;;A01840;RER C;RER C-169;C;282.29065808;109.16094983
-5.98167338841,-1.36096185052;"{""type"": ""Point"", ""coordinates"": [-1.360961850524728, -5.981673388409243]}";45102;170;CHATELET-LES HALLES;Chatelet-les Halles;RER;;A01842;RER D;RER D-326;D;358.99689584;330.66359968
-5.98181718486,-1.36096102561;"{""type"": ""Point"", ""coordinates"": [-1.360961025605568, -5.981817184856744]}";44877;828;ST-MICHEL NOTRE DAME;St-Michel Notre Dame;RER;;A01840;RER C;RER C-295;C;357.85656838;307.6373215
-5.98178910408,-1.35994003714;"{""type"": ""Point"", ""coordinates"": [-1.359940037143752, -5.981789104082732]}";47900;869;VAL-DE-FONTENAY;Val-de-Fontenay;RER;;A01856;RER A;RER A-355;A;521.73878115;303.08707625
-5.98050086449,-1.36155144387;"{""type"": ""Point"", ""coordinates"": [-1.361551443869691, -5.980500864487536]}";47898;265;ERMONT-EAUBONNE;Ermont-Eaubonne;RER;;A01840;RER C;RER C-223;C;274.8812212;523.58374775
-5.98195994892,-1.36194331949;"{""type"": ""Point"", ""coordinates"": [-1.361943319494633, -5.981959948924819]}";44979;436;LE VAL-D'OR;Le Val-D'Or;TRAIN;;A02176;TRAIN L;TRAIN L-377;L;199.16075503;293.48814558
-5.9807810947,-1.36103546519;"{""type"": ""Point"", ""coordinates"": [-1.361035465187021, -5.980781094701721]}";43197;816;ST-DENIS;St-Denis;RER;;A01842;RER D;RER D-416;D;355.09552771;474.15318433
-5.98230732926,-1.35922180142;"{""type"": ""Point"", ""coordinates"": [-1.359221801419758, -5.98230732926113]}";43208;857;TOURNAN;Tournan;TRAIN;;A01844;TRAIN P;TRAIN P-13;P;632.26594803;213.76725662
-5.98136389302,-1.36103589061;"{""type"": ""Point"", ""coordinates"": [-1.361035890614807, -5.981363893019926]}";43233;318;GARE DU NORD;Gare du Nord;METRO;;A01537;METRO 4;METRO 4-384;4;349.86968994;380.86352539
-5.98213409778,-1.36099892855;"{""type"": ""Point"", ""coordinates"": [-1.360998928548359, -5.982134097778557]}";45314;723;RASPAIL;Raspail;METRO;;A01537;METRO 4;METRO 4-104071;4;348.97722728;257.24165029
-5.9822658312,-1.36097734859;"{""type"": ""Point"", ""coordinates"": [-1.360977348589954, -5.982265831202771]}";44508;706;PORTE D'ORLÉANS;Pte d'Orléans;METRO;;A01537;METRO 4;METRO 4-104079;4;351.26997188;235.96227678
-5.98152014019,-1.36089093242;"{""type"": ""Point"", ""coordinates"": [-1.360890932415532, -5.981520140190607]}";44909;836;STRASBOURG-SAINT-DENIS;Strasbourg-St-Denis;METRO;;A01537;METRO 4;METRO 4-109067;4;371.71912187;354.56719799
-5.98178269708,-1.36098235981;"{""type"": ""Point"", ""coordinates"": [-1.360982359810689, -5.981782697078626]}";42640;188;CITÉ;Cité;METRO;;A01537;METRO 4;METRO 4-104055;4;354.74249854;313.3472394
-5.98123412423,-1.36110783572;"{""type"": ""Point"", ""coordinates"": [-1.361107835723201, -5.981234124230101]}";44075;511;MARCADET-POISSONNIERS;Marcadet-Poissonniers;METRO;;A01537;METRO 4;METRO 4-112081;4;339.48760129;402.27425508
-5.98209911776,-1.36113311036;"{""type"": ""Point"", ""coordinates"": [-1.361133110357737, -5.982099117759502]}";43238;564;MONTPARNASSE;Montparnasse;METRO;;A01537;METRO 4;METRO 4-285;4;327.78140885;264.03006306
-5.98200366797,-1.36111590293;"{""type"": ""Point"", ""coordinates"": [-1.361115902933164, -5.982003667970402]}";44885;779;SAINT-PLACIDE;St-Placide;METRO;;A01537;METRO 4;METRO 4-104065;4;331.38402466;279.15741032
-5.98160246319,-1.36095612704;"{""type"": ""Point"", ""coordinates"": [-1.360956127039817, -5.981602463194999]}";44970;273;ETIENNE MARCEL;Etienne Marcel;METRO;;A01537;METRO 4;METRO 4-104049;4;360.54207091;341.96647728
-5.98221112466,-1.36096018494;"{""type"": ""Point"", ""coordinates"": [-1.360960184935848, -5.982211124659396]}";42175;10;ALÉSIA;Alésia;METRO;;A01537;METRO 4;METRO 4-104077;4;354.50485335;244.56779713
-5.98193995321,-1.36105891975;"{""type"": ""Point"", ""coordinates"": [-1.361058919752105, -5.98193995321032]}";45120;781;SAINT-SULPICE;St-Sulpice;METRO;;A01537;METRO 4;METRO 4-104063;4;341.0806198;288.85192984
-5.98157118893,-1.36088812007;"{""type"": ""Point"", ""coordinates"": [-1.360888120073847, -5.981571188930392]}";44600;726;RÉAUMUR-SÉBASTOPOL;Réaumur-Sébastopol;METRO;;A01537;METRO 4;METRO 4-104047;4;371.71824449;346.37039155
-5.98214183543,-1.36096627085;"{""type"": ""Point"", ""coordinates"": [-1.360966270845793, -5.982141835433932]}";42835;236;DENFERT-ROCHEREAU;Denfert-Rochereau;METRO;;A01537;METRO 4;METRO 4-297;4;354.14273326;255.71363587
-5.98182855314,-1.36097983262;"{""type"": ""Point"", ""coordinates"": [-1.360979832621094, -5.981828553140986]}";44877;776;SAINT-MICHEL;St-Michel;METRO;;A01537;METRO 4;METRO 4-104057;4;354.74171039;305.98411573
-5.98171725956,-1.36098596713;"{""type"": ""Point"", ""coordinates"": [-1.360985967134813, -5.981717259555619]}";42587;168;CHÂTELET;Châtelet;METRO;;A01537;METRO 4;METRO 4-111057;4;354.74362321;323.8543372
-5.98146650435,-1.36089388799;"{""type"": ""Point"", ""coordinates"": [-1.360893887994838, -5.981466504345318]}";42579;159;CHÂTEAU D'EAU;Château d'Eau;METRO;;A01537;METRO 4;METRO 4-104043;4;371.72007506;363.17935013
-5.98186452522,-1.36099299595;"{""type"": ""Point"", ""coordinates"": [-1.36099299595418, -5.981864525216075]}";58716;605;ODÉON;Odéon;METRO;;A01537;METRO 4;METRO 4-104059;4;352.3137207;300.34228516
-5.98210288945,-1.36103374869;"{""type"": ""Point"", ""coordinates"": [-1.36103374868746, -5.982102889454444]}";44997;879;VAVIN;Vavin;METRO;;A01537;METRO 4;METRO 4-104069;4;343.67272949;262.54589844
-5.98216831131,-1.36096262026;"{""type"": ""Point"", ""coordinates"": [-1.360962620264897, -5.982168311312672]}";44183;573;MOUTON-DUVERNET;Mouton-Duvernet;METRO;;A01537;METRO 4;METRO 4-104075;4;354.49343978;251.44298023
-5.98131529865,-1.36110336115;"{""type"": ""Point"", ""coordinates"": [-1.361103361147324, -5.981315298652511]}";42280;50;BARBÈS-ROCHECHOUART;Barbès-Rochechouart;METRO;;A01537;METRO 4;METRO 4-104037;4;339.48632813;389.24029541
-5.98166617976,-1.36098878126;"{""type"": ""Point"", ""coordinates"": [-1.360988781255654, -5.981666179757793]}";417675;460;LES HALLES;Les Halles;METRO;;A01537;METRO 4;METRO 4-104051;4;354.74450113;332.05618205
-5.98126439578,-1.36110616758;"{""type"": ""Point"", ""coordinates"": [-1.361106167582352, -5.981264395782964]}";42585;162;CHÂTEAU ROUGE;Château Rouge;METRO;;A01537;METRO 4;METRO 4-104035;4;339.48704352;397.41363926
-5.98186653717,-1.36102858055;"{""type"": ""Point"", ""coordinates"": [-1.361028580547054, -5.981866537167933]}";44799;767;SAINT-GERMAIN-DES-PRÉS;St-Germain-Des-Prés;METRO;;A01537;METRO 4;METRO 4-104061;4;346.5927124;300.33551025
