Geo Point;Geo Shape;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.98086493225,-1.35984063584;"{""type"": ""Point"", ""coordinates"": [-1.359840635835273, -5.980864932253047]}";44626;1217;RÉPUBLIQUE MARX DORMOY;République Marx Dormoy;TRAM;;A01761;TRAM 4;TRAM 4-523;4;545.84659058;450.14734578
-5.98086130815,-1.35977455458;"{""type"": ""Point"", ""coordinates"": [-1.359774554584442, -5.980861308153857]}";43736;1219;MAURICE AUDIN;Maurice Audin;TRAM;;A01761;TRAM 4;TRAM 4-525;4;556.46936901;450.1421375
-5.98088931382,-1.35967338165;"{""type"": ""Point"", ""coordinates"": [-1.359673381654057, -5.98088931381935]}";477284;1223;NOTRE-DAME DES ANGES;Notre-Dame des Anges;TRAM;;A01761;TRAM 4;TRAM 4-529;4;578.75383806;450.13121157
-5.98116081727,-1.36095893686;"{""type"": ""Point"", ""coordinates"": [-1.360958936856341, -5.981160817267191]}";44517;691;PORTE DE LA CHAPELLE;Pte de la Chapelle;METRO;;A01545;METRO 12;METRO 12-112085;12;364.00015632;412.68983284
-5.98171781302,-1.36120676192;"{""type"": ""Point"", ""coordinates"": [-1.361206761917682, -5.981717813023416]}";45676;200;CONCORDE;Concorde;METRO;;A01545;METRO 12;METRO 12-101061;12;319.35185101;325.7222238
-5.98264616211,-1.36060279824;"{""type"": ""Point"", ""coordinates"": [-1.360602798236185, -5.982646162112351]}";479015;1238;CAMILLE GROULT;Camille Groult;TRAM;;A01855;TRAM 9;TRAM 9-117080;9;407.9338388;171.75981625
-5.98273079853,-1.36059812947;"{""type"": ""Point"", ""coordinates"": [-1.360598129472691, -5.982730798533901]}";479026;1241;TROIS COMMUNES;Trois Communes;TRAM;;A01855;TRAM 9;TRAM 9-117083;9;407.93313351;158.16966441
-5.98275869169,-1.36059659082;"{""type"": ""Point"", ""coordinates"": [-1.360596590815075, -5.982758691691115]}";479027;1242;VERDUN HOCHE;Verdun Hoche;TRAM;;A01855;TRAM 9;TRAM 9-117084;9;407.93290107;153.69082962
-5.98284248273,-1.36059196869;"{""type"": ""Point"", ""coordinates"": [-1.360591968690745, -5.98284248272894]}";479020;1245;FOUR-PEARY;Four-Peary;TRAM;;A01855;TRAM 9;TRAM 9-117087;9;407.93220281;140.23640004
-5.98288027806,-1.36060082061;"{""type"": ""Point"", ""coordinates"": [-1.360600820614824, -5.982880278064074]}";478984;1247;LES SAULES;Les Saules;TRAM;;A01855;TRAM 9;TRAM 9-350;9;406.17902297;134.26444956
-5.98226575846,-1.36067804999;"{""type"": ""Point"", ""coordinates"": [-1.36067804998503, -5.98226575846084]}";44513;1230;PORTE DE CHOISY;Pte de Choisy;TRAM;TRAM  9;A01855;TRAM 9;TRAM 9-107085;9;399.23948855;233.32219581
-5.98234077958,-1.36067391191;"{""type"": ""Point"", ""coordinates"": [-1.360673911908637, -5.982340779581711]}";479017;1231;CHÂTEAUDUN - BARBÈS;Châteaudun - Barbès;TRAM;;A01855;TRAM 9;TRAM 9-117073;9;399.23880709;221.27605185
-5.98024797916,-1.35956521955;"{""type"": ""Point"", ""coordinates"": [-1.359565219545314, -5.980247979156257]}";46725;904;VILLEPARISIS-MITRY-LE-NEUF;Villeparisis-Mitry-le-Neuf;RER;;A01857;RER B;RER B-8;B;595.44514878;546.46804562
-5.98015061219,-1.36033384128;"{""type"": ""Point"", ""coordinates"": [-1.360333841275142, -5.980150612186184]}";47876;333;GOUSSAINVILLE;Goussainville;RER;;A01842;RER D;RER D-257;D;473.12210349;568.86284937
-5.9798167043,-1.36036775084;"{""type"": ""Point"", ""coordinates"": [-1.360367750837947, -5.979816704302136]}";411418;958;LA BORNE BLANCHE;La Borne Blanche;RER;;A01842;RER D;RER D-455;D;470.64215823;622.61368386
-5.98119405813,-1.36048705046;"{""type"": ""Point"", ""coordinates"": [-1.360487050455023, -5.981194058134125]}";43176;620;PANTIN;Pantin;RER;;A01843;RER E;RER E-374;E;439.33462352;403.18767893
-5.98176837048,-1.35956450853;"{""type"": ""Point"", ""coordinates"": [-1.359564508527626, -5.981768370475986]}";58937;597;NOISY-CHAMPS;Noisy-Champs;RER;;A01856;RER A;RER A-421;A;582.1081615;303.07971026
-5.98176242132,-1.35945667323;"{""type"": ""Point"", ""coordinates"": [-1.359456673226453, -5.981762421318324]}";44199;596;NOISIEL;Noisiel;RER;;A01856;RER A;RER A-5;A;599.4436073;303.07691731
-5.98173045275,-1.35932833088;"{""type"": ""Point"", ""coordinates"": [-1.35932833087895, -5.981730452752447]}";43152;473;LOGNES;Lognes;RER;;A01856;RER A;RER A-6;A;620.29573933;307.05786008
-5.98198699031,-1.35987541231;"{""type"": ""Point"", ""coordinates"": [-1.359875412313014, -5.981986990305264]}";58267;446;LES BOULLEREAUX-CHAMPIGNY;Les Boullereaux-Champigny;RER;;A01843;RER E;RER E-353;E;530.34540326;270.8369853
-5.98323483155,-1.36152651169;"{""type"": ""Point"", ""coordinates"": [-1.361526511690584, -5.983234831547406]}";47873;483;LOZERE;Lozere;RER;;A01857;RER B;RER B-174;B;254.67830846;85.70877082
-5.98269874822,-1.36204459565;"{""type"": ""Point"", ""coordinates"": [-1.362044595653103, -5.982698748220161]}";46689;914;VIROFLAY RIVE DROITE;Viroflay R.D.;TRAIN;;A02176;TRAIN L;TRAIN L-149;L;182.48142507;176.9845502
-5.98077955223,-1.36205112526;"{""type"": ""Point"", ""coordinates"": [-1.36205112526344, -5.98077955222757]}";43236;435;LE STADE;Le Stade;TRAIN;;A01852;TRAIN J;TRAIN J-397;J;192.33187826;483.40028915
-5.98031885543,-1.36291418362;"{""type"": ""Point"", ""coordinates"": [-1.362914183618176, -5.980318855431142]}";46801;86;BOISSY-L'AILLERIE;Boissy-l'Aillerie;TRAIN;;A01852;TRAIN J;TRAIN J-280;J;58.090271;564.796875
-5.98129182563,-1.36114261277;"{""type"": ""Point"", ""coordinates"": [-1.361142612770295, -5.981291825628306]}";45559;1017;FUNICULAIRE MONTMARTRE STATION BASSE;Funiculaire Montmartre Station Basse;NAVETTE;FUNICULAIRE MONTMART;A01548;FUNICULAIRE MONTMARTRE;FUNICULAIRE MONTMARTRE-466;FUN;333.40325848;393.34563
-5.98187307824,-1.36156064625;"{""type"": ""Point"", ""coordinates"": [-1.361560646253466, -5.981873078241337]}";45447;42;AV. HENRI MARTIN;Av. Henri Martin;RER;;A01840;RER C;RER C-333;C;261.26076025;304.00312574
-5.98256672321,-1.36032348785;"{""type"": ""Point"", ""coordinates"": [-1.360323487851329, -5.982566723209334]}";43154;498;MAISONS-ALFORT-ALFORTVILLE;Maisons-Alfort-Alfortville;RER;;A01842;RER D;RER D-373;D;453.40229262;183.98474294
-5.98253788643,-1.36051716165;"{""type"": ""Point"", ""coordinates"": [-1.360517161650146, -5.982537886433059]}";46375;918;VITRY-SUR-SEINE;Vitry-sur-Seine;RER;;A01840;RER C;RER C-368;C;422.61572907;181.05162093
-5.98161630761,-1.36226726734;"{""type"": ""Point"", ""coordinates"": [-1.36226726734393, -5.981616307612357]}";53784;438;LE VESINET-CENTRE;Le Vesinet-Centre;RER;;A01856;RER A;RER A-97;A;150.28372977;351.36935795
-5.98226548464,-1.36236667712;"{""type"": ""Point"", ""coordinates"": [-1.362366677122458, -5.982265484635017]}";47790;96;BOUGIVAL;Bougival;TRAIN;;A02176;TRAIN L;TRAIN L-145;L;128.60444739;248.32989374
-5.98236764451,-1.36192094165;"{""type"": ""Point"", ""coordinates"": [-1.361920941652357, -5.982367644510314]}";47767;801;SEVRES-VILLE-D'AVRAY;Sevres-Ville-D'Avray;TRAIN;;A02176;TRAIN L;TRAIN L-381;L;199.13830566;228.0255127
-5.9810680774,-1.36140963151;"{""type"": ""Point"", ""coordinates"": [-1.361409631514452, -5.981068077396681]}";43203;832;ST-OUEN;St-Ouen;RER;;A01840;RER C;RER C-430;C;292.58883908;431.52900146
-5.98053395038,-1.36140556364;"{""type"": ""Point"", ""coordinates"": [-1.361405563638374, -5.980533950384856]}";43075;256;ENGHIEN-LES-BAINS;Enghien-les-Bains;TRAIN;;A01849;TRAIN H;TRAIN H-243;H;297.96820068;516.99481201
-5.98058670774,-1.3612555553;"{""type"": ""Point"", ""coordinates"": [-1.361255555303502, -5.980586707743131]}";43078;259;EPINAY-VILLETANEUSE;Epinay-Villetaneuse;TRAIN;;A01849;TRAIN H;TRAIN H-427;H;321.54269752;507.22033005
-5.98039308401,-1.3612978254;"{""type"": ""Point"", ""coordinates"": [-1.361297825400113, -5.980393084011054]}";43190;784;SARCELLES-ST-BRICE;Sarcelles-St-Brice;TRAIN;;A01849;TRAIN H;TRAIN H-261;H;316.48184148;538.58959926
-5.98010374004,-1.36131374055;"{""type"": ""Point"", ""coordinates"": [-1.361313740545401, -5.980103740039105]}";47946;710;PRESLES-COURCELLES;Presles-Courcelles;TRAIN;;A01849;TRAIN H;TRAIN H-268;H;316.49199862;585.04779053
-5.98097863664,-1.36293107927;"{""type"": ""Point"", ""coordinates"": [-1.362931079273351, -5.980978636640837]}";47929;147;CHANTELOUP-LES-VIGNES;Chanteloup-les-Vignes;TRAIN;;A01852;TRAIN J;TRAIN J-124;J;49.5409439;459.33075346
-5.98115642276,-1.36292125005;"{""type"": ""Point"", ""coordinates"": [-1.362921250054704, -5.981156422763118]}";43217;878;VAUX-SUR-SEINE;Vaux-sur-Seine;TRAIN;;A01852;TRAIN J;TRAIN J-122;J;49.54210648;430.78400222
-5.98124092745,-1.36291657941;"{""type"": ""Point"", ""coordinates"": [-1.362916579406511, -5.981240927446896]}";46902;854;THUN-LE-PARADIS;Thun-le-Paradis;TRAIN;;A01852;TRAIN J;TRAIN J-121;J;49.54252884;417.21518524
-5.98150779464,-1.36290182676;"{""type"": ""Point"", ""coordinates"": [-1.362901826764561, -5.981507794640074]}";43129;321;GARGENVILLE;Gargenville;TRAIN;;A01852;TRAIN J;TRAIN J-118;J;49.54426943;374.36447635
-5.98124260773,-1.36281917597;"{""type"": ""Point"", ""coordinates"": [-1.362819175968, -5.981242607729392]}";47966;903;VILLENNES-SUR-SEINE;Villennes-sur-Seine;TRAIN;;A01852;TRAIN J;TRAIN J-135;J;65.13830989;416.08280065
-5.98006591891,-1.36085186655;"{""type"": ""Point"", ""coordinates"": [-1.360851866545965, -5.980065918906366]}";47951;794;SEUGY;Seugy;TRAIN;;A01849;TRAIN H;TRAIN H-266;H;390.76626482;587.01068023
-5.98178624434,-1.3598882479;"{""type"": ""Point"", ""coordinates"": [-1.359888247896071, -5.981786244337179]}";43172;589;NEUILLY-PLAISANCE;Neuilly-Plaisance;RER;;A01856;RER A;RER A-356;A;530.06424305;303.0861851
-5.98267335812,-1.36031761326;"{""type"": ""Point"", ""coordinates"": [-1.360317613264313, -5.982673358119496]}";46280;437;LE VERT-DE-MAISONS;Le Vert-de-Maisons;RER;;A01842;RER D;RER D-372;D;453.40035891;167.01405523
-5.98002147959,-1.35996321328;"{""type"": ""Point"", ""coordinates"": [-1.359963213283567, -5.980021479589329]}";43240;743;AEROPORT CHARLES DE GAULLE 1;Aeroport Charles de Gaulle 1;RER;;A01857;RER B;RER B-409;B;533.6638794;586.25048828
-5.98271450357,-1.36117585061;"{""type"": ""Point"", ""coordinates"": [-1.361175850611111, -5.982714503573612]}";43125;287;FONTENAY-AUX-ROSES;Fontenay-Aux-Roses;RER;;A01857;RER B;RER B-293;B;315.48492171;165.89703782
-5.98269523007,-1.36185468559;"{""type"": ""Point"", ""coordinates"": [-1.361854685592524, -5.982695230066431]}";43108;176;CHAVILLE RIVE GAUCHE;Chaville R.G;TRAIN;;A01847;TRAIN N;TRAIN N-291;N;206.85757662;174.99801053
-5.98263359611,-1.36180740203;"{""type"": ""Point"", ""coordinates"": [-1.361807402034402, -5.982633596108285]}";43195;797;SEVRES R.G;Sevres R.G;TRAIN;;A01847;TRAIN N;TRAIN N-290;N;214.98143963;184.44543225
-5.98098144839,-1.36091351158;"{""type"": ""Point"", ""coordinates"": [-1.360913511576956, -5.980981448394529]}";43145;404;LA PLAINE-STADE DE FRANCE;La Plaine-Stade de France;RER;;A01857;RER B;RER B-400;B;372.86775962;441.00035226
-5.98040460333,-1.35999879039;"{""type"": ""Point"", ""coordinates"": [-1.359998790394775, -5.980404603325209]}";43193;795;SEVRAN-BEAUDOTTES;Sevran-Beaudottes;RER;;A01857;RER B;RER B-406;B;524.57235652;525.23656577
-5.98039045255,-1.3596823472;"{""type"": ""Point"", ""coordinates"": [-1.359682347203678, -5.980390452548656]}";46222;889;VERT-GALANT;Vert-Galant;RER;;A01857;RER B;RER B-411;B;575.41289254;524.69884359
-5.98222771859,-1.35933886238;"{""type"": ""Point"", ""coordinates"": [-1.359338862380065, -5.982227718592259]}";43131;966;GRETZ-ARMAINVILLIERS;Gretz-Armainvilliers;RER;;A01843;RER E;RER E-12;E;614.20867084;227.54844833
-5.98367194025,-1.36162656553;"{""type"": ""Point"", ""coordinates"": [-1.361626565525021, -5.983671940251574]}";43165;535;MONNERVILLE;Monnerville;TRAIN;;;GL;GRD LIGNES-193;GL;234.77331543;16.62127686
-5.98100898428,-1.36202039065;"{""type"": ""Point"", ""coordinates"": [-1.362020390647078, -5.981008984282949]}";47969;455;LES VALLEES;Les Vallees;TRAIN;;A02176;TRAIN L;TRAIN L-398;L;195.22653268;446.40086831
-5.98109425434,-1.36206280464;"{""type"": ""Point"", ""coordinates"": [-1.362062804644673, -5.981094254336015]}";47412;399;LA GARENNE-COLOMBES;La Garenne-Colombes;TRAIN;;A02176;TRAIN L;TRAIN L-391;L;187.6740433;433.12696291
-5.98096880059,-1.3619216893;"{""type"": ""Point"", ""coordinates"": [-1.361921689296812, -5.980968800589142]}";47923;58;BECON-LES-BRUYERES;Becon-les-Bruyeres;TRAIN;;A02176;TRAIN L;TRAIN L-393;L;211.40092492;451.9587407
-5.98214570544,-1.3594303421;"{""type"": ""Point"", ""coordinates"": [-1.359430342104922, -5.98214570544048]}";46568;964;ROISSY-EN-BRIE;Roissy-en-Brie;RER;;A01843;RER E;RER E-10;E;600.27272103;241.48738185
-5.98261652115,-1.3609743013;"{""type"": ""Point"", ""coordinates"": [-1.360974301295089, -5.982616521153676]}";45960;45;BAGNEUX;Bagneux;RER;;A01857;RER B;RER B-310;B;348.65469902;179.79637107
-5.98300233059,-1.35894486193;"{""type"": ""Point"", ""coordinates"": [-1.358944861934151, -5.983002330585844]}";47181;711;PROVINS;Provins;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-42;P;670.50328153;100.05716836
-5.97996197147,-1.3611451626;"{""type"": ""Point"", ""coordinates"": [-1.361145162604794, -5.979961971472674]}";43178;637;PERSAN-BEAUMONT;Persan-Beaumont;TRAIN;;A01849;TRAIN H;TRAIN H-270;H;344.76403809;606.24780273
-5.98036829163,-1.36187660803;"{""type"": ""Point"", ""coordinates"": [-1.361876608027566, -5.98036829162595]}";43126;291;FRANCONVILLE-LE-PLESSIS-BOUCHARD;Franconville - Le-Plessis-Bouchard;TRAIN;;A01849;TRAIN H;TRAIN H-229;H;223.94160535;547.68714659
-5.98042592109,-1.36296812165;"{""type"": ""Point"", ""coordinates"": [-1.362968121649865, -5.980425921090133]}";43104;939;CERGY LE HAUT;Cergy le Haut;TRAIN;TRAIN L;A02176;TRAIN L;TRAIN L-445;L;48.49787983;548.13626161
-5.98364016929,-1.36125178031;"{""type"": ""Point"", ""coordinates"": [-1.361251780306138, -5.983640169294627]}";47115;825;ST-MARTIN-D'ETAMPES;St-Martin-D'Etampes;RER;RER C;A01840;RER C;RER C-191;C;295.12279946;18.38613549
-5.98233244597,-1.36269101484;"{""type"": ""Point"", ""coordinates"": [-1.362691014844778, -5.982332445973554]}";47885;657;PLAISIR-GRIGNON;Plaisir-Grignon;TRAIN;;A01847;TRAIN N;TRAIN N-88;N;76.02980274;240.48566274
-5.98099904848,-1.35923621075;"{""type"": ""Point"", ""coordinates"": [-1.359236210749307, -5.980999048479225]}";47322;267;ESBLY;Esbly;TRAIN;;A01844;TRAIN P;TRAIN P-14;P;641.53009858;423.32447889
-5.98209116547,-1.36258932394;"{""type"": ""Point"", ""coordinates"": [-1.362589323943659, -5.982091165472816]}";9999;9999;ST-NOM-LA-BRETECHE-FORET-DE-MARLY;St-Nom-la-Breteche-Foret-de-Marly;TRAIN;;A02176;TRAIN L;TRAIN L-84;L;94.46402992;278.20856738
-5.98121021456,-1.36147829197;"{""type"": ""Point"", ""coordinates"": [-1.361478291972215, -5.981210214556334]}";44514;688;PORTE-DE-CLICHY;Porte-de-Clichy;RER;;A01840;RER C;RER C-442;C;280.32670071;409.38431588
-5.9828451356,-1.36188248652;"{""type"": ""Point"", ""coordinates"": [-1.361882486524259, -5.982845135601293]}";46688;916;VIROFLAY RIVE GAUCHE;Viroflay R.G.;RER;;A01840;RER C;RER C-73;C;200.91945669;151.05732201
-5.98283346659,-1.36189540874;"{""type"": ""Point"", ""coordinates"": [-1.36189540873895, -5.982833466594523]}";46688;915;VIROFLAY RIVE GAUCHE;Viroflay R.G.;TRAIN;;A01847;TRAIN N;TRAIN N-73;N;198.93109766;153.00464006
-5.98300127385,-1.36131755641;"{""type"": ""Point"", ""coordinates"": [-1.36131755641469, -5.983001273854693]}";47940;523;MASSY-VERRIERES;Massy-Verrieres;RER;;A01857;RER B;RER B-167;B;290.23531488;121.2457466
-5.98032968263,-1.36310922923;"{""type"": ""Point"", ""coordinates"": [-1.363109229234457, -5.980329682633748]}";47930;157;CHARS;Chars;TRAIN;;A01852;TRAIN J;TRAIN J-284;J;26.73510742;564.79272461
-5.98035260175,-1.36159897135;"{""type"": ""Point"", ""coordinates"": [-1.361598971349701, -5.980352601748847]}";48964;823;ST-LEU-LA-FORET;St-leu-la-Foret;TRAIN;;A01849;TRAIN H;TRAIN H-236;H;268.57638897;547.73837738
-5.98005947686,-1.36161506762;"{""type"": ""Point"", ""coordinates"": [-1.361615067622782, -5.980059476864583]}";47585;536;MERIEL;Meriel;TRAIN;;A01849;TRAIN H;TRAIN H-275;H;268.59126928;594.80331283
-5.98013960958,-1.36204049518;"{""type"": ""Point"", ""coordinates"": [-1.362040495184736, -5.980139609579981]}";47595;678;PONT-PETIT;Pont-Petit;TRAIN;;A01849;TRAIN H;TRAIN H-233;H;199.70021563;585.74621756
-5.98014923256,-1.36221545507;"{""type"": ""Point"", ""coordinates"": [-1.362215455074259, -5.980149232563252]}";47596;260;EPLUCHES;Epluches;TRAIN;;A01849;TRAIN H;TRAIN H-232;H;171.57470095;585.75625846
-5.98117935279,-1.35910944612;"{""type"": ""Point"", ""coordinates"": [-1.359109446123606, -5.981179352786592]}";47327;215;COUILLY-ST-GERMAIN-QUINCY;Couilly-St-Germain-Quincy;TRAIN;;A01844;TRAIN P;TRAIN P-23;P;660.25161068;393.338985
-5.98330612319,-1.35964097545;"{""type"": ""Point"", ""coordinates"": [-1.359640975453245, -5.983306123188088]}";43107;158;CHARTRETTES;Chartrettes;TRAIN;;A01845;TRAIN R;TRAIN R-54;R;556.24781748;57.59049063
-5.98328431231,-1.3592454051;"{""type"": ""Point"", ""coordinates"": [-1.359245405099686, -5.983284312314724]}";43106;139;CHAMPAGNE-SUR-SEINE;Champagne-sur-Seine;TRAIN;;A01845;TRAIN R;TRAIN R-66;R;619.83994298;57.57829381
-5.98329547474,-1.35944784629;"{""type"": ""Point"", ""coordinates"": [-1.359447846288675, -5.983295474741395]}";47145;347;HERICY;Hericy;TRAIN;;A01845;TRAIN R;TRAIN R-56;R;587.29538193;57.58458951
-5.98339391871,-1.35931050625;"{""type"": ""Point"", ""coordinates"": [-1.359310506254408, -5.983393918707001]}";47130;880;MORET-VENEUX-LES-SABLONS;Moret-Veneux-les-Sablons;TRAIN;;A01845;TRAIN R;TRAIN R-61;R;608.43629897;40.60870937
-5.98320716109,-1.36026515964;"{""type"": ""Point"", ""coordinates"": [-1.360265159638223, -5.983207161085176]}";58873;114;BRUNOY;Brunoy;RER;;A01842;RER D;RER D-179;D;457.08350996;78.96211352
-5.98328044672,-1.35999232953;"{""type"": ""Point"", ""coordinates"": [-1.359992329530856, -5.98328044671902]}";47665;787;SAVIGNY-LE-TEMPLE-NANDY;Savigny-le-Temple-Nandy;RER;;A01842;RER D;RER D-50;D;500.16235337;64.81339573
-5.98334240829,-1.35992326844;"{""type"": ""Point"", ""coordinates"": [-1.359923268443526, -5.983342408286384]}";45784;430;LE MEE;Le Mee;RER;;A01842;RER D;RER D-52;D;510.68274533;54.28252983
-5.98329060998,-1.36065524164;"{""type"": ""Point"", ""coordinates"": [-1.360655241641918, -5.983290609983254]}";43132;337;GRIGNY-CENTRE;Grigny-Centre;RER;;A01842;RER D;RER D-165;D;393.82549497;69.05936503
-5.98345924869,-1.36052249065;"{""type"": ""Point"", ""coordinates"": [-1.360522490653029, -5.983459248692274]}";45850;428;LE BRAS-DE-FER;Le Bras-de-Fer;RER;;A01842;RER D;RER D-204;D;406.40292534;40.88797215
-5.98348665902,-1.36038665974;"{""type"": ""Point"", ""coordinates"": [-1.360386659736048, -5.98348665901658]}";45759;270;ESSONNES-ROBINSON;Essonnes-Robinson;RER;;A01842;RER D;RER D-206;D;437.86932144;36.74780469
-5.98350781918,-1.36034799587;"{""type"": ""Point"", ""coordinates"": [-1.360347995866762, -5.983507819180058]}";47904;894;VILLABE;Villabe;RER;;A01842;RER D;RER D-207;D;445.4419735;31.78393797
-5.98349190227,-1.36007487494;"{""type"": ""Point"", ""coordinates"": [-1.360074874943115, -5.983491902266248]}";45814;819;ST-FARGEAU;St-Fargeau;RER;;A01842;RER D;RER D-45;D;485.06152202;31.69392679
-5.98317613857,-1.36092085777;"{""type"": ""Point"", ""coordinates"": [-1.360920857772252, -5.98317613857483]}";47945;639;PETIT-VAUX;Petit-Vaux;RER;;A01840;RER C;RER C-161;C;352.26765316;89.7377215
-5.98318931103,-1.36115868036;"{""type"": ""Point"", ""coordinates"": [-1.361158680363944, -5.983189311031936]}";43109;184;CHILLY-MAZARIN;Chilly-Mazarin;RER;;A01840;RER C;RER C-163;C;314.0344806;89.73630685
-5.98317694067,-1.36124626795;"{""type"": ""Point"", ""coordinates"": [-1.361246267948913, -5.983176940674196]}";47059;474;LONGJUMEAU;Longjumeau;RER;;A01840;RER C;RER C-164;C;300.10623894;92.49275898
-5.98301422377,-1.36150461914;"{""type"": ""Point"", ""coordinates"": [-1.361504619142486, -5.983014223765245]}";43083;360;IGNY;Igny;RER;;A01840;RER C;RER C-170;C;260.13973143;120.83042714
-5.98302096921,-1.36162945357;"{""type"": ""Point"", ""coordinates"": [-1.361629453574493, -5.983020969208306]}";43091;73;BIEVRES;Bievres;RER;;A01840;RER C;RER C-171;C;240.07252706;120.85671267
-5.98331268512,-1.36100017989;"{""type"": ""Point"", ""coordinates"": [-1.361000179893577, -5.983312685122966]}";43202;829;ST-MICHEL-SUR-ORGE;St-Michel-sur-Orge;RER;;A01840;RER C;RER C-160;C;338.34586555;68.58174935
-5.98351557137,-1.36138957104;"{""type"": ""Point"", ""coordinates"": [-1.361389571037333, -5.983515571372006]}";43068;26;ARPAJON;Arpajon;RER;;A01840;RER C;RER C-196;C;274.14133422;39.55326109
-5.98340826421,-1.36108564225;"{""type"": ""Point"", ""coordinates"": [-1.36108564225218, -5.983408264214972]}";43159;518;MAROLLES-EN-HUREPOIX;Marolles-en-Hurepoix;RER;;A01840;RER C;RER C-185;C;323.80272528;54.03832449
-5.98357071491,-1.36168151927;"{""type"": ""Point"", ""coordinates"": [-1.361681519269202, -5.98357071490712]}";47925;109;BREUILLET-BRUYERES-LE-CHATEL;Breuillet-Bruyères-le-Châtel;RER;;A01840;RER C;RER C-198;C;226.86177212;33.31302436
-5.98357945119,-1.36070279665;"{""type"": ""Point"", ""coordinates"": [-1.360702796646184, -5.983579451193513]}";43156;503;MAISSE;Maisse;RER;;A01842;RER D;RER D-215;D;384.23198008;23.24181326
-5.98271229886,-1.35977894737;"{""type"": ""Point"", ""coordinates"": [-1.359778947365574, -5.982712298863206]}";58792;841;SUCY-BONNEUIL;Sucy-Bonneuil;RER;;A01856;RER A;RER A-431;A;539.38849218;153.87397836
-5.98247395922,-1.35994113065;"{""type"": ""Point"", ""coordinates"": [-1.359941130646827, -5.98247395922209]}";58270;142;CHAMPIGNY;Champigny;RER;;A01856;RER A;RER A-347;A;515.50405684;193.46457368
-5.98115683427,-1.35949310533;"{""type"": ""Point"", ""coordinates"": [-1.359493105330146, -5.981156834265954]}";43211;866;VAIRES-TORCY;Vaires-Torcy;TRAIN;;A01844;TRAIN P;TRAIN P-2;P;598.96209717;400.34167481
-5.98251440711,-1.35908994694;"{""type"": ""Point"", ""coordinates"": [-1.35908994694405, -5.982514407113772]}";47184;569;MORMANT;Mormant;TRAIN;;A01844;TRAIN P;TRAIN P-39;P;651.56661698;179.45016728
-5.98315396709,-1.36276261635;"{""type"": ""Point"", ""coordinates"": [-1.362762616353095, -5.983153967088471]}";47932;193;COIGNIERES;Coignieres;TRAIN;;A01847;TRAIN N;TRAIN N-83;N;57.28051758;109.60931397
-5.98325388082,-1.36285196932;"{""type"": ""Point"", ""coordinates"": [-1.362851969318311, -5.983253880823687]}";43235;432;LE PERRAY;Le Perray;TRAIN;;A01847;TRAIN N;TRAIN N-100;N;42.07507324;94.40692139
-5.98223585402,-1.36276929598;"{""type"": ""Point"", ""coordinates"": [-1.362769295976542, -5.98223585401597]}";46857;69;BEYNES;Beynes;TRAIN;;A01847;TRAIN N;TRAIN N-91;N;64.33876503;256.64196386
-5.9820366557,-1.36278520288;"{""type"": ""Point"", ""coordinates"": [-1.362785202875601, -5.982036655701988]}";46886;526;MAULE;Maule;TRAIN;;A01847;TRAIN N;TRAIN N-93;N;63.55291901;288.67069892
-5.98138982189,-1.36205101299;"{""type"": ""Point"", ""coordinates"": [-1.362051012994899, -5.981389821893946]}";43169;577;NANTERRE-PREFECTURE;Nanterre-Prefecture;RER;;A01856;RER A;RER A-389;A;186.94765335;385.70835965
-5.9816012103,-1.36247828143;"{""type"": ""Point"", ""coordinates"": [-1.362478281433197, -5.981601210297159]}";43200;974;SAINT-GERMAIN-GRANDE-CEINTURE;Saint-Germain-Grande-Ceinture;TRAIN;TRAIN L;A02176;TRAIN L;TRAIN L-462;L;116.59837746;355.65632864
-5.98140872312,-1.36199706075;"{""type"": ""Point"", ""coordinates"": [-1.361997060745483, -5.981408723118664]}";43536;393;LA DEFENSE-GRANDE ARCHE;La Defense-Grande Arche;RER;;A01856;RER A;RER A-390;A;195.42705656;382.20457831
-5.98128829299,-1.3621488997;"{""type"": ""Point"", ""coordinates"": [-1.362148899703956, -5.981288292994732]}";43170;579;NANTERRE-UNIVERSITE;Nanterre-Universite;TRAIN;;A02176;TRAIN L;TRAIN L-388;L;172.15809044;402.82850241
-5.98071176117,-1.36272424275;"{""type"": ""Point"", ""coordinates"": [-1.362724242747769, -5.980711761166398]}";43114;203;CONFLANS-FIN-D'OISE;Conflans-Fin-D'Oise;TRAIN;;A01852;TRAIN J;TRAIN J-128;J;85.0530591;500.21806704
-5.9810040123,-1.36180107093;"{""type"": ""Point"", ""coordinates"": [-1.361801070929429, -5.981004012301555]}";43069;29;ASNIERES;Asnieres;TRAIN;;A01852;TRAIN J;TRAIN J-394;J;230.42059468;445.25314543
-5.98129092014,-1.36228045598;"{""type"": ""Point"", ""coordinates"": [-1.362280455981558, -5.981290920144565]}";43082;1015;HOUILLES-CARRIERES-SUR-SEINE;Houilles-Carrieres-sur-Seine;TRAIN;;A02176;TRAIN L;TRAIN L-141;L;151.0505205;403.57398398
