service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13545820,0,0,0,0,0,0,0,20210607,20210920
13545821,0,0,0,0,0,0,0,20210419,20210531
3412895,0,0,0,0,0,0,0,20210423,20210917
13545822,0,0,0,0,0,0,0,20210502,20210524
13545823,0,0,0,0,0,0,0,20210702,20210901
13545824,0,0,0,0,0,0,0,20210803,20210820
13412897,0,0,0,0,0,0,0,20210418,20210919
13545825,0,0,0,0,0,0,0,20210504,20210601
13545826,0,0,0,0,0,0,0,20210325,20210923
13412895,0,0,0,0,0,0,0,20210424,20210918
3545820,0,0,0,0,0,0,0,20210606,20210919
3545821,0,0,0,0,0,0,0,20210418,20210530
3545822,0,0,0,0,0,0,0,20210501,20210523
3545823,0,0,0,0,0,0,0,20210701,20210831
3545824,0,0,0,0,0,0,0,20210802,20210819
3545825,0,0,0,0,0,0,0,20210503,20210531
3545826,0,0,0,0,0,0,0,20210324,20210922
3412897,0,0,0,0,0,0,0,20210417,20210918
