service_id,date,exception_type
13412878,20210418,1
13412878,20210425,1
13412878,20210516,1
13412878,20210523,1
13412878,20210530,1
13412878,20210606,1
13412878,20210613,1
13412878,20210620,1
13412878,20210627,1
13412878,20210704,1
13412878,20210711,1
13412878,20210718,1
13412878,20210725,1
13412878,20210801,1
13412878,20210808,1
13412878,20210815,1
13412878,20210822,1
13412878,20210829,1
13412878,20210905,1
13412878,20210912,1
13412878,20210919,1
3412878,20210417,1
3412878,20210424,1
3412878,20210515,1
3412878,20210522,1
3412878,20210529,1
3412878,20210605,1
3412878,20210612,1
3412878,20210619,1
3412878,20210626,1
3412878,20210703,1
3412878,20210710,1
3412878,20210717,1
3412878,20210724,1
3412878,20210731,1
3412878,20210807,1
3412878,20210814,1
3412878,20210821,1
3412878,20210828,1
3412878,20210904,1
3412878,20210911,1
3412878,20210918,1
13412877,20210424,1
13412877,20210501,1
13412877,20210508,1
13412877,20210515,1
13412877,20210522,1
13412877,20210529,1
13412877,20210605,1
13412877,20210612,1
13412877,20210619,1
13412877,20210626,1
13412877,20210703,1
13412877,20210710,1
13412877,20210717,1
13412877,20210724,1
13412877,20210731,1
13412877,20210807,1
13412877,20210814,1
13412877,20210821,1
13412877,20210828,1
13412877,20210904,1
13412877,20210911,1
13412877,20210918,1
3412877,20210423,1
3412877,20210430,1
3412877,20210507,1
3412877,20210514,1
3412877,20210521,1
3412877,20210528,1
3412877,20210604,1
3412877,20210611,1
3412877,20210618,1
3412877,20210625,1
3412877,20210702,1
3412877,20210709,1
3412877,20210716,1
3412877,20210723,1
3412877,20210730,1
3412877,20210806,1
3412877,20210813,1
3412877,20210820,1
3412877,20210827,1
3412877,20210903,1
3412877,20210910,1
3412877,20210917,1
3545786,20210418,1
3545786,20210425,1
3545786,20210501,1
3545786,20210502,1
3545786,20210508,1
3545786,20210509,1
3545786,20210513,1
3545786,20210516,1
3545786,20210523,1
3545786,20210524,1
3545786,20210530,1
3545786,20210606,1
3545786,20210613,1
3545786,20210620,1
3545786,20210627,1
3545786,20210704,1
3545786,20210711,1
3545786,20210714,1
3545786,20210718,1
3545786,20210725,1
3545786,20210801,1
3545786,20210808,1
3545786,20210815,1
3545786,20210822,1
3545786,20210829,1
3545786,20210905,1
3545786,20210912,1
3545786,20210919,1
3545787,20210324,1
3545787,20210325,1
3545787,20210326,1
3545787,20210327,1
3545787,20210328,1
3545787,20210329,1
3545787,20210330,1
3545787,20210331,1
3545787,20210401,1
3545787,20210402,1
3545787,20210403,1
3545787,20210404,1
3545787,20210405,1
3545787,20210406,1
3545787,20210407,1
3545787,20210408,1
3545787,20210409,1
3545787,20210410,1
3545787,20210411,1
3545787,20210412,1
3545787,20210413,1
3545787,20210414,1
3545787,20210415,1
3545787,20210416,1
3545787,20210419,1
3545787,20210420,1
3545787,20210421,1
3545787,20210422,1
3545787,20210426,1
3545787,20210427,1
3545787,20210428,1
3545787,20210429,1
3545787,20210503,1
3545787,20210504,1
3545787,20210505,1
3545787,20210506,1
3545787,20210510,1
3545787,20210511,1
3545787,20210512,1
3545787,20210517,1
3545787,20210518,1
3545787,20210519,1
3545787,20210520,1
3545787,20210525,1
3545787,20210526,1
3545787,20210527,1
3545787,20210531,1
3545788,20210601,1
3545788,20210602,1
3545788,20210603,1
3545788,20210607,1
3545788,20210608,1
3545788,20210609,1
3545788,20210610,1
3545788,20210614,1
3545788,20210615,1
3545788,20210616,1
3545788,20210617,1
3545788,20210621,1
3545788,20210622,1
3545788,20210623,1
3545788,20210624,1
3545788,20210628,1
3545788,20210629,1
3545788,20210630,1
3545788,20210701,1
3545788,20210705,1
3545788,20210706,1
3545788,20210707,1
3545788,20210708,1
3545788,20210712,1
3545788,20210713,1
3545788,20210715,1
3545788,20210719,1
3545788,20210720,1
3545788,20210721,1
3545788,20210722,1
3545788,20210726,1
3545788,20210727,1
3545788,20210728,1
3545788,20210729,1
3545788,20210802,1
3545788,20210803,1
3545788,20210804,1
3545788,20210805,1
3545788,20210809,1
3545788,20210810,1
3545788,20210811,1
3545788,20210812,1
3545788,20210816,1
3545788,20210817,1
3545788,20210818,1
3545788,20210819,1
3545788,20210823,1
3545788,20210824,1
3545788,20210825,1
3545788,20210826,1
3545788,20210830,1
3545788,20210831,1
3545788,20210901,1
3545788,20210902,1
3545788,20210906,1
3545788,20210907,1
3545788,20210908,1
3545788,20210909,1
3545788,20210913,1
3545788,20210914,1
3545788,20210915,1
3545788,20210916,1
3545788,20210920,1
3545788,20210921,1
3545788,20210922,1
