service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13412878,0,0,0,0,0,0,0,20210418,20210919
3412878,0,0,0,0,0,0,0,20210417,20210918
13412877,0,0,0,0,0,0,0,20210424,20210918
3412877,0,0,0,0,0,0,0,20210423,20210917
3545786,0,0,0,0,0,0,0,20210418,20210919
3545787,0,0,0,0,0,0,0,20210324,20210531
3545788,0,0,0,0,0,0,0,20210601,20210922
13545788,0,0,0,0,0,0,0,20210602,20210923
13545786,0,0,0,0,0,0,0,20210419,20210920
13545787,0,0,0,0,0,0,0,20210325,20210601
