from_stop_id,to_stop_id,transfer_type,min_transfer_time
4037246,2429,2,225
7931817,2111,2,241
4037196,2155,2,221
4037177,2443,2,215
9217367,1832,2,269
8838664,2036,2,246
7275279,1933,2,275
4109729,2154,2,247
4037209,1945,2,253
6195714,2283,2,270
7899984,2155,2,204
7899673,1688,2,269
7986278,2111,2,209
3813549,2429,2,236
7931843,2371,2,247
9416451,2035,2,195
4022907,1856,2,196
7920883,2371,2,247
7931527,2062,2,209
7931832,1725,2,260
5675644,2210,2,398
6217406,2147,2,191
4109728,2154,2,194
4037202,1688,2,269
9416448,2067,2,259
7931562,2111,2,195
8357893,1803,2,229
4022917,2283,2,286
3926288,2371,2,210
7647695,1751,2,224
7913227,2083,2,229
2238,1887,2,180
1964,2155,2,109
2063,2111,2,100
5251749,1755,2,216
8985268,2443,2,234
7965033,2111,2,195
4037231,2433,2,227
7921126,2111,2,241
7965038,2210,2,310
3343763,1980,2,180
1968,2155,2,360
9416453,2035,2,218
4037208,2544,2,210
7170686,2429,2,257
7931502,1955,2,398
3926299,1955,2,205
7275324,2433,2,244
4037198,2036,2,194
7898842,2210,2,310
9417278,2147,2,218
7931852,2111,2,212
9295937,2170,2,229
7932157,2288,2,270
2154,5922159,2,229
9296086,2383,2,191
7911751,2028,2,203
7964975,2062,2,228
7900449,2062,2,193
7921179,1864,2,202
7275302,1945,2,235
7913229,1945,2,193
9296088,2383,2,270
4022906,2323,2,214
3343791,1698,2,180
1966,2155,2,298
4037174,1832,2,196
7911784,2028,2,190
7986309,2155,2,284
7900240,2062,2,193
3343764,2170,2,180
7275451,2036,2,207
2433,4035035,2,186
2025,2544,2,59
1946,1945,2,300
4022898,2028,2,249
7899749,2210,2,387
4037222,1856,2,292
7932060,2429,2,252
4022913,2342,2,296
5761325,2433,2,216
4037162,2035,2,199
4037216,2147,2,274
4036206,1955,2,398
4037213,1961,2,196
7965037,1955,2,264
8985279,2035,2,201
7913228,2083,2,210
7275292,2433,2,186
7275304,2083,2,210
3926288,1832,2,210
3926289,1832,2,196
2154,8910824,2,199
2154,8910823,2,219
4036219,2154,2,204
4044994,2111,2,217
7275317,2155,2,308
3813011,1755,2,277
7965055,2210,2,390
6591456,2036,2,200
1833,1832,2,72
7932060,1751,2,252
7900239,2111,2,209
9217367,2371,2,269
5251748,2433,2,216
9296139,1955,2,390
9218060,2429,2,225
4036205,2210,2,379
7922512,2036,2,346
3343785,2062,2,180
7898840,2210,2,363
4024791,2283,2,289
2154,5922160,2,195
8985220,1698,2,234
7931844,2371,2,202
7964979,2210,2,310
9296091,2155,2,308
7275150,2155,2,207
7275287,1856,2,214
9416442,1725,2,260
8399872,2028,2,205
4037200,1864,2,233
7921174,2062,2,191
4036765,2331,2,264
7964946,2111,2,203
3926287,2371,2,280
7931831,2470,2,224
9296094,2036,2,243
9128568,2036,2,189
7899977,2383,2,191
7965038,1955,2,310
7899983,2155,2,204
2201,1945,2,300
7931772,2062,2,203
8985243,2035,2,216
2289,1892,2,144
4037220,2433,2,221
9217370,1832,2,269
4022892,2200,2,253
4036194,2116,2,223
9296087,1773,2,286
6591541,2155,2,204
4022887,2170,2,222
2433,4035040,2,233
3877767,1803,2,252
9295936,1980,2,245
7921178,1773,2,216
8628374,2154,2,234
7931826,1832,2,201
4022943,2433,2,186
7899675,1980,2,214
7921173,2062,2,212
7920881,2429,2,265
4037201,1773,2,191
2211,2210,2,219
4024289,2342,2,211
4024196,2283,2,255
9296092,2155,2,157
4022940,1933,2,275
7932157,1892,2,270
9416445,2067,2,223
1956,1955,2,247
7964945,2062,2,195
8451934,2155,2,194
8910892,2154,2,247
7899661,2210,2,358
8580314,2258,2,303
7899669,2155,2,157
7899670,2155,2,308
4037164,2067,2,302
9296158,1955,2,387
4037246,1751,2,225
9296087,2383,2,286
3672263,1751,2,225
7945916,2036,2,245
