from_stop_id,to_stop_id,transfer_type,min_transfer_time
2500,8367273,2,279
9295925,1666,2,218
7176293,1952,2,197
1653,7899572,2,187
1653,7899573,2,189
2533,2312,2,106
2482,2167,2,300
1952,7931532,2,197
1811,8451938,2,267
2241,7932008,2,187
1916,2537,2,143
2241,7932007,2,267
1811,8451939,2,278
1927,9128415,2,243
2354,1814,2,89
1952,1951,2,145
2005,4015769,2,210
2005,4015768,2,202
1952,1956,2,800
2018,3887763,2,189
2018,3887762,2,203
1666,7931874,2,194
2207,8321656,2,243
1666,7931873,2,220
7899714,2005,2,203
2005,4015770,2,218
3343756,1916,2,180
2500,7931797,2,215
1916,7932007,2,267
1952,7176395,2,197
1653,8367267,2,227
1916,7932008,2,187
2533,7931779,2,232
1818,5121357,2,198
2241,9417194,2,187
1818,5121356,2,261
2241,9417193,2,267
2533,4037040,2,186
1908,3887761,2,198
4471841,2207,2,208
2252,1928,2,152
2207,7931558,2,208
2334,7931781,2,264
7931500,1952,2,243
2476,5138183,2,226
2350,7931809,2,188
7899726,1818,2,261
2207,2211,2,800
2004,3681815,2,230
2004,3681816,2,201
2241,7931985,2,209
2004,3681818,2,312
2241,7931986,2,198
1903,7911739,2,223
1916,9417132,2,267
1916,9417136,2,209
1916,9417134,2,187
1916,9417135,2,198
2346,3681831,2,216
2476,7932279,2,226
2256,8399895,2,272
2207,3887817,2,243
4037260,2207,2,208
1977,9416190,2,245
2346,3681832,2,210
1927,2253,2,151
2252,2253,2,144
2346,3681839,2,210
2476,7931857,2,218
2031,5121364,2,229
1916,7931986,2,198
2018,9416193,2,217
1916,7931985,2,209
2031,5121363,2,237
2018,9416194,2,213
2207,7931532,2,197
1908,7921188,2,198
1916,1657,2,143
1927,9296036,2,221
2350,9416191,2,267
2252,9295988,2,210
2350,9416192,2,278
1818,7013432,2,225
1818,7013433,2,231
1908,7921187,2,207
2252,9296036,2,221
1908,1907,2,14
7899699,2194,2,211
7921338,1903,2,190
1818,6591493,2,261
1818,6591492,2,198
1653,8321700,2,232
4024990,2194,2,218
1977,4036772,2,245
4024989,2194,2,275
2241,2537,2,133
2334,4037039,2,235
2137,8451940,2,217
2137,8451941,2,213
1817,1816,2,63
2350,7964971,2,188
2354,8379484,2,231
2354,8379483,2,263
1977,7964970,2,245
7899700,2194,2,218
2252,7931796,2,221
1903,7013430,2,232
2252,9295989,2,221
7899700,2005,2,218
1666,2477,2,67
1903,7013431,2,214
2167,7932209,2,245
1818,8399908,2,225
1653,7931805,2,232
1653,7931804,2,186
2004,8379497,2,213
2004,8379498,2,206
2167,8321649,2,195
1952,7921039,2,243
1666,8321671,2,218
2150,8367289,2,195
1977,7964969,2,195
2150,8367288,2,229
4025058,2005,2,203
1952,7920837,2,263
1952,7920836,2,263
2350,8321651,2,276
1952,3926338,2,208
4024990,2005,2,218
4024989,2005,2,275
1952,7920975,2,279
2233,1907,2,76
2137,3887763,2,189
2137,3887762,2,203
2533,7964968,2,186
2476,5138220,2,194
2207,3887757,2,232
2350,4036774,2,278
2350,4036773,2,267
8433,3681839,2,210
2476,7931873,2,220
1952,3887817,2,243
8433,3681832,2,210
2241,3812988,2,268
2476,7931874,2,194
8433,3681831,2,216
2167,8321650,2,245
9078431,2167,2,274
2004,3681846,2,201
2004,3681845,2,312
2207,2206,2,145
2256,7013435,2,208
2256,7013434,2,272
2256,8379511,2,283
2207,1956,2,800
2346,8379488,2,198
2150,5121363,2,237
2346,8379487,2,228
2150,5121364,2,229
2194,4015831,2,203
2346,8379486,2,223
1867,7899571,2,235
2346,8379485,2,196
1977,9416236,2,245
2194,4015770,2,218
2476,8321703,2,218
1977,7946147,2,245
2207,1951,2,129
1977,9296099,2,274
2350,7946197,2,267
1811,9416191,2,267
1811,9416192,2,278
2137,9416238,2,217
2252,8367275,2,213
1666,1667,2,65
2194,7069272,2,218
2031,7913254,2,199
7921337,1903,2,212
2207,7920975,2,279
2167,7964969,2,195
1653,8321668,2,232
2194,4015768,2,202
2193,8379497,2,213
2193,8379498,2,206
2194,7069273,2,203
1977,8451937,2,245
1867,6591518,2,235
2476,7931799,2,234
2194,4015769,2,210
2233,3887761,2,198
1867,7931802,2,264
1653,1845,2,91
2137,7932151,2,189
7899715,2194,2,202
1690,7931797,2,215
9296156,1952,2,267
2026,8399897,2,213
2057,5121365,2,182
1927,3887782,2,243
2299,7013431,2,214
1653,2312,2,80
2299,7013430,2,232
8433,8007399,2,224
1653,4037040,2,186
1952,8321656,2,243
1653,8321648,2,186
8433,8007398,2,207
2346,8007398,2,207
8433,8007397,2,207
9078431,1977,2,274
2346,8007399,2,224
2346,8007397,2,207
1952,8136169,2,243
2167,7946147,2,245
1811,7964971,2,188
2207,7921039,2,243
2233,7921188,2,198
7921337,2299,2,212
2233,7921187,2,207
2194,7069449,2,202
1977,7946196,2,245
7931500,2207,2,243
9296156,2207,2,267
2252,3887782,2,243
2233,2232,2,78
2194,7069452,2,228
2194,7069451,2,181
2194,7069450,2,210
2350,7946148,2,267
1690,8367273,2,279
2350,7946149,2,278
2207,8136169,2,243
2194,3632431,2,218
2482,1977,2,300
1977,8321649,2,195
2476,8367326,2,234
1903,7911797,2,212
1811,4036773,2,267
1811,4036774,2,278
2137,4036775,2,217
2057,6591484,2,182
2137,4036776,2,213
2167,8451937,2,245
1666,5138183,2,226
1927,7931796,2,221
2334,8367328,2,235
2018,8451941,2,213
2167,7964970,2,245
9296157,1952,2,243
2018,8451940,2,217
2252,9128459,2,213
2167,9078432,2,274
1653,7922516,2,227
1653,7922517,2,246
2167,9078436,2,274
2167,9078433,2,274
2106,5121365,2,182
2167,9078434,2,274
2476,1667,2,99
2018,4036776,2,213
2018,4036775,2,217
2299,7911797,2,212
2533,6591519,2,186
1653,7964968,2,186
1977,8321650,2,245
2334,6591518,2,235
