trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10031430960917606,16:03:00,16:03:00,2005,1,,
10031430960917606,16:05:00,16:05:00,2004,2,,
10031430960917606,16:08:00,16:08:00,1817,3,,
10031430960917606,16:09:00,16:09:00,2026,4,,
10031430960917606,16:10:00,16:10:00,1818,5,,
10031430960917606,16:11:00,16:11:00,1903,6,,
10031430960917606,16:13:00,16:13:00,2031,7,,
10031430960917606,16:14:00,16:14:00,2057,8,,
10031430960917606,16:16:00,16:16:00,1916,9,,
10031430960917606,16:17:00,16:17:00,1661,10,,
10031430960917606,16:19:00,16:19:00,1927,11,,
10031430960917606,16:20:00,16:20:00,1690,12,,
10031430960917606,16:21:00,16:21:00,1666,13,,
10031430960917606,16:23:00,16:23:00,1867,14,,
10031430960917606,16:24:00,16:24:00,1653,15,,
10031430960917606,16:25:00,16:25:00,1977,16,,
10031430960917606,16:26:00,16:26:00,1811,17,,
10031430960917606,16:28:00,16:28:00,2018,18,,
10031430960917606,16:29:00,16:29:00,1908,19,,
10031430960917606,16:32:00,16:32:00,1952,20,,
10031430970917606,12:40:00,12:40:00,2005,1,,
10031430970917606,12:42:00,12:42:00,2004,2,,
10031430970917606,12:44:00,12:44:00,1817,3,,
10031430970917606,12:45:00,12:45:00,2026,4,,
10031430970917606,12:46:00,12:46:00,1818,5,,
10031430970917606,12:48:00,12:48:00,1903,6,,
10031430970917606,12:49:00,12:49:00,2031,7,,
10031430970917606,12:51:00,12:51:00,2057,8,,
10031430970917606,12:52:00,12:52:00,1916,9,,
10031430970917606,12:54:00,12:54:00,1661,10,,
10031430970917606,12:55:00,12:55:00,1927,11,,
10031430970917606,12:57:00,12:57:00,1690,12,,
10031430970917606,12:58:00,12:58:00,1666,13,,
10031430970917606,12:59:00,12:59:00,1867,14,,
10031430970917606,13:01:00,13:01:00,1653,15,,
10031430970917606,13:02:00,13:02:00,1977,16,,
10031430970917606,13:03:00,13:03:00,1811,17,,
10031430970917606,13:04:00,13:04:00,2018,18,,
10031430970917606,13:05:00,13:05:00,1908,19,,
10031430970917606,13:08:00,13:08:00,1952,20,,
10034128840917606,12:40:00,12:40:00,2005,1,,
