service_id,date,exception_type
3545742,20210714,1
3545741,20210418,1
3545741,20210425,1
3545741,20210502,1
3545741,20210509,1
3545741,20210513,1
3545741,20210516,1
3545741,20210524,1
3545741,20210530,1
3545740,20210606,1
3545740,20210613,1
3545740,20210620,1
3545740,20210627,1
3545740,20210704,1
3545740,20210711,1
3545740,20210718,1
3545740,20210725,1
3545740,20210801,1
3545740,20210808,1
3545740,20210815,1
3545740,20210822,1
3545740,20210829,1
3545740,20210905,1
3545740,20210912,1
3545740,20210919,1
13545741,20210419,1
13545741,20210426,1
13545741,20210503,1
13545741,20210510,1
13545741,20210514,1
13545741,20210517,1
13545741,20210525,1
13545741,20210531,1
3545743,20210501,1
3545743,20210508,1
3545743,20210523,1
13545740,20210607,1
13545740,20210614,1
13545740,20210621,1
13545740,20210628,1
13545740,20210705,1
13545740,20210712,1
13545740,20210719,1
13545740,20210726,1
13545740,20210802,1
13545740,20210809,1
13545740,20210816,1
13545740,20210823,1
13545740,20210830,1
13545740,20210906,1
13545740,20210913,1
13545740,20210920,1
3545746,20210701,1
3545746,20210705,1
3545746,20210706,1
3545746,20210707,1
3545746,20210708,1
3545746,20210712,1
3545746,20210713,1
3545746,20210715,1
3545746,20210719,1
3545746,20210720,1
3545746,20210721,1
3545746,20210722,1
3545746,20210726,1
3545746,20210727,1
3545746,20210728,1
3545746,20210729,1
3545746,20210823,1
3545746,20210824,1
3545746,20210825,1
3545746,20210826,1
3545746,20210830,1
3545746,20210831,1
3545745,20210802,1
3545745,20210803,1
3545745,20210804,1
3545745,20210805,1
3545745,20210809,1
3545745,20210810,1
3545745,20210811,1
3545745,20210812,1
3545745,20210816,1
3545745,20210817,1
3545745,20210818,1
3545745,20210819,1
13545745,20210803,1
13545745,20210804,1
13545745,20210805,1
13545745,20210806,1
13545745,20210810,1
13545745,20210811,1
13545745,20210812,1
13545745,20210813,1
13545745,20210817,1
13545745,20210818,1
13545745,20210819,1
13545745,20210820,1
3412859,20210417,1
3412859,20210424,1
3412859,20210515,1
3412859,20210522,1
3412859,20210529,1
3412859,20210605,1
3412859,20210612,1
3412859,20210619,1
3412859,20210626,1
3412859,20210703,1
3412859,20210710,1
3412859,20210717,1
3412859,20210724,1
3412859,20210731,1
3412859,20210807,1
3412859,20210814,1
3412859,20210821,1
3412859,20210828,1
3412859,20210904,1
3412859,20210911,1
3412859,20210918,1
3545747,20210324,1
3545747,20210325,1
3545747,20210326,1
3545747,20210327,1
3545747,20210328,1
3545747,20210329,1
3545747,20210330,1
3545747,20210331,1
3545747,20210401,1
3545747,20210402,1
3545747,20210403,1
3545747,20210404,1
3545747,20210405,1
3545747,20210406,1
3545747,20210407,1
3545747,20210408,1
3545747,20210409,1
3545747,20210410,1
3545747,20210411,1
3545747,20210412,1
3545747,20210413,1
3545747,20210414,1
3545747,20210415,1
3545747,20210416,1
3545747,20210419,1
3545747,20210420,1
3545747,20210421,1
3545747,20210422,1
3545747,20210426,1
3545747,20210427,1
3545747,20210428,1
3545747,20210429,1
3545747,20210503,1
3545747,20210504,1
3545747,20210505,1
3545747,20210506,1
3545747,20210510,1
3545747,20210511,1
3545747,20210512,1
3545747,20210517,1
3545747,20210518,1
3545747,20210519,1
3545747,20210520,1
3545747,20210525,1
3545747,20210526,1
3545747,20210527,1
3545747,20210531,1
3545747,20210601,1
3545747,20210602,1
3545747,20210603,1
3545747,20210607,1
3545747,20210608,1
3545747,20210609,1
3545747,20210610,1
3545747,20210614,1
3545747,20210615,1
3545747,20210616,1
