from_stop_id,to_stop_id,transfer_type,min_transfer_time
2467,3749688,2,214
2467,3749689,2,212
2313,5138167,2,285
2313,5138168,2,216
6591844,2099,2,214
1889,8007439,2,198
1722,4036661,2,195
2313,5138169,2,233
2415,6263542,2,252
2396,7933361,2,277
1765,9416533,2,210
2416,4459235,2,191
2415,6263540,2,239
2007,7920955,2,208
2415,6263541,2,258
1722,4036660,2,254
1630,7931386,2,258
2467,3749691,2,252
2467,9296076,2,203
2467,3749690,2,210
2467,9296075,2,242
1802,7275539,2,237
1785,7986287,2,210
1722,8357914,2,210
1889,7900218,2,198
2467,8357914,2,210
2396,7275543,2,277
1889,7900219,2,186
1722,9128439,2,226
6591545,2050,2,243
1630,4459237,2,238
1889,8007410,2,198
2467,8399859,2,247
2467,8399858,2,247
2204,7921151,2,199
2044,9128798,2,226
2313,8379443,2,236
2044,9128799,2,270
1786,9128403,2,236
2389,7899592,2,234
9295955,2396,2,231
1766,7170694,2,207
2467,7899182,2,214
2204,9217763,2,194
2050,6591524,2,243
2415,6263538,2,199
2204,7921150,2,242
2415,6263539,2,287
2467,8399860,2,252
1766,6591526,2,229
1722,7913218,2,205
1722,7913217,2,214
6591844,2050,2,214
2467,9416659,2,214
2467,9416658,2,205
1722,7913219,2,203
2285,1890,2,77
2285,8007439,2,198
1935,4037282,2,220
1935,9128472,2,220
6591544,2375,2,203
1935,9128471,2,240
1950,3690050,2,266
1950,3690051,2,266
2416,4036665,2,198
2415,9384717,2,216
1950,5231599,2,214
6591843,1683,2,218
2204,9218124,2,194
1722,7991680,2,226
6591548,1766,2,229
2285,8007410,2,198
2205,6263536,2,239
1737,5231596,2,252
2205,6263537,2,246
2205,9416649,2,209
1737,5231597,2,287
2313,2102,2,600
1949,7921150,2,242
1949,7921151,2,199
1935,7275546,2,244
1738,4023264,2,188
1935,7275547,2,230
1738,4023265,2,188
2467,7899121,2,212
2204,9217997,2,194
2376,2527,2,118
2204,9217996,2,194
2007,7900036,2,208
1683,6591451,2,218
1683,6591452,2,220
2260,7932022,2,240
2205,5231599,2,214
1785,7986296,2,226
1950,7932049,2,209
1950,7932048,2,207
1950,7932047,2,246
1846,7900286,2,233
1950,7932046,2,232
1889,3749689,2,269
2050,2051,2,93
2341,7275539,2,237
2467,8007409,2,210
3343777,2376,2,180
2542,9128573,2,342
1722,3749688,2,214
2260,7932241,2,244
2260,4459238,2,244
2260,7932240,2,230
1722,3749689,2,212
1785,7921035,2,226
1630,9416499,2,281
2493,6591452,2,220
2396,9128396,2,268
2493,6591451,2,218
2467,7946313,2,203
1722,3749690,2,210
1722,3749691,2,252
2510,9416500,2,258
1722,5158083,2,216
1722,5158082,2,241
1722,5158081,2,226
2467,9416634,2,205
2415,3672266,2,258
3343767,2313,2,180
2285,7932277,2,254
2205,9416681,2,209
2510,7931324,2,281
2204,5922171,2,236
2514,5018174,2,216
2514,5018173,2,259
1802,9159878,2,219
2542,7899990,2,342
2050,7945913,2,243
2341,9402499,2,215
2196,7931333,2,208
