stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
3343752,,"Félix Faure","Place Félix Faure - 75115",48.84282456767407,2.2922249662205156,0,
3343792,,"Reuilly-Diderot","Boulevard Diderot - 75112",48.84721750107955,2.387204177213597,0,
3343791,,"Reuilly-Diderot","Boulevard Diderot - 75112",48.84721750107955,2.387204177213597,0,
3343790,,"Faidherbe-Chaligny","Hôpital St-Antoine - 75111",48.85006766800271,2.3844287707416316,0,
3343796,,"Daumesnil (Félix Eboué)","Place Félix Eboué - 75112",48.83968214020875,2.3955841703466554,0,
3343795,,"Daumesnil (Félix Eboué)","Place Félix Eboué - 75112",48.83968214020875,2.3955841703466554,0,
3343794,,"Montgallet","68 rue de Reuilly - 75112",48.844403092096876,2.39025165315774,0,
3343793,,"Montgallet","68 rue de Reuilly - 75112",48.844403092096876,2.39025165315774,0,
3343799,,"Porte Dorée","Place Edouard Renard - 75112",48.83549725282465,2.4061852122149348,0,
3343797,,"Michel Bizot","Avenue Daumesnil - 75112",48.836991037652965,2.402919606870042,0,
3343798,,"Michel Bizot","Avenue Daumesnil - 75112",48.836991037652965,2.402919606870042,0,
3343756,,"La Motte-Picquet-Grenelle","Face au 130-113 boulevard de Grenelle - 75115",48.848803206044934,2.29769423466391,0,
3343755,,"La Motte-Picquet-Grenelle","Face au 130-113 boulevard de Grenelle - 75115",48.848803206044934,2.29769423466391,0,
3343754,,"Commerce","21 place du Commerce - 75115",48.84461367199405,2.293802980169146,0,
3343753,,"Commerce","21 place du Commerce - 75115",48.84461367199405,2.293802980169146,0,
3343759,,"La Tour-Maubourg","Les Invalides Tombeau de l'Empereur - Musée de l'Armée - 75107",48.85722786064964,2.3097962258273563,0,
3343758,,"Ecole Militaire","Avenue Duquesne - 75107",48.85426092155411,2.305439560539011,0,
3343757,,"Ecole Militaire","Avenue Duquesne - 75107",48.85426092155411,2.305439560539011,0,
3343825,,"Pointe du Lac","avenue François Mitterrand - 94028",48.76876863574218,2.464319398948263,0,
3343781,,"Saint-Sébastien-Froissart","Rue Froissart - 75103",48.86097499718719,2.3672622950229414,0,
3343780,,"Filles du Calvaire","Musée Picasso - 75103",48.86307817635541,2.36674588358473,0,
3343783,,"Chemin Vert","Place des Vosges - 75103",48.85758654446453,2.3680366949483758,0,
3343782,,"Saint-Sébastien-Froissart","Rue Froissart - 75103",48.86097499718719,2.3672622950229414,0,
3343785,,"Bastille","Rue de la Roquette - 75104",48.85373962301297,2.3691648178618325,0,
