Geo Point;origin_x;origin_y;arrival_x;arrival_y;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.98149338729,-1.36110604957;-1,36107;-5,98145;-1,36114;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.361070075080526, -5.981453153798065, 0.0], [-1.361139750033854, -5.981531056257008, 0.0], [-1.361140057975562, -5.981531424461465, 0.0], [-1.361140205527214, -5.981531621362532, 0.0], [-1.361140352470136, -5.981531829287046, 0.0], [-1.361140495259534, -5.981532043463409, 0.0], [-1.3611406353721, -5.981532264735947, 0.0], [-1.361140773925847, -5.981532493547786, 0.0], [-1.361140905605419, -5.981532729604738, 0.0], [-1.361141034438396, -5.981532968935638, 0.0], [-1.361141159434545, -5.981533215679775, 0.0], [-1.361141280361132, -5.981533467155305, 0.0], [-1.361141396121133, -5.981533722538924, 0.0], [-1.361141508971568, -5.981533982336845, 0.0]]}";A01540;C01377;7;METRO;0
-5.98133598365,-1.36078418097;-1,36077;-5,98132;-1,36079;-5,98135;"{""type"": ""LineString"", ""coordinates"": [[-1.360773493100908, -5.981324032586349, 0.0], [-1.360794868846239, -5.98134793471411, 0.0]]}";A01540;C01377;7;METRO;0
-5.98250600801,-1.36075096375;-1,36075;-5,98246;-1,36075;-5,98255;"{""type"": ""LineString"", ""coordinates"": [[-1.360753308064105, -5.982463461477507, 0.0], [-1.360748619427535, -5.982548554535288, 0.0]]}";A01540;C01377;7;METRO;0
-5.98220348063,-1.36131663477;-1,36132;-5,98222;-1,36132;-5,98219;"{""type"": ""LineString"", ""coordinates"": [[-1.361315873808991, -5.982217280943238, 0.0], [-1.361317395730696, -5.982189680310532, 0.0]]}";A01541;C01378;8;METRO;0
-5.98188220452,-1.36061535989;-1,36063;-5,98184;-1,36059;-5,98191;"{""type"": ""LineString"", ""coordinates"": [[-1.360627482034848, -5.98184398969631, 0.0], [-1.360625725015636, -5.981875880181428, 0.0], [-1.360625678141032, -5.981876391168936, 0.0], [-1.360625596237789, -5.981876922713171, 0.0], [-1.360625480105335, -5.981877467232821, 0.0], [-1.360625334805269, -5.981878022720335, 0.0], [-1.360625157594088, -5.981878583685997, 0.0], [-1.360624954271736, -5.981879148544405, 0.0], [-1.360624723760295, -5.981879709229072, 0.0], [-1.360624470678733, -5.981880264851784, 0.0], [-1.360624197261192, -5.981880809435746, 0.0], [-1.360623900996921, -5.981881340173048, 0.0], [-1.360623589498361, -5.98188185024074, 0.0], [-1.360623263082217, -5.981882340800169, 0.0], [-1.360622921935497, -5.981882801567151, 0.0], [-1.360622568757849, -5.981883231928603, 0.0], [-1.360622206058136, -5.981883627829279, 0.0], [-1.360621835690837, -5.981883983271366, 0.0], [-1.360588936588332, -5.981913473015008, 0.0]]}";A01541;C01378;8;METRO;0
-5.98153636999,-1.3610551076;-1,36109;-5,98154;-1,36102;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.361094108853924, -5.981539200816571, 0.0], [-1.361091666217341, -5.981538442219242, 0.0], [-1.361090693278871, -5.981538323547811, 0.0], [-1.361015993519977, -5.981534196069815, 0.0]]}";A01541;C01378;8;METRO;0
-5.98161965521,-1.36119683085;-1,36123;-5,98168;-1,36114;-5,98159;"{""type"": ""LineString"", ""coordinates"": [[-1.361231040110074, -5.981675793612669, 0.0], [-1.361231638286171, -5.981664940810998, 0.0], [-1.36123215287609, -5.981655601636396, 0.0], [-1.361232167546046, -5.981655246333222, 0.0], [-1.361232167449116, -5.981654882587102, 0.0], [-1.361232157942629, -5.981654509931954, 0.0], [-1.361232149666506, -5.981654321884242, 0.0], [-1.361232136580649, -5.981654131282633, 0.0], [-1.361232122418762, -5.981653939477603, 0.0], [-1.361232103025492, -5.981653745857889, 0.0], [-1.361232083695195, -5.981653551097832, 0.0], [-1.361232061010862, -5.981653355008277, 0.0], [-1.361232035731827, -5.981653157631259, 0.0], [-1.361232006677108, -5.981652959663943, 0.0], [-1.361231975006695, -5.981652760789279, 0.0], [-1.361231941521908, -5.981652560289084, 0.0], [-1.361231905083743, -5.981652358100294, 0.0], [-1.361231866283609, -5.981652157305859, 0.0], [-1.361231826470417, -5.981651954167674, 0.0], [-1.361231782501871, -5.981651750418211, 0.0], [-1.361231736613995, -5.981651546943765, 0.0], [-1.361231689165466, -5.981651344145504, 0.0], [-1.361231639164218, -5.981651139299539, 0.0], [-1.361231585641004, -5.981650936165018, 0.0], [-1.361231529586064, -5.981650730602677, 0.0], [-1.361231473447158, -5.981650526560808, 0.0], [-1.36123141359554, -5.981650320788308, 0.0], [-1.361231351318978, -5.981650117550546, 0.0], [-1.361231288599774, -5.981649915432085, 0.0], [-1.361231223749501, -5.981649710526719, 0.0], [-1.361231155335281, -5.98164950809304, 0.0], [-1.361231085339416, -5.98164930671566, 0.0], [-1.361231013887854, -5.981649104113882, 0.0], [-1.361230940453988, -5.981648902927463, 0.0], [-1.361230863877825, -5.981648703473505, 0.0], [-1.36123078643737, -5.98164850587811, 0.0], [-1.361230707499236, -5.981648307818533, 0.0], [-1.361230627296153, -5.981648111976604, 0.0], [-1.361230542958705, -5.981647915143283, 0.0], [-1.361230458812006, -5.981647721752021, 0.0], [-1.361230372324326, -5.981647529375014, 0.0], [-1.361230284234012, -5.981647338434446, 0.0], [-1.36123019494172, -5.981647148571159, 0.0], [-1.361230102844817, -5.981646961221564, 0.0], [-1.361230010621967, -5.981646776152708, 0.0], [-1.361229914919133, -5.981646592035054, 0.0], [-1.361229820271339, -5.981646409500909, 0.0], [-1.361229721616956, -5.981646230557788, 0.0], [-1.36122962397563, -5.981646053958431, 0.0], [-1.361229523613656, -5.981645878352297, 0.0], [-1.361229422345409, -5.981645705364969, 0.0], [-1.361229318293542, -5.98164553451122, 0.0], [-1.361229213631105, -5.981645367817751, 0.0], [-1.361229109306353, -5.981645201905554, 0.0], [-1.361229000954021, -5.981645039964483, 0.0], [-1.36122889241277, -5.981644881444467, 0.0], [-1.361228783724582, -5.981644725585277, 0.0], [-1.361228673834416, -5.981644570803393, 0.0], [-1.361228449122062, -5.981644274692709, 0.0], [-1.361228220299992, -5.981643990936737, 0.0], [-1.361227988001597, -5.981643721858275, 0.0], [-1.361188390388255, -5.981599444718789, 0.0], [-1.361188147735435, -5.981599183836539, 0.0], [-1.361187891204659, -5.981598925998933, 0.0], [-1.361187622060875, -5.981598668988296, 0.0], [-1.361187481678514, -5.981598542258369, 0.0], [-1.361187337732203, -5.981598418000141, 0.0], [-1.361187192330194, -5.981598292517488, 0.0], [-1.361187043131503, -5.981598166824689, 0.0], [-1.361186890305892, -5.981598044743895, 0.0], [-1.361186736024582, -5.981597921438738, 0.0], [-1.361186578200314, -5.981597800225102, 0.0], [-1.361186417275729, -5.981597679983723, 0.0], [-1.36118625436884, -5.98159756115773, 0.0], [-1.361186089817334, -5.98159744452838, 0.0], [-1.361185922671125, -5.981597326611555, 0.0], [-1.361185751897994, -5.981597212306796, 0.0], [-1.361185580069822, -5.98159709641849, 0.0], [-1.361185406492079, -5.981596984627438, 0.0], [-1.36118523027765, -5.981596872309126, 0.0], [-1.361185051575305, -5.981596763665945, 0.0], [-1.361184871796927, -5.981596653819357, 0.0], [-1.361184690669637, -5.981596547710888, 0.0], [-1.361184507981692, -5.981596442278605, 0.0], [-1.361184322678054, -5.981596335938947, 0.0], [-1.361184136279225, -5.981596235639163, 0.0], [-1.361183948424695, -5.981596134114979, 0.0], [-1.361183759221254, -5.981596036328902, 0.0], [-1.361183570101775, -5.981595937022379, 0.0], [-1.361183378114712, -5.981595841369895, 0.0], [-1.361183185917741, -5.981595749518605, 0.0], [-1.36118299378374, -5.981595656526998, 0.0], [-1.361182799182815, -5.981595566830317, 0.0], [-1.361182605552965, -5.981595480237643, 0.0], [-1.361182410742131, -5.981595394342145, 0.0], [-1.361182214265688, -5.981595311023419, 0.0], [-1.361182018168911, -5.981595227725722, 0.0], [-1.361181821419587, -5.981595149348535, 0.0], [-1.361181623468286, -5.981595072048639, 0.0], [-1.361181428090697, -5.981594996416359, 0.0], [-1.361181229866514, -5.98159492405799, 0.0], [-1.361181034153071, -5.981594854507605, 0.0], [-1.361180836836993, -5.981594786393596, 0.0], [-1.361180639795629, -5.981594720201215, 0.0], [-1.3611804432827, -5.981594658232153, 0.0], [-1.361180245947464, -5.981594597361412, 0.0], [-1.361180050680326, -5.981594540417944, 0.0], [-1.36117985543418, -5.981594483094362, 0.0], [-1.361179659957134, -5.981594429952089, 0.0], [-1.361179466569178, -5.981594380356976, 0.0], [-1.361179273413955, -5.981594333443679, 0.0], [-1.361179081313772, -5.98159428811393, 0.0], [-1.361178891239707, -5.981594247471671, 0.0], [-1.361178699942674, -5.981594208286842, 0.0], [-1.361178512316378, -5.981594171592898, 0.0], [-1.361178323341169, -5.981594138637046, 0.0], [-1.361178138796029, -5.981594108214138, 0.0], [-1.361177769940319, -5.981594056913253, 0.0], [-1.361177410221297, -5.981594019462947, 0.0], [-1.361177053373527, -5.981593992084822, 0.0], [-1.361153531275019, -5.981592692743708, 0.0], [-1.36114765231394, -5.981592398212525, 0.0], [-1.361147593845066, -5.981592394976145, 0.0], [-1.361147536578168, -5.981592390662448, 0.0], [-1.361147475894257, -5.98159238615961, 0.0], [-1.361147416349351, -5.98159238171981, 0.0], [-1.361147358090383, -5.981592374682235, 0.0], [-1.361147297026805, -5.981592370158354, 0.0], [-1.361147236110161, -5.98159236297371, 0.0], [-1.361147175573185, -5.981592355810032, 0.0], [-1.361147116175214, -5.981592348709405, 0.0], [-1.36114705424551, -5.981592339180972, 0.0], [-1.361146992252833, -5.98159233079287, 0.0], [-1.361146930281148, -5.981592322024691, 0.0], [-1.361146869933089, -5.981592311439958, 0.0], [-1.36114680642174, -5.9815923029678, 0.0], [-1.361146745018639, -5.98159229079957, 0.0], [-1.361146680515222, -5.98159227960356, 0.0], [-1.361146618669481, -5.981592268554619, 0.0], [-1.361146554608702, -5.981592256239269, 0.0], [-1.361146492888905, -5.981592242909653, 0.0], [-1.361146428954071, -5.981592228313591, 0.0], [-1.361146366032298, -5.981592216061293, 0.0], [-1.361146300599783, -5.981592201001049, 0.0], [-1.361146237740981, -5.981592187608395, 0.0], [-1.361146173510442, -5.981592171470807, 0.0], [-1.361146108436604, -5.98159215681172, 0.0], [-1.361146045787708, -5.98159213961787, 0.0], [-1.361145980418165, -5.981592123417269, 0.0], [-1.361145915111593, -5.981592106076313, 0.0], [-1.361145850121718, -5.981592089896743, 0.0], [-1.361145786017123, -5.981592071478481, 0.0], [-1.361145721153191, -5.981592053018185, 0.0], [-1.361145654707616, -5.981592035614165, 0.0], [-1.361145589547978, -5.981592015612394, 0.0], [-1.361145525907014, -5.981591995694667, 0.0], [-1.361145459587381, -5.981591976009972, 0.0], [-1.361145394490716, -5.981591954867845, 0.0], [-1.361145328192075, -5.981591934803011, 0.0], [-1.361145263095409, -5.981591913660871, 0.0], [-1.361145198441384, -5.981591891399406, 0.0], [-1.361145132205714, -5.981591870194229, 0.0], [-1.361145067234993, -5.98159184677139, 0.0], [-1.361145001062296, -5.981591824425855, 0.0], [-1.361144934889598, -5.981591802080283, 0.0], [-1.361144868800862, -5.981591778214292, 0.0], [-1.361144802754109, -5.981591753588059, 0.0], [-1.361144738184046, -5.98159172980611, 0.0], [-1.361144672221254, -5.981591703659405, 0.0], [-1.361144607334495, -5.981591678716083, 0.0], [-1.361144541371704, -5.981591652569354, 0.0], [-1.36114447532495, -5.98159162794312, 0.0], [-1.361144409362159, -5.981591601796404, 0.0], [-1.361144343483329, -5.981591574129229, 0.0], [-1.361144278659541, -5.981591548045552, 0.0], [-1.361144214278394, -5.98159152084256, 0.0], [-1.361144148378574, -5.981591493555475, 0.0], [-1.361144083701721, -5.981591464810982, 0.0], [-1.361144017864873, -5.981591436383554, 0.0], [-1.361143951965052, -5.981591409096507, 0.0], [-1.361143887793811, -5.981591378092294, 0.0], [-1.361143824318934, -5.98159134827051, 0.0], [-1.361143758503076, -5.981591319462954, 0.0], [-1.361143694331835, -5.981591288458767, 0.0], [-1.361143629717953, -5.981591258573932, 0.0], [-1.361143566622744, -5.981591228773152, 0.0], [-1.361143502134805, -5.98159119660758, 0.0], [-1.361143437583896, -5.981591165582363, 0.0], [-1.361143373412653, -5.981591134578201, 0.0], [-1.361143310063719, -5.981591102475705, 0.0], [-1.361143247115445, -5.98159107001406, 0.0], [-1.361143182627506, -5.9815910378485, 0.0], [-1.361143120881206, -5.981591004309602, 0.0], [-1.36114305791194, -5.981590972228085, 0.0], [-1.36114299470994, -5.981590937464762, 0.0], [-1.361142932963641, -5.981590903925839, 0.0], [-1.36114287119635, -5.98159087076703, 0.0], [-1.361141152490864, -5.981588367849573, 0.0], [-1.361140028576829, -5.981585107461671, 0.0]]}";A01541;C01378;8;METRO;0
-5.98157114636,-1.36077413492;-1,36078;-5,98153;-1,36077;-5,98161;"{""type"": ""LineString"", ""coordinates"": [[-1.36077624388153, -5.981532872769099, 0.0], [-1.360772025960201, -5.981609419956086, 0.0]]}";A01541;C01378;8;METRO;0
-5.98174467589,-1.36076036228;-1,36077;-5,98173;-1,36075;-5,98176;"{""type"": ""LineString"", ""coordinates"": [[-1.360765442586805, -5.9817288756983, 0.0], [-1.360764850540948, -5.981739618639515, 0.0], [-1.360764730558655, -5.98174059150468, 0.0], [-1.360764485323939, -5.981741618823346, 0.0], [-1.360764131765565, -5.981742669886303, 0.0], [-1.36076367968258, -5.98174371206466, 0.0], [-1.360763146320448, -5.981744715810569, 0.0], [-1.360762550864952, -5.981745650921036, 0.0], [-1.360761901976127, -5.981746484704095, 0.0], [-1.360761216962402, -5.981747186471615, 0.0], [-1.360749545471221, -5.981757647141631, 0.0]]}";A01541;C01378;8;METRO;0
-5.98181810561,-1.36062984367;-1,36064;-5,98179;-1,36063;-5,98184;"{""type"": ""LineString"", ""coordinates"": [[-1.360638270573065, -5.981794804396823, 0.0], [-1.360633391667454, -5.981799179487959, 0.0], [-1.360633022818378, -5.981799535014458, 0.0], [-1.360632660181194, -5.981799929775211, 0.0], [-1.360632308142123, -5.981800360200185, 0.0], [-1.360631965772043, -5.981800822425121, 0.0], [-1.360631637920797, -5.981801311380558, 0.0], [-1.360631326295943, -5.981801823729521, 0.0], [-1.360631032751963, -5.981802353474134, 0.0], [-1.360630756676436, -5.981802897911612, 0.0], [-1.360630503953264, -5.981803453936054, 0.0], [-1.360630274517601, -5.981804015824689, 0.0], [-1.360630069760305, -5.981804579079181, 0.0], [-1.360629895565274, -5.981805140593641, 0.0], [-1.360629747607374, -5.981805695934646, 0.0], [-1.360629632613788, -5.981806240517883, 0.0], [-1.360629550731434, -5.981806771682537, 0.0], [-1.360629504995766, -5.981807282733605, 0.0], [-1.360627482034848, -5.98184398969631, 0.0]]}";A01541;C01378;8;METRO;0
-5.9821372582,-1.36132028565;-1,36132;-5,98215;-1,36132;-5,98212;"{""type"": ""LineString"", ""coordinates"": [[-1.361319537457195, -5.982150828560853, 0.0], [-1.361320310142858, -5.982136815938359, 0.0], [-1.361321033602262, -5.982123687819891, 0.0]]}";A01541;C01378;8;METRO;0
-5.98184526084,-1.36119934589;-1,36120;-5,98186;-1,36120;-5,98183;"{""type"": ""LineString"", ""coordinates"": [[-1.361198911496408, -5.981860194496742, 0.0], [-1.361200229337648, -5.981836309423026, 0.0], [-1.361196733164486, -5.981831174909233, 0.0]]}";A01541;C01378;8;METRO;0
-5.98169696426,-1.36121947019;-1,36121;-5,98172;-1,36123;-5,98168;"{""type"": ""LineString"", ""coordinates"": [[-1.361206761980655, -5.981717811883086, 0.0], [-1.361207038619827, -5.981712802315932, 0.0], [-1.361207041852427, -5.981712743777861, 0.0], [-1.361207046161057, -5.981712686443185, 0.0], [-1.361207050595632, -5.981712626827784, 0.0], [-1.36120705511417, -5.981712565691925, 0.0], [-1.361207061067415, -5.981712506160606, 0.0], [-1.361207068096689, -5.98171244783268, 0.0], [-1.361207073817203, -5.98171238561953, 0.0], [-1.361207080993414, -5.981712324630766, 0.0], [-1.361207089287635, -5.981712264085192, 0.0], [-1.361207097665821, -5.981712202019148, 0.0], [-1.361207106360701, -5.981712141114477, 0.0], [-1.361207115856897, -5.981712079491574, 0.0], [-1.361207124235084, -5.98171201742553, 0.0], [-1.361207136409943, -5.981711955569645, 0.0], [-1.361207145990104, -5.981711892426284, 0.0], [-1.361207157088935, -5.981711829366991, 0.0], [-1.361207169263795, -5.981711767511093, 0.0], [-1.361207181585591, -5.981711702994381, 0.0], [-1.361207193823424, -5.981711639998126, 0.0], [-1.361207207200259, -5.981711577064936, 0.0], [-1.361207222095764, -5.981711514215815, 0.0], [-1.361207235619535, -5.981711448621772, 0.0], [-1.361207250135372, -5.981711385751646, 0.0], [-1.361207266232852, -5.981711321825194, 0.0], [-1.361207281275294, -5.981711256315233, 0.0], [-1.361207295854104, -5.981711192304738, 0.0], [-1.361207313111577, -5.981711128061235, 0.0], [-1.36120732927203, -5.981711062994441, 0.0], [-1.361207346529503, -5.981710998750925, 0.0], [-1.361207363828958, -5.981710933747181, 0.0], [-1.361207382351379, -5.981710867286005, 0.0], [-1.361207402329497, -5.981710802049253, 0.0], [-1.361207420704982, -5.981710738248917, 0.0], [-1.361207440683099, -5.981710673012166, 0.0], [-1.361207460344523, -5.981710606614054, 0.0], [-1.361207481461643, -5.981710541440341, 0.0], [-1.361207502641737, -5.981710475126272, 0.0], [-1.361207522598864, -5.981710410269635, 0.0], [-1.36120754491796, -5.981710344018643, 0.0], [-1.361207566098053, -5.981710277704586, 0.0], [-1.361207588354176, -5.981710212593925, 0.0], [-1.361207610673272, -5.981710146342907, 0.0], [-1.361207635566076, -5.98171008175948, 0.0], [-1.361207659024174, -5.981710015571526, 0.0], [-1.36120768134327, -5.981709949320509, 0.0], [-1.361207707459039, -5.981709883279662, 0.0], [-1.361207731233833, -5.981709818253069, 0.0], [-1.361207757349603, -5.981709752212197, 0.0], [-1.361207783465373, -5.98170968617135, 0.0], [-1.36120780797851, -5.981709621566906, 0.0], [-1.36120783409428, -5.981709555526059, 0.0], [-1.361207860210051, -5.981709489485213, 0.0], [-1.361207887844491, -5.981709423528422, 0.0], [-1.361207915099264, -5.981709357550614, 0.0], [-1.361207943367094, -5.981709293916556, 0.0], [-1.361207972140537, -5.981709228022805, 0.0], [-1.361207998256307, -5.981709161981958, 0.0], [-1.361208028084788, -5.98170909767174, 0.0], [-1.361208057997233, -5.98170903184104, 0.0], [-1.361208087467038, -5.981708967129703, 0.0], [-1.361208117232547, -5.981708903959803, 0.0], [-1.361208147144993, -5.981708838129115, 0.0], [-1.361208176994466, -5.981708773438769, 0.0], [-1.361208206822947, -5.981708709128552, 0.0], [-1.361208237748449, -5.981708645641576, 0.0], [-1.361208268736924, -5.981708581014308, 0.0], [-1.361208301982413, -5.981708516893219, 0.0], [-1.361208333350556, -5.981708452286955, 0.0], [-1.361208365331096, -5.981708390383502, 0.0], [-1.361208397458574, -5.981708325819272, 0.0], [-1.36120843215976, -5.981708262922594, 0.0], [-1.361208464519969, -5.981708201040183, 0.0], [-1.361208496647447, -5.981708136475941, 0.0], [-1.361208531222688, -5.981708075859975, 0.0], [-1.361208565923874, -5.981708012963298, 0.0], [-1.361208599043418, -5.981707951122934, 0.0], [-1.361208633618659, -5.981707890506969, 0.0], [-1.361208667180842, -5.98170782754724, 0.0], [-1.361208702979049, -5.981707765473843, 0.0], [-1.361208738672302, -5.981707705301068, 0.0], [-1.361208774766213, -5.981707644769147, 0.0], [-1.361208808961787, -5.981707584132189, 0.0], [-1.361208846194699, -5.981707523663331, 0.0], [-1.36120888182498, -5.981707464630888, 0.0], [-1.361208919057893, -5.981707404162029, 0.0], [-1.361208955848167, -5.98170734481251, 0.0], [-1.361208992934144, -5.981707287004478, 0.0], [-1.361209029724417, -5.981707227654959, 0.0], [-1.361209068012369, -5.981707168769636, 0.0], [-1.361209104739669, -5.981707110560472, 0.0], [-1.361209142901676, -5.981707053955822, 0.0], [-1.361209181126657, -5.981706996210829, 0.0], [-1.361209219288664, -5.981706939606205, 0.0], [-1.361209258589673, -5.981706883064632, 0.0], [-1.361209295170037, -5.981706827516283, 0.0], [-1.361209335610049, -5.981706771037748, 0.0], [-1.361209374827095, -5.981706716016634, 0.0], [-1.36120941292613, -5.98170666055234, 0.0], [-1.361209453303168, -5.981706605214174, 0.0], [-1.361209493912939, -5.981706552557814, 0.0], [-1.361209533150975, -5.981706497156584, 0.0], [-1.361209573318106, -5.981706445619563, 0.0], [-1.361209613611181, -5.981706391801842, 0.0], [-1.36120965263931, -5.981706340201809, 0.0], [-1.36120969432511, -5.981706288748856, 0.0], [-1.361209734555213, -5.981706236071491, 0.0], [-1.361209776178041, -5.981706185758882, 0.0], [-1.361209816261207, -5.981706135742344, 0.0], [-1.361209859023037, -5.981706085492812, 0.0], [-1.361209899127195, -5.981706035096134, 0.0], [-1.361209941868035, -5.981705985226728, 0.0], [-1.361209981762283, -5.981705938631221, 0.0], [-1.36121002444015, -5.981705889902134, 0.0], [-1.361210067055043, -5.981705842313428, 0.0], [-1.361210108551926, -5.981705794281543, 0.0], [-1.361210151019883, -5.981705749353626, 0.0], [-1.361210194710807, -5.981705702968302, 0.0], [-1.361210235744058, -5.981705656435858, 0.0], [-1.361210279351017, -5.98170561157103, 0.0], [-1.36121032169303, -5.981705568923825, 0.0], [-1.361210362959012, -5.981705525073212, 0.0], [-1.36121040652399, -5.9817054809686, 0.0], [-1.361210449921041, -5.981705439904904, 0.0], [-1.361210493402056, -5.98170539732075, 0.0], [-1.361210536757125, -5.981705357017308, 0.0], [-1.361210579015173, -5.981705315890599, 0.0], [-1.361210622433215, -5.981705274446775, 0.0], [-1.361210667160017, -5.981705236888229, 0.0], [-1.361219580480208, -5.981697243371618, 0.0], [-1.361229202967832, -5.981688614245211, 0.0], [-1.361229248936782, -5.981688567985977, 0.0], [-1.361229298278928, -5.981688515812985, 0.0], [-1.36122934643826, -5.981688457474069, 0.0], [-1.36122939603047, -5.981688393876549, 0.0], [-1.361229445832589, -5.981688326477835, 0.0], [-1.361229497489234, -5.981688253081306, 0.0], [-1.36122954889216, -5.981688177383075, 0.0], [-1.361229599449957, -5.981688096300139, 0.0], [-1.36122965165237, -5.981688013020584, 0.0], [-1.361229702462059, -5.981687927376223, 0.0], [-1.361229755084293, -5.981687836494277, 0.0], [-1.36122980498588, -5.981687746605619, 0.0], [-1.361229855139361, -5.981687652155498, 0.0], [-1.361229906452835, -5.98168755738834, 0.0], [-1.361229954095581, -5.981687460130311, 0.0], [-1.361230002117994, -5.981687362893299, 0.0], [-1.361230048621735, -5.981687265572232, 0.0], [-1.361230092551771, -5.981687166583549, 0.0], [-1.361230135701479, -5.981687067932996, 0.0], [-1.361230178408547, -5.981686970401745, 0.0], [-1.361230218711663, -5.981686875025116, 0.0], [-1.36123025642008, -5.981686778361023, 0.0], [-1.361230290184884, -5.9816866841476, 0.0], [-1.36123032268474, -5.981686592151837, 0.0], [-1.361230353898656, -5.981686502753823, 0.0], [-1.361230381189951, -5.981686415426377, 0.0], [-1.361230407195305, -5.981686330696718, 0.0], [-1.361230427675404, -5.981686249473977, 0.0], [-1.361230445667587, -5.981686171926341, 0.0], [-1.361230461192847, -5.981686097673659, 0.0], [-1.361230479634029, -5.981685963721494, 0.0], [-1.361231040173048, -5.981675792472299, 0.0]]}";A01541;C01378;8;METRO;0
-5.98156252376,-1.36111677233;-1,36114;-5,98159;-1,36109;-5,98154;"{""type"": ""LineString"", ""coordinates"": [[-1.361140028660792, -5.981585105941188, 0.0], [-1.361136252533111, -5.98158311672751, 0.0], [-1.361133370578393, -5.981581224287131, 0.0], [-1.361098250531209, -5.981541956428588, 0.0], [-1.361097550988252, -5.981541272962755, 0.0], [-1.361096719331768, -5.981540623362475, 0.0], [-1.361095785412295, -5.981540025675082, 0.0], [-1.36109478163126, -5.981539493132446, 0.0], [-1.361094108853924, -5.981539200816571, 0.0]]}";A01541;C01378;8;METRO;0
-5.98152913239,-1.36092432641;-1,36096;-5,98153;-1,36089;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.360958113863117, -5.981530998891099, 0.0], [-1.360890538947522, -5.981527265892644, 0.0]]}";A01541;C01378;8;METRO;0
-5.98192405238,-1.36057713635;-1,36059;-5,98191;-1,36057;-5,98193;"{""type"": ""LineString"", ""coordinates"": [[-1.360588936588332, -5.981913473015008, 0.0], [-1.360565336105917, -5.981934631742403, 0.0]]}";A01541;C01378;8;METRO;0
-5.98228138438,-1.36022047559;-1,36028;-5,98222;-1,36019;-5,98235;"{""type"": ""LineString"", ""coordinates"": [[-1.360276197192595, -5.982222874903703, 0.0], [-1.360196250338227, -5.98229454718289, 0.0], [-1.360194916160215, -5.982296081189361, 0.0], [-1.360193786351346, -5.98229801769462, 0.0], [-1.360192980372088, -5.982300110523759, 0.0], [-1.360192616480937, -5.982302114579153, 0.0], [-1.360189860033935, -5.982352131431189, 0.0]]}";A01541;C01378;8;METRO;0
-5.9825188409,-1.36018067631;-1,36018;-5,98249;-1,36018;-5,98255;"{""type"": ""LineString"", ""coordinates"": [[-1.360182530884184, -5.982485180143144, 0.0], [-1.36017882173147, -5.982552501658723, 0.0]]}";A01541;C01378;8;METRO;0
-5.98265291982,-1.36017328763;-1,36018;-5,98262;-1,36017;-5,98269;"{""type"": ""LineString"", ""coordinates"": [[-1.360175129093141, -5.982619496507901, 0.0], [-1.360171446164135, -5.982686343132404, 0.0]]}";A01541;C01378;8;METRO;0
-5.98152446136,-1.36082915071;-1,36089;-5,98153;-1,36078;-5,98153;"{""type"": ""LineString"", ""coordinates"": [[-1.360890538947522, -5.981527265892644, 0.0], [-1.360781423511074, -5.981521237960735, 0.0], [-1.360779648574242, -5.981521498125413, 0.0], [-1.360778155393626, -5.981522393846428, 0.0], [-1.360777102650545, -5.981523782538089, 0.0], [-1.360776649722656, -5.981525522797093, 0.0], [-1.36077624388153, -5.981532872769099, 0.0]]}";A01541;C01378;8;METRO;0
-5.98170236293,-1.36076690406;-1,36077;-5,98168;-1,36077;-5,98173;"{""type"": ""LineString"", ""coordinates"": [[-1.360768365525132, -5.981675850162651, 0.0], [-1.360765442586805, -5.9817288756983, 0.0]]}";A01541;C01378;8;METRO;0
