Geo Point;origin_x;origin_y;arrival_x;arrival_y;Geo Shape;IDREFLIGA;IDREFLIGC;LIGNE;MODE_;FOURCHE
-5.98169171904,-1.36098737347;-1,36099;-5,98167;-1,36099;-5,98172;"{""type"": ""LineString"", ""coordinates"": [[-1.360988781318623, -5.981666178617437, 0.0], [-1.360985965616142, -5.981717259471537, 0.0]]}";A01537;C01374;4;METRO;0
-5.98197180996,-1.36108741024;-1,36106;-5,98194;-1,36112;-5,98200;"{""type"": ""LineString"", ""coordinates"": [[-1.361058918613106, -5.981939953147269, 0.0], [-1.361115901857137, -5.982003666767008, 0.0]]}";A01537;C01374;4;METRO;0
-5.98224018897,-1.36096356461;-1,36096;-5,98221;-1,36098;-5,98227;"{""type"": ""LineString"", ""coordinates"": [[-1.360960184935848, -5.982211124659396, 0.0], [-1.360958614742196, -5.982238994842954, 0.0], [-1.360958605801899, -5.982239473993732, 0.0], [-1.360958626881682, -5.98223997501379, 0.0], [-1.360958676756735, -5.982240492497428, 0.0], [-1.360958754856638, -5.982241022981595, 0.0], [-1.36095886096964, -5.982241563404348, 0.0], [-1.360958993132596, -5.982242107937918, 0.0], [-1.360959147758748, -5.982242652570987, 0.0], [-1.360959326217979, -5.982243193185349, 0.0], [-1.360959525198252, -5.982243727691265, 0.0], [-1.36095974345377, -5.982244251063268, 0.0], [-1.360959979780718, -5.982244757515483, 0.0], [-1.36096023510634, -5.982245244049093, 0.0], [-1.360960502701618, -5.982245708385268, 0.0], [-1.360960788259672, -5.982246143976099, 0.0], [-1.36096108281547, -5.982246547656488, 0.0], [-1.360961391894219, -5.982246915919454, 0.0], [-1.3609755088451, -5.982262699751846, 0.0], [-1.360975816426049, -5.982263067550605, 0.0], [-1.360976111298404, -5.982263472392304, 0.0], [-1.360976394114695, -5.98226390935646, 0.0], [-1.360976663987804, -5.982264373818623, 0.0], [-1.360976918174266, -5.982264860289092, 0.0], [-1.360977154417083, -5.982265368261714, 0.0], [-1.360977348589954, -5.982265831202771, 0.0]]}";A01537;C01374;4;METRO;0
-5.98159504423,-1.36091607035;-1,36089;-5,98157;-1,36096;-5,98160;"{""type"": ""LineString"", ""coordinates"": [[-1.360888120073847, -5.981571188930392, 0.0], [-1.3608878801019, -5.98157553482246, 0.0], [-1.360887873637162, -5.981575651898893, 0.0], [-1.360887869303506, -5.981575771762231, 0.0], [-1.360887869104222, -5.981575892616949, 0.0], [-1.360887869643284, -5.981576013893826, 0.0], [-1.360887871554094, -5.981576137915587, 0.0], [-1.360887876143569, -5.981576261704327, 0.0], [-1.360887882864128, -5.981576388279984, 0.0], [-1.36088789078666, -5.981576513778336, 0.0], [-1.360887901240932, -5.981576641704494, 0.0], [-1.360887912687282, -5.981576772354505, 0.0], [-1.360887925736264, -5.981576901568102, 0.0], [-1.3608879421183, -5.981577032491322, 0.0], [-1.360887958500337, -5.981577163414505, 0.0], [-1.360887977540051, -5.981577294484807, 0.0], [-1.360888000250509, -5.98157742804598, 0.0], [-1.360888021358337, -5.981577563043555, 0.0], [-1.360888044131764, -5.981577695464359, 0.0], [-1.3608880701333, -5.981577831495359, 0.0], [-1.360888097758454, -5.981577965709805, 0.0], [-1.36088812761964, -5.981578100810582, 0.0], [-1.360888157396867, -5.981578237431843, 0.0], [-1.360888189957708, -5.981578371919486, 0.0], [-1.360888223531616, -5.981578508750905, 0.0], [-1.360888258645186, -5.981578645286253, 0.0], [-1.360888294876772, -5.981578782264728, 0.0], [-1.360888332373297, -5.981578917025567, 0.0], [-1.3608883731609, -5.981579054256247, 0.0], [-1.360888414412129, -5.981579189987449, 0.0], [-1.360888455642367, -5.981579326098778, 0.0], [-1.360888500753246, -5.981579460899757, 0.0], [-1.360888545400497, -5.981579597200239, 0.0], [-1.360888591713348, -5.981579730923925, 0.0], [-1.36088863796323, -5.981579865787968, 0.0], [-1.36088868813573, -5.981579998581418, 0.0], [-1.360888737928561, -5.98158013135389, 0.0], [-1.360888790695769, -5.981580265434816, 0.0], [-1.360888843230234, -5.981580396833898, 0.0], [-1.360888897262382, -5.981580528697176, 0.0], [-1.360888952137824, -5.98158065908198, 0.0], [-1.360889009037545, -5.981580787291144, 0.0], [-1.360889065578584, -5.981580915099202, 0.0], [-1.360889125958285, -5.981581042357152, 0.0], [-1.360889184840302, -5.981581169150931, 0.0], [-1.360889245366928, -5.981581293748054, 0.0], [-1.360889307095526, -5.981581417267859, 0.0], [-1.360889370426755, -5.981581539351275, 0.0], [-1.360889434896987, -5.981581661497692, 0.0], [-1.360889499113488, -5.981581781342417, 0.0], [-1.360889565375256, -5.981581898631376, 0.0], [-1.360889631173396, -5.9815820174198, 0.0], [-1.360889699543398, -5.981582131012637, 0.0], [-1.36088976820911, -5.981582246146973, 0.0], [-1.360889838307678, -5.981582356022708, 0.0], [-1.360889908322288, -5.9815824674189, 0.0], [-1.360889979685796, -5.981582575076962, 0.0], [-1.360890051112273, -5.981582681594641, 0.0], [-1.360890123887648, -5.981582784374214, 0.0], [-1.36089019706368, -5.981582886794666, 0.0], [-1.360890271483664, -5.981582987377583, 0.0], [-1.360890345691895, -5.981583084898529, 0.0], [-1.360890422662749, -5.981583180665984, 0.0], [-1.360890497523509, -5.981583273266435, 0.0], [-1.360890574788216, -5.981583363712237, 0.0], [-1.360890652495557, -5.981583453038675, 0.0], [-1.360902108458742, -5.981596262528845, 0.0], [-1.360902188590993, -5.981596349320558, 0.0], [-1.360902269862248, -5.981596436175336, 0.0], [-1.360902353411511, -5.981596523156179, 0.0], [-1.36090244126306, -5.981596608087485, 0.0], [-1.360902531329648, -5.981596694285198, 0.0], [-1.360902620320201, -5.981596779279543, 0.0], [-1.3609027154694, -5.981596863089652, 0.0], [-1.36090281059761, -5.981596947279863, 0.0], [-1.360902908467453, -5.981597030096686, 0.0], [-1.360903007413332, -5.981597114116928, 0.0], [-1.360903108763156, -5.981597195982561, 0.0], [-1.360903211694621, -5.98159727679188, 0.0], [-1.360903318064087, -5.981597357410214, 0.0], [-1.360903424792232, -5.981597438429667, 0.0], [-1.360903532743338, -5.981597517991712, 0.0], [-1.360903643415089, -5.981597596560497, 0.0], [-1.360903756427816, -5.981597674114989, 0.0], [-1.360903867921872, -5.981597751585452, 0.0], [-1.360903984794248, -5.981597828209773, 0.0], [-1.360904100611578, -5.981597903250559, 0.0], [-1.36090421763088, -5.981597977214014, 0.0], [-1.360904335789185, -5.981598051240546, 0.0], [-1.360904456309458, -5.981598123872673, 0.0], [-1.36090457619633, -5.981598194182091, 0.0], [-1.360904699479226, -5.9815982650607, 0.0], [-1.360904822867069, -5.981598334038739, 0.0], [-1.36090494629689, -5.981598402256586, 0.0], [-1.360905071329341, -5.981598469037968, 0.0], [-1.360905198702769, -5.981598534805121, 0.0], [-1.360905324937193, -5.98159860050921, 0.0], [-1.360905452436556, -5.981598663995626, 0.0], [-1.360905581158883, -5.981598726024623, 0.0], [-1.360905708805173, -5.981598786850225, 0.0], [-1.360905839193097, -5.981598846302438, 0.0], [-1.360905969623001, -5.981598904994422, 0.0], [-1.360906098555222, -5.981598963222249, 0.0], [-1.360906228752382, -5.981599019232415, 0.0], [-1.360906360552173, -5.981599073806153, 0.0], [-1.360906490199894, -5.981599125973089, 0.0], [-1.36090662218859, -5.98159917712576, 0.0], [-1.360906753881576, -5.981599226736929, 0.0], [-1.360906885933241, -5.981599276749243, 0.0], [-1.360907015853823, -5.981599323974653, 0.0], [-1.36090714819934, -5.981599368665314, 0.0], [-1.360907279152122, -5.981599410991233, 0.0], [-1.360907410484572, -5.98159945333813, 0.0], [-1.360907541521311, -5.981599494143565, 0.0], [-1.360907673063656, -5.981599532689305, 0.0], [-1.360907802011292, -5.98159956994757, 0.0], [-1.360907932624527, -5.981599604629076, 0.0], [-1.36090806171909, -5.981599639226539, 0.0], [-1.360908191023547, -5.98159967002282, 0.0], [-1.360908318872301, -5.981599699594676, 0.0], [-1.360908446024687, -5.981599727984142, 0.0], [-1.360908571805328, -5.981599753628737, 0.0], [-1.360908697648937, -5.981599778132978, 0.0], [-1.360908824082109, -5.981599798857039, 0.0], [-1.360908946338933, -5.981599819349964, 0.0], [-1.360909070261355, -5.981599837266092, 0.0], [-1.360909191568079, -5.98159985427491, 0.0], [-1.360909314244692, -5.981599867165443, 0.0], [-1.360909433504293, -5.981599879866886, 0.0], [-1.360909552573132, -5.981599889126245, 0.0], [-1.360909670966592, -5.981599896823072, 0.0], [-1.360922101740793, -5.981600583715864, 0.0], [-1.360956127039817, -5.981602463194999, 0.0]]}";A01537;C01374;4;METRO;0
-5.98204875903,-1.36113301358;-1,36112;-5,98200;-1,36113;-5,98210;"{""type"": ""LineString"", ""coordinates"": [[-1.361115901857137, -5.982003666767008, 0.0], [-1.361134665757245, -5.98202464887703, 0.0], [-1.361134994649002, -5.982025044546747, 0.0], [-1.361135311612375, -5.982025476921337, 0.0], [-1.36113561641463, -5.982025943319098, 0.0], [-1.361135902073009, -5.982026439159366, 0.0], [-1.361136175293721, -5.982026960238062, 0.0], [-1.361136428672359, -5.982027502713837, 0.0], [-1.3611366624818, -5.982028061645192, 0.0], [-1.361136876489314, -5.982028634350282, 0.0], [-1.361137068056392, -5.982029213438771, 0.0], [-1.361137234292639, -5.982029796081746, 0.0], [-1.361137374185004, -5.98203037993547, 0.0], [-1.361137489692948, -5.982030957101593, 0.0], [-1.361137572948443, -5.98203152523816, 0.0], [-1.361137627345652, -5.982032078051387, 0.0], [-1.361137650310879, -5.982032613873645, 0.0], [-1.361137640493385, -5.982033129580015, 0.0], [-1.361134615873683, -5.982087991924796, 0.0], [-1.36113402532634, -5.982096631005435, 0.0], [-1.361133977485637, -5.982097090465272, 0.0], [-1.361133884314122, -5.982097536358937, 0.0], [-1.361133746864992, -5.982097963406798, 0.0], [-1.361133570875212, -5.982098371163896, 0.0], [-1.361133358790702, -5.982098756715365, 0.0], [-1.36113310921874, -5.982099117696464, 0.0]]}";A01537;C01374;4;METRO;0
-5.98211849301,-1.36101633808;-1,36103;-5,98210;-1,36100;-5,98213;"{""type"": ""LineString"", ""coordinates"": [[-1.36103374868746, -5.982102889454444, 0.0], [-1.360998927472333, -5.982134096575162, 0.0]]}";A01537;C01374;4;METRO;0
-5.98139437321,-1.36096428695;-1,36104;-5,98136;-1,36090;-5,98143;"{""type"": ""LineString"", ""coordinates"": [[-1.361035890614807, -5.981363893019926, 0.0], [-1.361034318301528, -5.981392435627971, 0.0], [-1.361034265935171, -5.981392928776104, 0.0], [-1.361034164904521, -5.9813934066483, 0.0], [-1.361034020713854, -5.981393866117768, 0.0], [-1.361033832138359, -5.981394301778749, 0.0], [-1.361033603291423, -5.981394715002762, 0.0], [-1.361033337336342, -5.981395103677218, 0.0], [-1.361033036507303, -5.981395461825283, 0.0], [-1.361032702702648, -5.981395789552054, 0.0], [-1.361032342144015, -5.981396084532916, 0.0], [-1.361031952320652, -5.981396343959934, 0.0], [-1.361031539433204, -5.981396565888634, 0.0], [-1.361031102468601, -5.981396747975262, 0.0], [-1.36103064811211, -5.981396886395776, 0.0], [-1.361030178557781, -5.981396982796708, 0.0], [-1.361029693128393, -5.981397028752403, 0.0], [-1.361029197751717, -5.981397027259972, 0.0], [-1.361015480227238, -5.981396269508658, 0.0], [-1.360902987041664, -5.98139005520828, 0.0], [-1.360902491643951, -5.981390054096752, 0.0], [-1.360902006151626, -5.981390101193617, 0.0], [-1.360901536744341, -5.981390194934487, 0.0], [-1.360901082388039, -5.981390333355751, 0.0], [-1.360900647638749, -5.981390516709576, 0.0], [-1.360900232536591, -5.981390737372529, 0.0], [-1.360899843831653, -5.981390997243388, 0.0], [-1.360899481628881, -5.981391294421529, 0.0], [-1.360899149427398, -5.981391620712459, 0.0], [-1.360898848514994, -5.981391980381528, 0.0], [-1.360898581568486, -5.98139236633259, 0.0], [-1.360898353840269, -5.981392780000175, 0.0], [-1.360898165139582, -5.981393217942199, 0.0], [-1.360898019894656, -5.981393675828374, 0.0], [-1.360897918927799, -5.981394152560418, 0.0], [-1.360897866562294, -5.981394645708615, 0.0], [-1.360896888261078, -5.98141204545839, 0.0], [-1.36089598551598, -5.981428442423152, 0.0]]}";A01537;C01374;4;METRO;0
-5.98118691656,-1.36111044582;-1,36111;-5,98118;-1,36111;-5,98120;"{""type"": ""LineString"", ""coordinates"": [[-1.361110963897279, -5.981177670444038, 0.0], [-1.361109927742032, -5.981196162685695, 0.0]]}";A01537;C01374;4;METRO;0
-5.98144801081,-1.36085367452;-1,36081;-5,98147;-1,36089;-5,98143;"{""type"": ""LineString"", ""coordinates"": [[-1.360810809204179, -5.981466638499842, 0.0], [-1.360830984140377, -5.981448552329956, 0.0], [-1.360831163762942, -5.98144839603339, 0.0], [-1.360831353047005, -5.981448244084413, 0.0], [-1.360831552519158, -5.981448093843126, 0.0], [-1.360831757392496, -5.98144794923875, 0.0], [-1.360831971398874, -5.981447804758568, 0.0], [-1.360832192409069, -5.981447664478855, 0.0], [-1.360832422384391, -5.981447527364316, 0.0], [-1.360832656642879, -5.981447395443483, 0.0], [-1.360832897292772, -5.981447265020257, 0.0], [-1.360833143660549, -5.981447141395252, 0.0], [-1.360833394838086, -5.981447020324182, 0.0], [-1.36083364960242, -5.981446903264452, 0.0], [-1.360833910548265, -5.981446791503475, 0.0], [-1.360834172360259, -5.981446684747102, 0.0], [-1.360834437379379, -5.981446581981052, 0.0], [-1.360834707378036, -5.981446485591085, 0.0], [-1.360834975648128, -5.981446392918258, 0.0], [-1.360835247358091, -5.981446306917599, 0.0], [-1.360835519111897, -5.981446227019864, 0.0], [-1.360835791352181, -5.98144615210569, 0.0], [-1.360836063636308, -5.981446083294441, 0.0], [-1.36083633518395, -5.981446020924208, 0.0], [-1.360836605319727, -5.981445963432477, 0.0], [-1.360836872757706, -5.981445913417058, 0.0], [-1.360837139796892, -5.981445870623865, 0.0], [-1.360837403758612, -5.981445835285969, 0.0], [-1.360837662511779, -5.981445804616452, 0.0], [-1.360837919496262, -5.981445785287446, 0.0], [-1.360838172495155, -5.981445769169388, 0.0], [-1.360838419632966, -5.981445762640192, 0.0], [-1.360838661857935, -5.98144576232089, 0.0], [-1.360838898517532, -5.981445773131951, 0.0], [-1.360857555125435, -5.981446804605503, 0.0], [-1.360880434176273, -5.981448067122498, 0.0], [-1.360880522723057, -5.981448070498339, 0.0], [-1.360880608591168, -5.981448074107226, 0.0], [-1.360880695745212, -5.981448075118311, 0.0], [-1.360880782815299, -5.98144807764988, 0.0], [-1.360880870495938, -5.98144807602113, 0.0], [-1.360880956573945, -5.981448075828822, 0.0], [-1.360881041638881, -5.981448073292749, 0.0], [-1.360881129065787, -5.981448069362296, 0.0], [-1.360881214214681, -5.981448065305752, 0.0], [-1.360881299426543, -5.981448060108828, 0.0], [-1.360881384785331, -5.981448052251102, 0.0], [-1.360881469701483, -5.98144804551269, 0.0], [-1.360881554047201, -5.981448035311214, 0.0], [-1.360881638329951, -5.981448026250068, 0.0], [-1.360881723435007, -5.9814480160906, 0.0], [-1.360881806788645, -5.981448003165246, 0.0], [-1.360881890964589, -5.981447989141544, 0.0], [-1.360881972799551, -5.981447976132121, 0.0], [-1.360882055920447, -5.98144796052491, 0.0], [-1.360882139400021, -5.981447945318831, 0.0], [-1.360882221507846, -5.981447927367856, 0.0], [-1.360882302096997, -5.981447909332827, 0.0], [-1.360882385723498, -5.981447891465908, 0.0], [-1.360882465320569, -5.981447870707, 0.0], [-1.360882547554329, -5.981447850475314, 0.0], [-1.360882627594038, -5.98144782859708, 0.0], [-1.360882707317044, -5.981447805557447, 0.0], [-1.360882787103019, -5.981447781377484, 0.0], [-1.360882867352621, -5.981447755698054, 0.0], [-1.360882946083546, -5.981447729934569, 0.0], [-1.360883023738436, -5.981447702967664, 0.0], [-1.36088310253233, -5.981447676063822, 0.0], [-1.360883180313154, -5.981447646816204, 0.0], [-1.36088325811497, -5.981447617188485, 0.0], [-1.360883333301081, -5.981447586653418, 0.0], [-1.360883410089827, -5.981447554681948, 0.0], [-1.360883486498903, -5.981447522689435, 0.0], [-1.360883562148642, -5.981447490654901, 0.0], [-1.360883636489599, -5.981447454735141, 0.0], [-1.360883711822637, -5.98144742153926, 0.0], [-1.360883786163595, -5.981447385619487, 0.0], [-1.360883859365547, -5.981447349636676, 0.0], [-1.360883932714424, -5.981447310993013, 0.0], [-1.360884004586606, -5.981447271505078, 0.0], [-1.360884076796478, -5.981447232798376, 0.0], [-1.360884150271292, -5.98144719187404, 0.0], [-1.360884221004467, -5.981447152323065, 0.0], [-1.3608842918216, -5.981447111251583, 0.0], [-1.360884361646653, -5.981447067456236, 0.0], [-1.360884431387749, -5.981447025181385, 0.0], [-1.360884498618088, -5.9814469800986, 0.0], [-1.360884567430072, -5.981446933959488, 0.0], [-1.360884636095129, -5.981446890481243, 0.0], [-1.360884702396357, -5.981446841534224, 0.0], [-1.360884769752634, -5.981446794170701, 0.0], [-1.360884834851887, -5.981446746301012, 0.0], [-1.360884902271132, -5.981446697797134, 0.0], [-1.360884966357316, -5.981446647583656, 0.0], [-1.360885030147789, -5.981446595828703, 0.0], [-1.36088509535199, -5.981446546058378, 0.0], [-1.360885158446095, -5.981446493121048, 0.0], [-1.360885221076572, -5.981446441683159, 0.0], [-1.360885281575964, -5.981446387458378, 0.0], [-1.360885343277328, -5.981446332156255, 0.0], [-1.360885403397051, -5.981446277910456, 0.0], [-1.36088546395941, -5.981446222545282, 0.0], [-1.360885521990024, -5.981446164752313, 0.0], [-1.360885582552384, -5.981446109387151, 0.0], [-1.360885639381024, -5.981446052671488, 0.0], [-1.360885696440548, -5.981445991774514, 0.0], [-1.360885753332156, -5.981445933918507, 0.0], [-1.360885808852017, -5.981445873317605, 0.0], [-1.360885864751544, -5.98144581273772, 0.0], [-1.36088591906943, -5.981445753214122, 0.0], [-1.360885972458202, -5.98144568982629, 0.0], [-1.360886025763018, -5.981445627958968, 0.0], [-1.360886076936747, -5.981445563304677, 0.0], [-1.360886129123545, -5.981445500994189, 0.0], [-1.360886181436281, -5.98144543640295, 0.0], [-1.36088622993134, -5.981445371981718, 0.0], [-1.360886279670352, -5.981445305722902, 0.0], [-1.360886328249367, -5.9814452397812, 0.0], [-1.360886375372676, -5.981445172615035, 0.0], [-1.360886422896644, -5.981445105089798, 0.0], [-1.360886469344573, -5.981445036361166, 0.0], [-1.36088651418987, -5.981444969068937, 0.0], [-1.360886559182093, -5.981444899115855, 0.0], [-1.360886601516635, -5.981444829015718, 0.0], [-1.360886645306882, -5.981444760139992, 0.0], [-1.360886688084062, -5.981444688920478, 0.0], [-1.360886728287517, -5.981444616033397, 0.0], [-1.360886769629978, -5.98144454320937, 0.0], [-1.360886808673437, -5.981444470639365, 0.0], [-1.360886846156242, -5.981444398745548, 0.0], [-1.360886885262671, -5.981444325035188, 0.0], [-1.360886921732407, -5.98144425079762, 0.0], [-1.360886958202142, -5.981444176560038, 0.0], [-1.360886992456833, -5.981444101056024, 0.0], [-1.36088702787152, -5.981444025234934, 0.0], [-1.360887062189181, -5.98144394859055, 0.0], [-1.360887093849159, -5.98144387179906, 0.0], [-1.360887125530127, -5.981443794627481, 0.0], [-1.360887156051099, -5.981443717772964, 0.0], [-1.360887185074386, -5.981443640454265, 0.0], [-1.360887214603278, -5.981443560875846, 0.0], [-1.36088724139053, -5.981443482670827, 0.0], [-1.360887269484705, -5.981443401487895, 0.0], [-1.360887296355915, -5.981443321762407, 0.0], [-1.360887320569444, -5.981443241889811, 0.0], [-1.360887345225611, -5.981443160897864, 0.0], [-1.360887368363102, -5.981443079821873, 0.0], [-1.360887390361586, -5.981442998682832, 0.0], [-1.360887410925353, -5.981442915939264, 0.0], [-1.360887430645825, -5.981442834674133, 0.0], [-1.360887450196523, -5.981442749586802, 0.0], [-1.360887468419309, -5.981442667857514, 0.0], [-1.36088748446903, -5.981442584101524, 0.0], [-1.360887501299078, -5.981442500007454, 0.0], [-1.360887516230782, -5.9814424158083, 0.0], [-1.360887530845785, -5.981442330447772, 0.0], [-1.360887543266732, -5.981442243440696, 0.0], [-1.360887555077129, -5.9814421605939, 0.0], [-1.360887564840396, -5.981442073439718, 0.0], [-1.360887576101349, -5.98144198674973, 0.0], [-1.360887583122976, -5.981441900968924, 0.0], [-1.360887591726246, -5.981441814131817, 0.0], [-1.360887597755793, -5.981441725627133, 0.0], [-1.360887604081051, -5.981441638663949, 0.0], [-1.360888018816906, -5.981432044955839, 0.0], [-1.360888240166076, -5.981428015630842, 0.0]]}";A01538;C01375;5;METRO;0
-5.98209931127,-1.36076733493;-1,36077;-5,98212;-1,36077;-5,98208;"{""type"": ""LineString"", ""coordinates"": [[-1.36076612500224, -5.982121237503873, 0.0], [-1.360768544865039, -5.982077385027202, 0.0]]}";A01538;C01375;5;METRO;0
-5.98199044286,-1.36077333562;-1,36077;-5,98205;-1,36078;-5,98193;"{""type"": ""LineString"", ""coordinates"": [[-1.36077023708224, -5.982046669195912, 0.0], [-1.360776434160746, -5.981934216528534, 0.0]]}";A01538;C01375;5;METRO;0
-5.98173771917,-1.36075067457;-1,36075;-5,98177;-1,36075;-5,98171;"{""type"": ""LineString"", ""coordinates"": [[-1.360749020676382, -5.981767717030479, 0.0], [-1.360752328472456, -5.9817077213088, 0.0]]}";A01538;C01375;5;METRO;0
-5.98163155508,-1.36075652839;-1,36075;-5,98166;-1,36076;-5,98160;"{""type"": ""LineString"", ""coordinates"": [[-1.360754708303497, -5.981664552274566, 0.0], [-1.360758348471149, -5.981598557882005, 0.0]]}";A01538;C01375;5;METRO;0
-5.98126880059,-1.360597949;-1,36056;-5,98127;-1,36063;-5,98127;"{""type"": ""LineString"", ""coordinates"": [[-1.360563401313516, -5.981266892347148, 0.0], [-1.360632496685571, -5.98127070883594, 0.0]]}";A01538;C01375;5;METRO;0
-5.98125945235,-1.36042988221;-1,36037;-5,98126;-1,36049;-5,98126;"{""type"": ""LineString"", ""coordinates"": [[-1.360368481801546, -5.981256037279409, 0.0], [-1.360491282613052, -5.981262867417181, 0.0]]}";A01538;C01375;5;METRO;0
-5.9813160144,-1.36087555371;-1,36095;-5,98136;-1,36078;-5,98133;"{""type"": ""LineString"", ""coordinates"": [[-1.360945209091732, -5.981358911886499, 0.0], [-1.360947429783681, -5.981318606018045, 0.0], [-1.360947437140567, -5.981318355542049, 0.0], [-1.360947430894179, -5.981318110032348, 0.0], [-1.360947414375727, -5.981317864335377, 0.0], [-1.360947385372018, -5.981317624047843, 0.0], [-1.360947342173614, -5.981317385643603, 0.0], [-1.360947289210607, -5.981317151655551, 0.0], [-1.360947226862667, -5.981316922104717, 0.0], [-1.360947150890463, -5.981316697900267, 0.0], [-1.360947065659265, -5.98131647585231, 0.0], [-1.360946968955878, -5.981316261557553, 0.0], [-1.360946863289208, -5.981316050960764, 0.0], [-1.360946747352328, -5.981315847039895, 0.0], [-1.360946621946554, -5.981315649076701, 0.0], [-1.360946487789249, -5.98131545787347, 0.0], [-1.36094634454272, -5.98131527264892, 0.0], [-1.360946193683667, -5.981315094247359, 0.0], [-1.360946033208793, -5.981314924464299, 0.0], [-1.360945866260403, -5.981314761567318, 0.0], [-1.360945690117843, -5.981314606549602, 0.0], [-1.360945507396815, -5.98131446031855, 0.0], [-1.360945317738643, -5.981314322473005, 0.0], [-1.360945121397057, -5.98131419531467, 0.0], [-1.360944918181295, -5.981314075401486, 0.0], [-1.360944709779808, -5.981313966639722, 0.0], [-1.360944494462165, -5.981313865883338, 0.0], [-1.36094427199748, -5.981313777313668, 0.0], [-1.360944046772014, -5.981313697360656, 0.0], [-1.360943814716206, -5.981313630755706, 0.0], [-1.360943578234011, -5.981313575344196, 0.0], [-1.360943338548396, -5.981313529668734, 0.0], [-1.360943094711116, -5.981313497108315, 0.0], [-1.360942845920851, -5.981313478381158, 0.0], [-1.360923914363092, -5.981312522032447, 0.0], [-1.360826322713711, -5.981307111665686, 0.0], [-1.360801111015874, -5.981305718531541, 0.0], [-1.36080097218651, -5.981305722286046, 0.0], [-1.360800816676411, -5.981305738462169, 0.0], [-1.360800644126896, -5.981305766658766, 0.0], [-1.360800458460594, -5.981305804805245, 0.0], [-1.360800265076835, -5.981305851675335, 0.0], [-1.360800164874412, -5.981305880063389, 0.0], [-1.360800064692979, -5.981305908071302, 0.0], [-1.360799961706935, -5.981305938592987, 0.0], [-1.360799858953639, -5.981305971796489, 0.0], [-1.360799756158364, -5.981306005760259, 0.0], [-1.360799651823423, -5.981306040020061, 0.0], [-1.360799549999243, -5.981306077087823, 0.0], [-1.36079944918814, -5.981306116499336, 0.0], [-1.360799347321983, -5.981306154327326, 0.0], [-1.360799248788895, -5.981306193864942, 0.0], [-1.36079915169053, -5.981306235007071, 0.0], [-1.360799057270839, -5.981306275916205, 0.0], [-1.360798875498257, -5.981306360794509, 0.0], [-1.360798708595752, -5.981306445352049, 0.0], [-1.360798557660353, -5.981306530412041, 0.0], [-1.360798425750406, -5.981306615762479, 0.0], [-1.360798316450851, -5.98130669855153, 0.0], [-1.360775928541248, -5.981326756282709, 0.0]]}";A01538;C01375;5;METRO;0
-5.98189974473,-1.36077833436;-1,36078;-5,98193;-1,36078;-5,98187;"{""type"": ""LineString"", ""coordinates"": [[-1.360776434160746, -5.981934216528534, 0.0], [-1.360780234559072, -5.98186527292438, 0.0]]}";A01538;C01375;5;METRO;0
-5.98181438479,-1.36077115137;-1,36078;-5,98187;-1,36075;-5,98177;"{""type"": ""LineString"", ""coordinates"": [[-1.360780234190982, -5.981865272141455, 0.0], [-1.36078092603984, -5.981852721764803, 0.0], [-1.360782668199109, -5.981821101535552, 0.0], [-1.360782655994412, -5.981820122499157, 0.0], [-1.360782526919415, -5.98181907370195, 0.0], [-1.360782289652829, -5.981817991083235, 0.0], [-1.360781956584211, -5.981816905449772, 0.0], [-1.360781539259831, -5.981815849086714, 0.0], [-1.360781048804314, -5.981814855018483, 0.0], [-1.360780494443951, -5.981813956164418, 0.0], [-1.360779890741365, -5.981813185357957, 0.0], [-1.360759933732483, -5.981790869107227, 0.0], [-1.360751474808275, -5.981781413042723, 0.0], [-1.360750871990423, -5.981780639997432, 0.0], [-1.360750321447139, -5.981779740973157, 0.0], [-1.360749830991005, -5.981778746904594, 0.0], [-1.360749413961706, -5.981777692082604, 0.0], [-1.360749080892467, -5.981776606448658, 0.0], [-1.360748843688262, -5.981775522689027, 0.0], [-1.360748711976062, -5.981774473363989, 0.0], [-1.360748702491574, -5.981773493333669, 0.0], [-1.360749019959025, -5.981767716228216, 0.0]]}";A01538;C01375;5;METRO;0
-5.9813381944,-1.36076205738;-1,36075;-5,98134;-1,36078;-5,98133;"{""type"": ""LineString"", ""coordinates"": [[-1.360747555966997, -5.981342647089011, 0.0], [-1.36074904727662, -5.981344316521605, 0.0], [-1.360750591197053, -5.981345467654571, 0.0], [-1.360752399004826, -5.98134592268485, 0.0], [-1.360754246273447, -5.981345669953586, 0.0], [-1.360755908660385, -5.981344696281386, 0.0], [-1.360774929383347, -5.981327650372137, 0.0], [-1.360775927085537, -5.981326755058297, 0.0]]}";A01538;C01375;5;METRO;0
-5.98129509059,-1.36069567511;-1,36063;-5,98127;-1,36075;-5,98134;"{""type"": ""LineString"", ""coordinates"": [[-1.360632496685571, -5.98127070883594, 0.0], [-1.360680999760431, -5.981273388339993, 0.0], [-1.360683139525943, -5.981273776715947, 0.0], [-1.360684262823932, -5.981274158781872, 0.0], [-1.360685379041275, -5.981274641495546, 0.0], [-1.360686451958677, -5.981275211795196, 0.0], [-1.360687451324743, -5.981275851992661, 0.0], [-1.360689093023481, -5.981277280772225, 0.0], [-1.360747555966997, -5.981342647089011, 0.0]]}";A01538;C01375;5;METRO;0
