Geo Point;station_x;station_y;station_x_untruncated;station_y_untruncated;Geo Shape3;Geo Shape2;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
;-1,36075;-5,98166;-1,360754708;-5,981664552;"{""type"": ""Point"", ""coordinates"": [-1.360754708303497, -5.981664552274566]}";"{""type"": ""Point"", ""coordinates"": [-1.360754708303497, -5.981664552274566]}";44641;736;RICHARD LENOIR;Richard Lenoir;METRO;;A01538;METRO 5;METRO 5-105067;5;392.27368164;330.24267578
;-1,36102;-5,98153;-1,361016439;-5,981527073;"{""type"": ""Point"", ""coordinates"": [-1.361016439013828, -5.981527073248139]}";"{""type"": ""Point"", ""coordinates"": [-1.361016439013828, -5.981527073248139]}";43310;755;GRANDS BOULEVARDS;Grands Boulevards;METRO;;A01542;METRO 9;METRO 9-108045;9;351.54290772;354.5692749
;-1,3613;-5,98154;-1,361295596;-5,98154361;"{""type"": ""Point"", ""coordinates"": [-1.361295595726377, -5.981543609636689]}";"{""type"": ""Point"", ""coordinates"": [-1.361295595726377, -5.981543609636689]}";44857;759;SAINT-AUGUSTIN;St-Augustin;METRO;;A01542;METRO 9;METRO 9-109055;9;306.65646105;354.39570846
;-1,36112;-5,982;-1,361115903;-5,982003668;"{""type"": ""Point"", ""coordinates"": [-1.361115902933164, -5.982003667970402]}";"{""type"": ""Point"", ""coordinates"": [-1.361115902933164, -5.982003667970402]}";44885;779;SAINT-PLACIDE;St-Placide;METRO;;A01537;METRO 4;METRO 4-104065;4;331.38402466;279.15741032
;-1,36075;-5,98153;-1,360751933;-5,98153153;"{""type"": ""Point"", ""coordinates"": [-1.360751932807291, -5.981531529880021]}";"{""type"": ""Point"", ""coordinates"": [-1.360751932807291, -5.981531529880021]}";44617;729;RÉPUBLIQUE;République;METRO;;A01544;METRO 11;METRO 11-109069;11;393.8958112;351.51224464
;-1,36058;-5,9817;-1,360575696;-5,981695039;"{""type"": ""Point"", ""coordinates"": [-1.360575696218383, -5.981695039266396]}";"{""type"": ""Point"", ""coordinates"": [-1.360575696218383, -5.981695039266396]}";45196;11;ALEXANDRE DUMAS;Alexandre Dumas;METRO;;A01535;METRO 2;METRO 2-102037;2;420.694191;323.77638847
;-1,36045;-5,98183;-1,360454497;-5,981834465;"{""type"": ""Point"", ""coordinates"": [-1.36045449699314, -5.981834464700497]}";"{""type"": ""Point"", ""coordinates"": [-1.36045449699314, -5.981834464700497]}";44528;702;PORTE DE VINCENNES;Pte de Vincennes;METRO;;A01534;METRO 1;METRO 1-101039;1;438.8848877;300.38330078
;-1,36096;-5,98153;-1,360958114;-5,981530999;"{""type"": ""Point"", ""coordinates"": [-1.360958113863117, -5.981530998891099]}";"{""type"": ""Point"", ""coordinates"": [-1.360958113863117, -5.981530998891099]}";45100;90;BONNE NOUVELLE;Bonne Nouvelle;METRO;;A01541;METRO 8;METRO 8-108047;8;360.855896;353.42407227
;-1,36103;-5,98158;-1,361030743;-5,981579067;"{""type"": ""Point"", ""coordinates"": [-1.361030742915189, -5.981579067093056]}";"{""type"": ""Point"", ""coordinates"": [-1.361030742915189, -5.981579067093056]}";45101;104;BOURSE;Bourse;METRO;;A01536;METRO 3;METRO 3-103055;3;348.7902832;346.37292481
;-1,36126;-5,98205;-1,361258566;-5,982049782;"{""type"": ""Point"", ""coordinates"": [-1.361258566322043, -5.982049781774838]}";"{""type"": ""Point"", ""coordinates"": [-1.361258566322043, -5.982049781774838]}";42419;123;CAMBRONNE;Cambronne;METRO;;A01539;METRO 6;METRO 6-106069;6;308.11108398;273.03948975
;-1,36141;-5,98107;-1,361409632;-5,981068077;"{""type"": ""Point"", ""coordinates"": [-1.361409631514452, -5.981068077396681]}";"{""type"": ""Point"", ""coordinates"": [-1.361409631514452, -5.981068077396681]}";43203;1228;SAINT-OUEN;Saint-Ouen;METRO;;A01547;METRO 14;METRO 14-430;14;292.58883908;431.52900146
;-1,36057;-5,98184;-1,360567789;-5,981840705;"{""type"": ""Point"", ""coordinates"": [-1.36056778936635, -5.981840705046399]}";"{""type"": ""Point"", ""coordinates"": [-1.36056778936635, -5.981840705046399]}";44191;583;NATION;Nation;METRO;;A01534;METRO 1;METRO 1-339;1;420.67232554;300.38826822
;-1,36077;-5,98066;-1,360768851;-5,98066352;"{""type"": ""Point"", ""coordinates"": [-1.360768850925773, -5.980663520151179]}";"{""type"": ""Point"", ""coordinates"": [-1.360768850925773, -5.980663520151179]}";44860;763;SAINT-DENIS-UNIVERSITÉ;St-Denis-Université;METRO;METRO 13;A01546;METRO 13;METRO 13-114082;13;398.86578369;490.61199951
;-1,3617;-5,98132;-1,361699924;-5,98132044;"{""type"": ""Point"", ""coordinates"": [-1.361699924148778, -5.981320439818207]}";"{""type"": ""Point"", ""coordinates"": [-1.361699924148778, -5.981320439818207]}";51613;478;LOUISE MICHEL;Louise Michel;METRO;;A01536;METRO 3;METRO 3-103077;3;243.83039281;393.70360435
;-1,36043;-5,98094;-1,360427438;-5,980937107;"{""type"": ""Point"", ""coordinates"": [-1.360427438449791, -5.980937107238748]}";"{""type"": ""Point"", ""coordinates"": [-1.360427438449791, -5.980937107238748]}";47891;290;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;METRO;;A01540;METRO 7;METRO 7-107027;7;451.16210938;443.79187012
;-1,36022;-5,98123;-1,360221597;-5,98123066;"{""type"": ""Point"", ""coordinates"": [-1.360221596862925, -5.98123065963031]}";"{""type"": ""Point"", ""coordinates"": [-1.360221596862925, -5.98123065963031]}";42344;80;BOBIGNY-PANTIN RAYMOND QUENEAU;Bobigny-Pantin Raymond Queneau;METRO;;A01538;METRO 5;METRO 5-105041;5;481.5545044;394.97692871
;-1,36178;-5,98219;-1,361775491;-5,982190558;"{""type"": ""Point"", ""coordinates"": [-1.36177549130336, -5.982190557898276]}";"{""type"": ""Point"", ""coordinates"": [-1.36177549130336, -5.982190557898276]}";42381;100;BOULOGNE-PONT DE SAINT-CLOUD;Boulogne-Pt de Saint-Cloud;METRO;METRO 10;A01543;METRO 10;METRO 10-110023;10;224.01736855;255.08473506
;-1,36124;-5,98113;-1,361237611;-5,981125801;"{""type"": ""Point"", ""coordinates"": [-1.361237610989077, -5.981125801009889]}";"{""type"": ""Point"", ""coordinates"": [-1.361237610989077, -5.981125801009889]}";43252;323;GARIBALDI;Garibaldi;METRO;;A01546;METRO 13;METRO 13-114073;13;319.64745514;420.76425292
;-1,36117;-5,98106;-1,361174406;-5,981055133;"{""type"": ""Point"", ""coordinates"": [-1.361174406060977, -5.981055132974431]}";"{""type"": ""Point"", ""coordinates"": [-1.361174406060977, -5.981055132974431]}";43969;493;MAIRIE DE SAINT-OUEN;Mairie de St-Ouen;METRO;;A01546;METRO 13;METRO 13-114075;13;330.40258789;431.51678467
;-1,36096;-5,98089;-1,36096428;-5,980889947;"{""type"": ""Point"", ""coordinates"": [-1.3609642799454, -5.980889947166766]}";"{""type"": ""Point"", ""coordinates"": [-1.3609642799454, -5.980889947166766]}";44861;762;SAINT-DENIS-PORTE DE PARIS;St-Denis-Pte de Paris;METRO;;A01546;METRO 13;METRO 13-114079;13;365.54091539;456.09762381
;-1,36023;-5,9816;-1,360230704;-5,981595252;"{""type"": ""Point"", ""coordinates"": [-1.360230703722384, -5.981595251617604]}";"{""type"": ""Point"", ""coordinates"": [-1.360230703722384, -5.981595251617604]}";44052;492;MAIRIE DE MONTREUIL;Mairie de Montreuil;METRO;METRO 9;A01542;METRO 9;METRO 9-109093;9;476.86888909;336.69394972
;-1,36031;-5,98169;-1,360312754;-5,981687063;"{""type"": ""Point"", ""coordinates"": [-1.360312754173801, -5.981687062687969]}";"{""type"": ""Point"", ""coordinates"": [-1.360312754173801, -5.981687062687969]}";44650;741;ROBESPIERRE;Robespierre;METRO;;A01542;METRO 9;METRO 9-109089;9;462.90630879;322.7237749
;-1,36063;-5,98184;-1,360627482;-5,981843991;"{""type"": ""Point"", ""coordinates"": [-1.360627481950897, -5.981843991216742]}";"{""type"": ""Point"", ""coordinates"": [-1.360627481950897, -5.981843991216742]}";44637;734;REUILLY-DIDEROT;Reuilly-Diderot;METRO;;A01534;METRO 1;METRO 1-101043;1;411.07627312;300.39106363
;-1,36023;-5,98186;-1,360229865;-5,981855839;"{""type"": ""Point"", ""coordinates"": [-1.360229865087679, -5.981855838755095]}";"{""type"": ""Point"", ""coordinates"": [-1.360229865087679, -5.981855838755095]}";42582;160;CHÂTEAU DE VINCENNES;Château de Vincennes;METRO;METRO 1;A01534;METRO 1;METRO 1-101033;1;474.69758169;294.97181868
;-1,36018;-5,98255;-1,360178822;-5,982552502;"{""type"": ""Point"", ""coordinates"": [-1.36017882173147, -5.982552501658723]}";"{""type"": ""Point"", ""coordinates"": [-1.36017882173147, -5.982552501658723]}";45712;223;CRÉTEIL-L'ECHAT;Créteil-l'Echat;METRO;;A01541;METRO 8;METRO 8-108087;8;476.71406343;182.99700789
;-1,36018;-5,98262;-1,360175129;-5,982619497;"{""type"": ""Point"", ""coordinates"": [-1.360175129093141, -5.982619496507901]}";"{""type"": ""Point"", ""coordinates"": [-1.360175129093141, -5.982619496507901]}";42779;226;CRÉTEIL-UNIVERSITÉ;Créteil-Université;METRO;;A01541;METRO 8;METRO 8-108089;8;476.71288646;172.23947924
;-1,36057;-5,98181;-1,360569434;-5,981808687;"{""type"": ""Point"", ""coordinates"": [-1.360569433821621, -5.981808687068519]}";"{""type"": ""Point"", ""coordinates"": [-1.360569433821621, -5.981808687068519]}";44191;584;NATION;Nation;METRO;METRO 2;A01535;METRO 2;METRO 2-339;2;420.69223773;305.5282855
;-1,36032;-5,98082;-1,360322102;-5,980819137;"{""type"": ""Point"", ""coordinates"": [-1.360322101853327, -5.98081913713519]}";"{""type"": ""Point"", ""coordinates"": [-1.360322101853327, -5.98081913713519]}";42151;412;LA COURNEUVE 8 MAI 1945;La Courneuve 8 Mai 1945;METRO;METRO 7;A01540;METRO 7;METRO 7-107025;7;469.08812217;461.74320575
;-1,36099;-5,9817;-1,360985413;-5,981698524;"{""type"": ""Point"", ""coordinates"": [-1.360985412860867, -5.981698524458269]}";"{""type"": ""Point"", ""coordinates"": [-1.360985412860867, -5.981698524458269]}";42587;165;CHÂTELET;Châtelet;METRO;METRO 11;A01544;METRO 11;METRO 11-111057;11;354.99810791;326.84851074
;-1,36141;-5,98146;-1,36140659;-5,98145846;"{""type"": ""Point"", ""coordinates"": [-1.361406590435385, -5.981458460320289]}";"{""type"": ""Point"", ""coordinates"": [-1.361406590435385, -5.981458460320289]}";45056;907;VILLIERS;Villiers;METRO;;A01535;METRO 2;METRO 2-103067;2;289.62090059;369.00988771
;-1,36124;-5,98168;-1,361238544;-5,981676208;"{""type"": ""Point"", ""coordinates"": [-1.361238543543618, -5.981676207810185]}";"{""type"": ""Point"", ""coordinates"": [-1.361238543543618, -5.981676207810185]}";43898;487;MADELEINE;Madeleine;METRO;;A01545;METRO 12;METRO 12-108039;12;314.62667313;332.66391494
;-1,36062;-5,98132;-1,360617585;-5,981316754;"{""type"": ""Point"", ""coordinates"": [-1.360617585314929, -5.981316754487017]}";"{""type"": ""Point"", ""coordinates"": [-1.360617585314929, -5.981316754487017]}";42369;93;BOTZARIS;Botzaris;METRO;;A01550;METRO 7bis;METRO 7bis-117033;7b;417.328125;384.703125
;-1,36058;-5,98157;-1,360582757;-5,981566919;"{""type"": ""Point"", ""coordinates"": [-1.36058275654708, -5.981566919349004]}";"{""type"": ""Point"", ""coordinates"": [-1.36058275654708, -5.981566919349004]}";44310;633;PÈRE LACHAISE;Père Lachaise;METRO;;A01535;METRO 2;METRO 2-103039;2;420.69639301;344.34825766
;-1,36077;-5,98217;-1,360769298;-5,982173342;"{""type"": ""Point"", ""coordinates"": [-1.360769297772161, -5.982173341865355]}";"{""type"": ""Point"", ""coordinates"": [-1.360769297772161, -5.982173341865355]}";58740;855;TOLBIAC;Tolbiac;METRO;;A01540;METRO 7;METRO 7-107079;7;385.43293908;248.92482355
;-1,36113;-5,98209;-1,361134203;-5,982093426;"{""type"": ""Point"", ""coordinates"": [-1.361134203435878, -5.982093426316208]}";"{""type"": ""Point"", ""coordinates"": [-1.361134203435878, -5.982093426316208]}";43238;562;MONTPARNASSE;Montparnasse;METRO;;A01545;METRO 12;METRO 12-285;12;327.65663018;264.95084049
;-1,36108;-5,98171;-1,361083892;-5,981711027;"{""type"": ""Point"", ""coordinates"": [-1.361083891586117, -5.981711027111142]}";"{""type"": ""Point"", ""coordinates"": [-1.361083891586117, -5.981711027111142]}";44236;619;PALAIS ROYAL-MUSÉE DU LOUVRE;Palais Royal-Musée du Louvre;METRO;;A01540;METRO 7;METRO 7-101057;7;339.10433244;325.71975798
;-1,36134;-5,9817;-1,361341666;-5,981701576;"{""type"": ""Point"", ""coordinates"": [-1.361341666211697, -5.9817015763788]}";"{""type"": ""Point"", ""coordinates"": [-1.361341666211697, -5.9817015763788]}";43026;294;FRANKLIN D. ROOSEVELT;Franklin D. Roosevelt;METRO;;A01542;METRO 9;METRO 9-109049;9;297.87452668;329.5166955
;-1,36114;-5,98153;-1,361141509;-5,981533982;"{""type"": ""Point"", ""coordinates"": [-1.361141508971568, -5.981533982336845]}";"{""type"": ""Point"", ""coordinates"": [-1.361141508971568, -5.981533982336845]}";42589;174;CHAUSSÉE D'ANTIN-LA FAYETTE;Chaussée d'Antin - La Fayette;METRO;;A01542;METRO 9;METRO 9-109059;9;331.43686626;354.57150738
;-1,36052;-5,98155;-1,360522422;-5,98155468;"{""type"": ""Point"", ""coordinates"": [-1.360522422481834, -5.981554679569649]}";"{""type"": ""Point"", ""coordinates"": [-1.360522422481834, -5.981554679569649]}";43055;302;GAMBETTA;Gambetta;METRO;METRO 3bis;A01549;METRO 3bis;METRO 3bis-103037;3b;430.4743042;345.77307129
;-1,36125;-5,98151;-1,36125483;-5,981510232;"{""type"": ""Point"", ""coordinates"": [-1.361254829510321, -5.981510232195949]}";"{""type"": ""Point"", ""coordinates"": [-1.361254829510321, -5.981510232195949]}";58566;1000;SAINT-LAZARE;St-Lazare;METRO;;A01547;METRO 14;METRO 14-329;14;313.4854126;359.37762451
;-1,36127;-5,98127;-1,361273974;-5,98127311;"{""type"": ""Point"", ""coordinates"": [-1.361273973946715, -5.981273109798718]}";"{""type"": ""Point"", ""coordinates"": [-1.361273973946715, -5.981273109798718]}";43548;416;LA FOURCHE;La Fourche;METRO;;A01546;METRO 13;METRO 13-114067;13;312.51571971;397.50556156
;-1,36028;-5,98186;-1,360276579;-5,981858438;"{""type"": ""Point"", ""coordinates"": [-1.360276578937109, -5.981858437672479]}";"{""type"": ""Point"", ""coordinates"": [-1.360276578937109, -5.981858437672479]}";42318;65;BÉRAULT;Bérault;METRO;;A01534;METRO 1;METRO 1-101035;1;467.18768311;294.96948242
;-1,36133;-5,98138;-1,361333178;-5,98137636;"{""type"": ""Point"", ""coordinates"": [-1.361333178089346, -5.9813763601608]}";"{""type"": ""Point"", ""coordinates"": [-1.361333178089346, -5.9813763601608]}";44662;746;ROME;Rome;METRO;;A01535;METRO 2;METRO 2-102067;2;302.11328125;381.50189209
;-1,36128;-5,98123;-1,361276576;-5,981225906;"{""type"": ""Point"", ""coordinates"": [-1.361276575739097, -5.981225905850717]}";"{""type"": ""Point"", ""coordinates"": [-1.361276575739097, -5.981225905850717]}";43333;342;GUY MOQUET;Guy Moquet;METRO;;A01546;METRO 13;METRO 13-114069;13;312.5165159;405.08496174
;-1,36128;-5,98118;-1,361279203;-5,981178295;"{""type"": ""Point"", ""coordinates"": [-1.36127920319693, -5.981178294763182]}";"{""type"": ""Point"", ""coordinates"": [-1.36127920319693, -5.981178294763182]}";44525;696;PORTE DE SAINT-OUEN;Pte de St-Ouen;METRO;;A01546;METRO 13;METRO 13-114071;13;312.51731617;412.56129196
;-1,36113;-5,98132;-1,361131525;-5,981316855;"{""type"": ""Point"", ""coordinates"": [-1.361131524807899, -5.981316854518655]}";"{""type"": ""Point"", ""coordinates"": [-1.361131524807899, -5.981316854518655]}";42210;21;ANVERS;Anvers;METRO;;A01535;METRO 2;METRO 2-102059;2;334.9586792;389.24072266
;-1,36096;-5,98122;-1,360956039;-5,981223351;"{""type"": ""Point"", ""coordinates"": [-1.360956039054585, -5.981223351095042]}";"{""type"": ""Point"", ""coordinates"": [-1.360956039054585, -5.981223351095042]}";44113;519;MARX DORMOY;Marx Dormoy;METRO;;A01545;METRO 12;METRO 12-112083;12;363.91107178;402.65368652
;-1,36116;-5,98124;-1,361162962;-5,98123717;"{""type"": ""Point"", ""coordinates"": [-1.361162962143968, -5.981237169653816]}";"{""type"": ""Point"", ""coordinates"": [-1.361162962143968, -5.981237169653816]}";43489;382;JULES JOFFRIN;Jules Joffrin;METRO;;A01545;METRO 12;METRO 12-112079;12;330.62548828;402.27508545
;-1,36069;-5,98123;-1,360693355;-5,981234431;"{""type"": ""Point"", ""coordinates"": [-1.360693354788638, -5.98123443066951]}";"{""type"": ""Point"", ""coordinates"": [-1.360693354788638, -5.98123443066951]}";45598;209;CORENTIN CARIOU;Corentin Cariou;METRO;;A01540;METRO 7;METRO 7-107033;7;405.91308594;398.55267334
;-1,36076;-5,9816;-1,36075835;-5,981598559;"{""type"": ""Point"", ""coordinates"": [-1.360758349547187, -5.981598559085386]}";"{""type"": ""Point"", ""coordinates"": [-1.360758349547187, -5.981598559085386]}";45193;603;OBERKAMPF;Oberkampf;METRO;;A01542;METRO 9;METRO 9-109071;9;392.27417223;340.83916961
;-1,36132;-5,98207;-1,361321108;-5,982069843;"{""type"": ""Point"", ""coordinates"": [-1.361321108260213, -5.982069843025734]}";"{""type"": ""Point"", ""coordinates"": [-1.361321108260213, -5.982069843025734]}";42557;155;CHARLES MICHELS;Charles Michels;METRO;;A01543;METRO 10;METRO 10-110043;10;297.90991039;270.38227782
;-1,36132;-5,98212;-1,361321034;-5,982123688;"{""type"": ""Point"", ""coordinates"": [-1.361321033602262, -5.982123687819891]}";"{""type"": ""Point"", ""coordinates"": [-1.361321033602262, -5.982123687819891]}";42734;197;COMMERCE;Commerce;METRO;;A01541;METRO 8;METRO 8-108027;8;297.4453125;261.76208496
;-1,36082;-5,98212;-1,360816431;-5,982124014;"{""type"": ""Point"", ""coordinates"": [-1.360816431109032, -5.982124014211708]}";"{""type"": ""Point"", ""coordinates"": [-1.360816431109032, -5.982124014211708]}";45274;212;CORVISART;Corvisart;METRO;;A01539;METRO 6;METRO 6-106051;6;378.31530762;257.2387085
;-1,36059;-5,98196;-1,360586116;-5,98195801;"{""type"": ""Point"", ""coordinates"": [-1.360586115748875, -5.981958009530548]}";"{""type"": ""Point"", ""coordinates"": [-1.360586115748875, -5.981958009530548]}";42869;244;DUGOMMIER;Dugommier;METRO;;A01539;METRO 6;METRO 6-106039;6;416.69715706;281.77244502
;-1,36096;-5,9816;-1,360956127;-5,981602463;"{""type"": ""Point"", ""coordinates"": [-1.360956127039817, -5.981602463194999]}";"{""type"": ""Point"", ""coordinates"": [-1.360956127039817, -5.981602463194999]}";44970;273;ETIENNE MARCEL;Etienne Marcel;METRO;;A01537;METRO 4;METRO 4-104049;4;360.54207091;341.96647728
;-1,36136;-5,9815;-1,361362708;-5,981497799;"{""type"": ""Point"", ""coordinates"": [-1.361362708410792, -5.98149779936494]}";"{""type"": ""Point"", ""coordinates"": [-1.361362708410792, -5.98149779936494]}";42972;275;EUROPE;Europe;METRO;;A01536;METRO 3;METRO 3-103065;3;296.30580923;362.32364669
;-1,36117;-5,9821;-1,361166026;-5,982095181;"{""type"": ""Point"", ""coordinates"": [-1.361166026224566, -5.982095181301804]}";"{""type"": ""Point"", ""coordinates"": [-1.361166026224566, -5.982095181301804]}";42981;280;FALGUIÈRE;Falguière;METRO;;A01545;METRO 12;METRO 12-112045;12;322.54071045;264.9519043
;-1,36085;-5,98213;-1,360852481;-5,982126005;"{""type"": ""Point"", ""coordinates"": [-1.360852481384193, -5.982126004579063]}";"{""type"": ""Point"", ""coordinates"": [-1.360852481384193, -5.982126004579063]}";45276;331;GLACIÈRE;Glacière;METRO;;A01539;METRO 6;METRO 6-106053;6;372.51989746;257.23950195
;-1,36119;-5,98188;-1,361189293;-5,981878076;"{""type"": ""Point"", ""coordinates"": [-1.361189292621322, -5.981878075525061]}";"{""type"": ""Point"", ""coordinates"": [-1.361189292621322, -5.981878075525061]}";45131;873;VARENNE;Varenne;METRO;;A01546;METRO 13;METRO 13-114053;13;320.733365;299.91259301
;-1,36124;-5,98218;-1,36123997;-5,982175883;"{""type"": ""Point"", ""coordinates"": [-1.361239969945026, -5.982175883152972]}";"{""type"": ""Point"", ""coordinates"": [-1.361239969945026, -5.982175883152972]}";44995;877;VAUGIRARD;Vaugirard;METRO;;A01545;METRO 12;METRO 12-112039;12;309.97553106;252.68835295
;-1,36149;-5,9817;-1,361491762;-5,981698989;"{""type"": ""Point"", ""coordinates"": [-1.361491761664848, -5.981698989212674]}";"{""type"": ""Point"", ""coordinates"": [-1.361491761664848, -5.981698989212674]}";45020;892;VICTOR HUGO;Victor Hugo;METRO;;A01535;METRO 2;METRO 2-102079;2;273.84188313;331.26101919
;-1,36096;-5,98221;-1,360960185;-5,982211125;"{""type"": ""Point"", ""coordinates"": [-1.360960184935848, -5.982211124659396]}";"{""type"": ""Point"", ""coordinates"": [-1.360960184935848, -5.982211124659396]}";42175;10;ALÉSIA;Alésia;METRO;;A01537;METRO 4;METRO 4-104077;4;354.50485335;244.56779713
;-1,36017;-5,98272;-1,360169329;-5,982724789;"{""type"": ""Point"", ""coordinates"": [-1.360169328568026, -5.982724788714818]}";"{""type"": ""Point"", ""coordinates"": [-1.360169328568026, -5.982724788714818]}";44453;1072;CRÉTEIL-POINTE DU LAC;Créteil-Pointe du Lac;METRO;METRO 8;A01541;METRO 8;METRO 8-108092;8;476.71107677;155.33273898
;-1,36132;-5,98222;-1,361315874;-5,982217281;"{""type"": ""Point"", ""coordinates"": [-1.361315873808991, -5.982217280943238]}";"{""type"": ""Point"", ""coordinates"": [-1.361315873808991, -5.982217280943238]}";45363;479;LOURMEL;Lourmel;METRO;;A01541;METRO 8;METRO 8-108021;8;297.44390869;246.73388672
;-1,36033;-5,98186;-1,360327077;-5,981861227;"{""type"": ""Point"", ""coordinates"": [-1.360327076813223, -5.98186122735026]}";"{""type"": ""Point"", ""coordinates"": [-1.360327076813223, -5.98186122735026]}";47247;772;SAINT-MANDÉ;St-Mandé;METRO;;A01534;METRO 1;METRO 1-101037;1;459.06970215;294.97027588
;-1,36123;-5,98168;-1,36123104;-5,981675794;"{""type"": ""Point"", ""coordinates"": [-1.361231040110074, -5.981675793612669]}";"{""type"": ""Point"", ""coordinates"": [-1.361231040110074, -5.981675793612669]}";43898;489;MADELEINE;Madeleine;METRO;;A01541;METRO 8;METRO 8-108039;8;315.83273029;332.66378584
;-1,36089;-5,98189;-1,360891864;-5,981885468;"{""type"": ""Point"", ""coordinates"": [-1.360891864404802, -5.981885468013195]}";"{""type"": ""Point"", ""coordinates"": [-1.360891864404802, -5.981885468013195]}";44119;525;MAUBERT-MUTUALITÉ;Maubert-Mutualité;METRO;;A01543;METRO 10;METRO 10-110061;10;368.33673096;296.09368897
;-1,36059;-5,9815;-1,360586261;-5,981503309;"{""type"": ""Point"", ""coordinates"": [-1.360586261142388, -5.981503308749671]}";"{""type"": ""Point"", ""coordinates"": [-1.360586261142388, -5.981503308749671]}";44133;533;MÉNILMONTANT;Ménilmontant;METRO;;A01535;METRO 2;METRO 2-102043;2;420.6974863;354.56218971
;-1,36071;-5,98155;-1,36071423;-5,981554427;"{""type"": ""Point"", ""coordinates"": [-1.360714229695516, -5.981554426882658]}";"{""type"": ""Point"", ""coordinates"": [-1.360714229695516, -5.981554426882658]}";58725;625;PARMENTIER;Parmentier;METRO;;A01536;METRO 3;METRO 3-103043;3;399.73571777;347.51287842
;-1,3605;-5,98152;-1,360497278;-5,981524086;"{""type"": ""Point"", ""coordinates"": [-1.360497278083519, -5.981524086109362]}";"{""type"": ""Point"", ""coordinates"": [-1.360497278083519, -5.981524086109362]}";45630;630;PELLEPORT;Pelleport;METRO;;A01549;METRO 3bis;METRO 3bis-116035;3b;434.77490234;350.44769287
;-1,36157;-5,98139;-1,361567828;-5,981387829;"{""type"": ""Point"", ""coordinates"": [-1.361567828113479, -5.981387828963891]}";"{""type"": ""Point"", ""coordinates"": [-1.361567828113479, -5.981387828963891]}";44313;631;PEREIRE-LEVALLOIS;Pereire-levallois;METRO;;A01536;METRO 3;METRO 3-330;3;264.40485384;381.74537755
;-1,36057;-5,98188;-1,36056554;-5,981882424;"{""type"": ""Point"", ""coordinates"": [-1.36056553957333, -5.981882424302986]}";"{""type"": ""Point"", ""coordinates"": [-1.36056553957333, -5.981882424302986]}";44334;641;PICPUS;Picpus;METRO;;A01539;METRO 6;METRO 6-106033;6;420.66369629;293.68969727
;-1,36078;-5,98187;-1,360780235;-5,981865273;"{""type"": ""Point"", ""coordinates"": [-1.360780234528671, -5.981865272922688]}";"{""type"": ""Point"", ""coordinates"": [-1.360780234528671, -5.981865272922688]}";44583;718;QUAI DE LA RAPÉE;Quai de la Rapée;METRO;;A01538;METRO 5;METRO 5-105073;5;386.40652359;300.35257671
;-1,36085;-5,98165;-1,360847635;-5,981650047;"{""type"": ""Point"", ""coordinates"": [-1.360847635385356, -5.981650046743371]}";"{""type"": ""Point"", ""coordinates"": [-1.360847635385356, -5.981650046743371]}";44593;721;RAMBUTEAU;Rambuteau;METRO;;A01544;METRO 11;METRO 11-111053;11;377.50869457;333.38810651
;-1,36077;-5,98205;-1,360770239;-5,98204667;"{""type"": ""Point"", ""coordinates"": [-1.360770238537937, -5.982046670420324]}";"{""type"": ""Point"", ""coordinates"": [-1.360770238537937, -5.982046670420324]}";44875;773;SAINT-MARCEL;St-Marcel;METRO;;A01538;METRO 5;METRO 5-105077;5;386.40319019;269.21080524
;-1,36106;-5,98194;-1,36105892;-5,981939953;"{""type"": ""Point"", ""coordinates"": [-1.361058919752105, -5.98193995321032]}";"{""type"": ""Point"", ""coordinates"": [-1.361058919752105, -5.98193995321032]}";45120;781;SAINT-SULPICE;St-Sulpice;METRO;;A01537;METRO 4;METRO 4-104063;4;341.0806198;288.85192984
;-1,36124;-5,98168;-1,361238544;-5,981676208;"{""type"": ""Point"", ""coordinates"": [-1.361238543543618, -5.981676207810185]}";"{""type"": ""Point"", ""coordinates"": [-1.361238543543618, -5.981676207810185]}";43898;488;MADELEINE;Madeleine;METRO;;A01547;METRO 14;METRO 14-108039;14;314.62667313;332.66391494
;-1,36077;-5,98153;-1,360769125;-5,98153248;"{""type"": ""Point"", ""coordinates"": [-1.360769125036052, -5.981532479901616]}";"{""type"": ""Point"", ""coordinates"": [-1.360769125036052, -5.981532479901616]}";44617;733;RÉPUBLIQUE;République;METRO;;A01542;METRO 9;METRO 9-109069;9;391.13194485;351.51254048
;-1,36089;-5,98157;-1,36088812;-5,981571189;"{""type"": ""Point"", ""coordinates"": [-1.360888120073847, -5.981571188930392]}";"{""type"": ""Point"", ""coordinates"": [-1.360888120073847, -5.981571188930392]}";44600;726;RÉAUMUR-SÉBASTOPOL;Réaumur-Sébastopol;METRO;;A01537;METRO 4;METRO 4-104047;4;371.71824449;346.37039155
;-1,36089;-5,98152;-1,360890932;-5,98152014;"{""type"": ""Point"", ""coordinates"": [-1.360890932415532, -5.981520140190607]}";"{""type"": ""Point"", ""coordinates"": [-1.360890932415532, -5.981520140190607]}";44909;838;STRASBOURG-SAINT-DENIS;Strasbourg-St-Denis;METRO;;A01542;METRO 9;METRO 9-109067;9;371.71912187;354.56719799
