Geo Point;station_x;station_y;station_x_untruncated;station_y_untruncated;Geo Shape3;Geo Shape2;ID_REF_ZDL;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
;-1,36066;-5,98142;-1,360656257;-5,981424465;"{""type"": ""Point"", ""coordinates"": [-1.360656256827494, -5.981424465042096]}";"{""type"": ""Point"", ""coordinates"": [-1.360656256827494, -5.981424465042096]}";42311;61;BELLEVILLE;Belleville;METRO;;A01535;METRO 2;METRO 2-111045;2;410.17727634;367.80358087
;-1,36046;-5,98199;-1,360456314;-5,981993472;"{""type"": ""Point"", ""coordinates"": [-1.360456313542817, -5.981993471614189]}";"{""type"": ""Point"", ""coordinates"": [-1.360456313542817, -5.981993471614189]}";44532;705;PORTE DORÉE;Pte Dorée;METRO;;A01541;METRO 8;METRO 8-108073;8;437.18684175;274.94555526
;-1,36153;-5,98211;-1,361531912;-5,982108403;"{""type"": ""Point"", ""coordinates"": [-1.361531911645122, -5.98210840334405]}";"{""type"": ""Point"", ""coordinates"": [-1.361531911645122, -5.98210840334405]}";44138;542;MICHEL ANGE-AUTEUIL;Michel Ange-Auteuil;METRO;;A01543;METRO 10;METRO 10-110031;10;263.78319654;266.07763548
;-1,36153;-5,98217;-1,361528713;-5,982167093;"{""type"": ""Point"", ""coordinates"": [-1.361528712715998, -5.982167092769021]}";"{""type"": ""Point"", ""coordinates"": [-1.361528712715998, -5.982167092769021]}";44139;544;MICHEL ANGE-MOLITOR;Michel Ange-Molitor;METRO;;A01543;METRO 10;METRO 10-110035;10;263.77642534;256.65412747
;-1,36128;-5,98172;-1,361277158;-5,9817217;"{""type"": ""Point"", ""coordinates"": [-1.361277158110557, -5.981721699792429]}";"{""type"": ""Point"", ""coordinates"": [-1.361277158110557, -5.981721699792429]}";42531;145;CHAMPS-ELYSÉES-CLÉMENCEAU;Champs-Elysées-Clémenceau;METRO;;A01546;METRO 13;METRO 13-101063;13;308.03509086;325.72378666
;-1,36118;-5,98132;-1,361180709;-5,981319573;"{""type"": ""Point"", ""coordinates"": [-1.36118070928098, -5.981319573191481]}";"{""type"": ""Point"", ""coordinates"": [-1.36118070928098, -5.981319573191481]}";44345;646;PIGALLE;Pigalle;METRO;;A01545;METRO 12;METRO 12-112073;12;327.0519661;389.2413481
;-1,36141;-5,98146;-1,36140659;-5,98145846;"{""type"": ""Point"", ""coordinates"": [-1.361406590435385, -5.981458460320289]}";"{""type"": ""Point"", ""coordinates"": [-1.361406590435385, -5.981458460320289]}";45056;908;VILLIERS;Villiers;METRO;;A01536;METRO 3;METRO 3-103067;3;289.62090059;369.00988771
;-1,36074;-5,98135;-1,360742268;-5,981347387;"{""type"": ""Point"", ""coordinates"": [-1.360742267680817, -5.981347386927572]}";"{""type"": ""Point"", ""coordinates"": [-1.360742267680817, -5.981347386927572]}";43425;375;JAURÈS;Jaurès;METRO;;A01550;METRO 7bis;METRO 7bis-117039;7b;397.07433371;380.90417272
;-1,36114;-5,98159;-1,361140029;-5,981585107;"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";42237;607;OPÉRA;Opéra;METRO;;A01540;METRO 7;METRO 7-108041;7;331.2217673;346.37437476
;-1,36099;-5,98187;-1,360992797;-5,981871687;"{""type"": ""Point"", ""coordinates"": [-1.360992797381047, -5.981871686834348]}";"{""type"": ""Point"", ""coordinates"": [-1.360992797381047, -5.981871686834348]}";58716;604;ODÉON;Odéon;METRO;;A01543;METRO 10;METRO 10-104059;10;352.28210449;299.1940918
;-1,36079;-5,98135;-1,360789146;-5,981353125;"{""type"": ""Point"", ""coordinates"": [-1.360789146281822, -5.981353125207982]}";"{""type"": ""Point"", ""coordinates"": [-1.360789146281822, -5.981353125207982]}";43823;477;LOUIS BLANC;Louis Blanc;METRO;METRO 7bis;A01550;METRO 7bis;METRO 7bis-107041;7b;389.51032231;380.40090601
;-1,36127;-5,98132;-1,361271138;-5,981324568;"{""type"": ""Point"", ""coordinates"": [-1.361271138340587, -5.981324568455565]}";"{""type"": ""Point"", ""coordinates"": [-1.361271138340587, -5.981324568455565]}";44372;649;PLACE DE CLICHY;Place de Clichy;METRO;;A01535;METRO 2;METRO 2-114065;2;312.51483528;389.24290415
;-1,36098;-5,98183;-1,360979833;-5,981828553;"{""type"": ""Point"", ""coordinates"": [-1.360979832621094, -5.981828553140986]}";"{""type"": ""Point"", ""coordinates"": [-1.360979832621094, -5.981828553140986]}";44877;776;SAINT-MICHEL;St-Michel;METRO;;A01537;METRO 4;METRO 4-104057;4;354.74171039;305.98411573
;-1,36099;-5,98172;-1,360985967;-5,98171726;"{""type"": ""Point"", ""coordinates"": [-1.360985967134813, -5.981717259555619]}";"{""type"": ""Point"", ""coordinates"": [-1.360985967134813, -5.981717259555619]}";42587;168;CHÂTELET;Châtelet;METRO;;A01537;METRO 4;METRO 4-111057;4;354.74362321;323.8543372
;-1,36111;-5,98123;-1,361107836;-5,981234124;"{""type"": ""Point"", ""coordinates"": [-1.361107835723201, -5.981234124230101]}";"{""type"": ""Point"", ""coordinates"": [-1.361107835723201, -5.981234124230101]}";44075;510;MARCADET-POISSONNIERS;Marcadet-Poissonniers;METRO;;A01545;METRO 12;METRO 12-112081;12;339.48760129;402.27425508
;-1,36118;-5,98134;-1,361179316;-5,981344842;"{""type"": ""Point"", ""coordinates"": [-1.361179316169252, -5.981344842142362]}";"{""type"": ""Point"", ""coordinates"": [-1.361179316169252, -5.981344842142362]}";44867;766;SAINT-GEORGES;St-Georges;METRO;;A01545;METRO 12;METRO 12-112071;12;327.05151367;385.18389893
;-1,36107;-5,98145;-1,361070075;-5,981453154;"{""type"": ""Point"", ""coordinates"": [-1.361070075080526, -5.981453153798065]}";"{""type"": ""Point"", ""coordinates"": [-1.361070075080526, -5.981453153798065]}";43656;443;LE PELLETIER;Le Pelletier;METRO;;A01540;METRO 7;METRO 7-107051;7;343.60089111;366.87750244
;-1,36132;-5,98156;-1,361315698;-5,981564907;"{""type"": ""Point"", ""coordinates"": [-1.361315697639164, -5.981564907341486]}";"{""type"": ""Point"", ""coordinates"": [-1.361315697639164, -5.981564907341486]}";43511;549;MIROMESNIL;Miromesnil;METRO;;A01542;METRO 9;METRO 9-114059;9;303.246145;351.16454877
;-1,36114;-5,98153;-1,361141509;-5,981533982;"{""type"": ""Point"", ""coordinates"": [-1.361141508971568, -5.981533982336845]}";"{""type"": ""Point"", ""coordinates"": [-1.361141508971568, -5.981533982336845]}";42589;173;CHAUSSÉE D'ANTIN-LA FAYETTE;Chaussée d'Antin - La Fayette;METRO;;A01540;METRO 7;METRO 7-109059;7;331.43686626;354.57150738
;-1,36114;-5,98159;-1,361140029;-5,981585107;"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";"{""type"": ""Point"", ""coordinates"": [-1.361140028576829, -5.981585107461671]}";42237;606;OPÉRA;Opéra;METRO;;A01536;METRO 3;METRO 3-108041;3;331.2217673;346.37437476
;-1,36071;-5,98126;-1,360711824;-5,981255082;"{""type"": ""Point"", ""coordinates"": [-1.360711824210575, -5.981255082040891]}";"{""type"": ""Point"", ""coordinates"": [-1.360711824210575, -5.981255082040891]}";42780;227;CRIMÉE;Crimée;METRO;;A01540;METRO 7;METRO 7-107035;7;402.77031316;395.4105907
;-1,3607;-5,98132;-1,3606997;-5,981321286;"{""type"": ""Point"", ""coordinates"": [-1.360699700221325, -5.981321285510254]}";"{""type"": ""Point"", ""coordinates"": [-1.360699700221325, -5.981321285510254]}";58767;88;BOLIVAR;Bolivar;METRO;;A01550;METRO 7bis;METRO 7bis-117037;7b;404.12750244;384.70532227
;-1,3606;-5,9814;-1,360601904;-5,981403769;"{""type"": ""Point"", ""coordinates"": [-1.360601903963654, -5.98140376922053]}";"{""type"": ""Point"", ""coordinates"": [-1.360601903963654, -5.98140376922053]}";43483;379;JOURDAIN;Jourdain;METRO;;A01544;METRO 11;METRO 11-111041;11;419.07128906;370.6348877
;-1,36076;-5,9816;-1,36075835;-5,981598559;"{""type"": ""Point"", ""coordinates"": [-1.360758349547187, -5.981598559085386]}";"{""type"": ""Point"", ""coordinates"": [-1.360758349547187, -5.981598559085386]}";45193;602;OBERKAMPF;Oberkampf;METRO;;A01538;METRO 5;METRO 5-109071;5;392.27417223;340.83916961
;-1,36089;-5,98147;-1,360893888;-5,981466504;"{""type"": ""Point"", ""coordinates"": [-1.360893887994838, -5.981466504345318]}";"{""type"": ""Point"", ""coordinates"": [-1.360893887994838, -5.981466504345318]}";42579;159;CHÂTEAU D'EAU;Château d'Eau;METRO;;A01537;METRO 4;METRO 4-104043;4;371.72007506;363.17935013
;-1,36099;-5,98186;-1,360992996;-5,981864525;"{""type"": ""Point"", ""coordinates"": [-1.36099299595418, -5.981864525216075]}";"{""type"": ""Point"", ""coordinates"": [-1.36099299595418, -5.981864525216075]}";58716;605;ODÉON;Odéon;METRO;;A01537;METRO 4;METRO 4-104059;4;352.3137207;300.34228516
;-1,3612;-5,9821;-1,361204337;-5,982098399;"{""type"": ""Point"", ""coordinates"": [-1.361204337495667, -5.982098398873689]}";"{""type"": ""Point"", ""coordinates"": [-1.361204337495667, -5.982098398873689]}";44273;629;PASTEUR;Pasteur;METRO;;A01539;METRO 6;METRO 6-112043;6;316.37207365;264.77640672
;-1,36069;-5,98208;-1,360691122;-5,982075416;"{""type"": ""Point"", ""coordinates"": [-1.360691122338422, -5.982075416178106]}";"{""type"": ""Point"", ""coordinates"": [-1.360691122338422, -5.982075416178106]}";45267;183;CHEVALERET;Chevaleret;METRO;;A01539;METRO 6;METRO 6-106045;6;398.82877272;263.90811985
;-1,36124;-5,98223;-1,361236592;-5,982234979;"{""type"": ""Point"", ""coordinates"": [-1.361236591532672, -5.982234978557785]}";"{""type"": ""Point"", ""coordinates"": [-1.361236591532672, -5.982234978557785]}";42751;206;CONVENTION;Convention;METRO;;A01545;METRO 12;METRO 12-112037;12;309.99390264;243.19836272
;-1,36078;-5,98193;-1,360776435;-5,981934217;"{""type"": ""Point"", ""coordinates"": [-1.360776435299746, -5.98193421659156]}";"{""type"": ""Point"", ""coordinates"": [-1.360776435299746, -5.98193421659156]}";43072;312;GARE D'AUSTERLITZ;Gare d'Austerlitz;METRO;;A01538;METRO 5;METRO 5-375;5;386.40512295;287.26733107
;-1,36096;-5,98158;-1,360958474;-5,981575074;"{""type"": ""Point"", ""coordinates"": [-1.360958474206817, -5.981575074230955]}";"{""type"": ""Point"", ""coordinates"": [-1.360958474206817, -5.981575074230955]}";44825;792;SENTIER;Sentier;METRO;;A01536;METRO 3;METRO 3-103053;3;360.40808106;346.3717041
;-1,36143;-5,98157;-1,361434241;-5,981573279;"{""type"": ""Point"", ""coordinates"": [-1.361434241266436, -5.981573278533991]}";"{""type"": ""Point"", ""coordinates"": [-1.361434241266436, -5.981573278533991]}";44931;850;TERNES;Ternes;METRO;;A01535;METRO 2;METRO 2-102075;2;284.17324735;350.87487471
;-1,36111;-5,98196;-1,361112848;-5,981964316;"{""type"": ""Point"", ""coordinates"": [-1.361112847616252, -5.981964316077304]}";"{""type"": ""Point"", ""coordinates"": [-1.361112847616252, -5.981964316077304]}";45116;871;VANEAU;Vaneau;METRO;;A01543;METRO 10;METRO 10-110053;10;332.22192383;285.4296875
;-1,36103;-5,9821;-1,361033749;-5,982102889;"{""type"": ""Point"", ""coordinates"": [-1.36103374868746, -5.982102889454444]}";"{""type"": ""Point"", ""coordinates"": [-1.36103374868746, -5.982102889454444]}";44997;879;VAVIN;Vavin;METRO;;A01537;METRO 4;METRO 4-104069;4;343.67272949;262.54589844
;-1,3612;-5,98183;-1,361196733;-5,981831175;"{""type"": ""Point"", ""coordinates"": [-1.361196733164486, -5.981831174909233]}";"{""type"": ""Point"", ""coordinates"": [-1.361196733164486, -5.981831174909233]}";43407;362;INVALIDES;Invalides;METRO;;A01546;METRO 13;METRO 13-312;13;319.95591555;307.48647625
;-1,36153;-5,98207;-1,361533837;-5,982073068;"{""type"": ""Point"", ""coordinates"": [-1.361533836815439, -5.982073067901788]}";"{""type"": ""Point"", ""coordinates"": [-1.361533836815439, -5.982073067901788]}";43423;372;JASMIN;Jasmin;METRO;;A01542;METRO 9;METRO 9-109035;9;263.78729796;271.75122497
;-1,36059;-5,98191;-1,360588937;-5,981913473;"{""type"": ""Point"", ""coordinates"": [-1.360588936588332, -5.981913473015008]}";"{""type"": ""Point"", ""coordinates"": [-1.360588936588332, -5.981913473015008]}";44160;555;MONTGALLET;Montgallet;METRO;;A01541;METRO 8;METRO 8-108067;8;416.63909912;288.92669678
;-1,36096;-5,98217;-1,36096262;-5,982168311;"{""type"": ""Point"", ""coordinates"": [-1.360962620264897, -5.982168311312672]}";"{""type"": ""Point"", ""coordinates"": [-1.360962620264897, -5.982168311312672]}";44183;573;MOUTON-DUVERNET;Mouton-Duvernet;METRO;;A01537;METRO 4;METRO 4-104075;4;354.49343978;251.44298023
;-1,3615;-5,9816;-1,361503965;-5,981598191;"{""type"": ""Point"", ""coordinates"": [-1.361503964629552, -5.981598191318026]}";"{""type"": ""Point"", ""coordinates"": [-1.361503964629552, -5.981598191318026]}";42213;25;ARGENTINE;Argentine;METRO;;A01534;METRO 1;METRO 1-101071;1;272.77808949;347.50478411
;-1,36072;-5,98211;-1,360720986;-5,982108808;"{""type"": ""Point"", ""coordinates"": [-1.360720986148911, -5.982108808072763]}";"{""type"": ""Point"", ""coordinates"": [-1.360720986148911, -5.982108808072763]}";44192;587;NATIONALE;Nationale;METRO;;A01539;METRO 6;METRO 6-106047;6;393.74692358;258.82735851
;-1,36111;-5,98219;-1,361106437;-5,982190308;"{""type"": ""Point"", ""coordinates"": [-1.361106436566505, -5.982190308377159]}";"{""type"": ""Point"", ""coordinates"": [-1.361106436566505, -5.982190308377159]}";44316;636;PERNETY;Pernety;METRO;;A01546;METRO 13;METRO 13-114043;13;331.24946864;249.19601405
;-1,36058;-5,98164;-1,360578948;-5,981636029;"{""type"": ""Point"", ""coordinates"": [-1.360578948325307, -5.981636029057129]}";"{""type"": ""Point"", ""coordinates"": [-1.360578948325307, -5.981636029057129]}";44332;640;PHILIPPE AUGUSTE;Philippe Auguste;METRO;;A01535;METRO 2;METRO 2-102039;2;420.69520248;333.25166456
;-1,36083;-5,98199;-1,360828875;-5,981988182;"{""type"": ""Point"", ""coordinates"": [-1.360828874524515, -5.981988182012782]}";"{""type"": ""Point"", ""coordinates"": [-1.360828874524515, -5.981988182012782]}";44435;655;PLACE MONGE;Place Monge;METRO;;A01540;METRO 7;METRO 7-107071;7;377.52327089;279.09315218
;-1,36108;-5,98199;-1,361081242;-5,981991676;"{""type"": ""Point"", ""coordinates"": [-1.361081242350201, -5.981991675708199]}";"{""type"": ""Point"", ""coordinates"": [-1.361081242350201, -5.981991675708199]}";44609;728;RENNES;Rennes;METRO;;A01545;METRO 12;METRO 12-112051;12;337.04525169;280.77000607
;-1,36152;-5,98188;-1,361519299;-5,981882025;"{""type"": ""Point"", ""coordinates"": [-1.361519298518705, -5.98188202523566]}";"{""type"": ""Point"", ""coordinates"": [-1.361519298518705, -5.98188202523566]}";44461;751;RUE DE LA POMPE;Rue de la Pompe;METRO;;A01542;METRO 9;METRO 9-109041;9;267.8084048;302.2045291
;-1,36119;-5,98195;-1,361185428;-5,981948195;"{""type"": ""Point"", ""coordinates"": [-1.361185427732245, -5.98194819483956]}";"{""type"": ""Point"", ""coordinates"": [-1.361185427732245, -5.98194819483956]}";45139;765;SAINT-FRANÇOIS-XAVIER;St-François-Xavier;METRO;;A01546;METRO 13;METRO 13-114051;13;320.73215983;288.65348173
;-1,3609;-5,98213;-1,360904279;-5,982128867;"{""type"": ""Point"", ""coordinates"": [-1.36090427942342, -5.982128866588394]}";"{""type"": ""Point"", ""coordinates"": [-1.36090427942342, -5.982128866588394]}";45315;768;SAINT-JACQUES;St-Jacques;METRO;;A01539;METRO 6;METRO 6-106055;6;364.19287109;257.24029541
;-1,36065;-5,98157;-1,360645146;-5,981570366;"{""type"": ""Point"", ""coordinates"": [-1.360645145892351, -5.981570365844404]}";"{""type"": ""Point"", ""coordinates"": [-1.360645145892351, -5.981570365844404]}";45194;774;SAINT-MAUR;St-Maur;METRO;;A01536;METRO 3;METRO 3-103041;3;410.66668701;344.3493042
;-1,36143;-5,98162;-1,361430782;-5,981624481;"{""type"": ""Point"", ""coordinates"": [-1.361430782178251, -5.981624481310456]}";"{""type"": ""Point"", ""coordinates"": [-1.361430782178251, -5.981624481310456]}";58759;152;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;METRO;;A01534;METRO 1;METRO 1-337;1;284.27427766;342.64768232
;-1,36077;-5,98168;-1,360768365;-5,981675852;"{""type"": ""Point"", ""coordinates"": [-1.360768365441177, -5.981675851683121]}";"{""type"": ""Point"", ""coordinates"": [-1.360768365441177, -5.981675851683121]}";45208;780;SAINT-SÉBASTIEN-FROISSART;St-Sébastien-Froissart;METRO;;A01541;METRO 8;METRO 8-108055;8;389.98494591;328.55504332
;-1,3612;-5,98201;-1,361199659;-5,982009992;"{""type"": ""Point"", ""coordinates"": [-1.361199659248558, -5.982009992007601]}";"{""type"": ""Point"", ""coordinates"": [-1.361199659248558, -5.982009992007601]}";51612;791;SÉGUR;Ségur;METRO;;A01543;METRO 10;METRO 10-110049;10;317.90444358;278.88721708
;-1,36109;-5,98153;-1,361094606;-5,981531391;"{""type"": ""Point"", ""coordinates"": [-1.361094606374174, -5.981531391139188]}";"{""type"": ""Point"", ""coordinates"": [-1.361094606374174, -5.981531391139188]}";44642;738;RICHELIEU-DROUOT;Richelieu-Drouot;METRO;;A01542;METRO 9;METRO 9-108043;9;338.97701357;354.57070029
;-1,36078;-5,98153;-1,360776245;-5,981532874;"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";"{""type"": ""Point"", ""coordinates"": [-1.360776244957569, -5.981532873972506]}";44617;732;RÉPUBLIQUE;République;METRO;;A01541;METRO 8;METRO 8-109069;8;389.98740328;351.51266299
;-1,36133;-5,98184;-1,361334414;-5,981837744;"{""type"": ""Point"", ""coordinates"": [-1.361334413847088, -5.981837744121664]}";"{""type"": ""Point"", ""coordinates"": [-1.361334413847088, -5.981837744121664]}";42182;14;ALMA-MARCEAU;Alma-Marceau;METRO;;A01542;METRO 9;METRO 9-109047;9;297.83164488;307.65476077
;-1,3606;-5,9821;-1,360601559;-5,982098769;"{""type"": ""Point"", ""coordinates"": [-1.360601559364451, -5.982098768671019]}";"{""type"": ""Point"", ""coordinates"": [-1.360601559364451, -5.982098768671019]}";45301;72;BIBLIOTHÈQUE FRANÇOIS MITTERAND;Bibliothèque F. Mitterand;METRO;;A01547;METRO 14;METRO 14-383;14;412.97640573;259.37636275
;-1,36142;-5,98179;-1,36142243;-5,981788065;"{""type"": ""Point"", ""coordinates"": [-1.361422429588667, -5.981788064794952]}";"{""type"": ""Point"", ""coordinates"": [-1.361422429588667, -5.981788064794952]}";42359;84;BOISSIÈRE;Boissière;METRO;;A01539;METRO 6;METRO 6-106081;6;284.16510339;316.38745421
;-1,36075;-5,98171;-1,360752328;-5,981707721;"{""type"": ""Point"", ""coordinates"": [-1.360752328472456, -5.9817077213088]}";"{""type"": ""Point"", ""coordinates"": [-1.360752328472456, -5.9817077213088]}";42390;107;BRÉGUET-SABIN;Bréguet-Sabin;METRO;;A01538;METRO 5;METRO 5-105069;5;392.27307129;323.31109619
;-1,36053;-5,98179;-1,360526814;-5,981788006;"{""type"": ""Point"", ""coordinates"": [-1.36052681445059, -5.981788005962997]}";"{""type"": ""Point"", ""coordinates"": [-1.36052681445059, -5.981788005962997]}";42410;121;BUZENVAL;Buzenval;METRO;;A01542;METRO 9;METRO 9-109083;9;427.70582227;308.46122364
;-1,36148;-5,98119;-1,361479219;-5,981193343;"{""type"": ""Point"", ""coordinates"": [-1.36147921918521, -5.98119334333068]}";"{""type"": ""Point"", ""coordinates"": [-1.36147921918521, -5.98119334333068]}";44514;1227;PORTE DE CLICHY;Porte de Clichy - Tribunal De Paris;METRO;;A01547;METRO 14;METRO 14-442;14;280.32742353;412.09325592
;-1,36119;-5,98106;-1,361187806;-5,981055846;"{""type"": ""Point"", ""coordinates"": [-1.361187805809536, -5.981055846474267]}";"{""type"": ""Point"", ""coordinates"": [-1.361187805809536, -5.981055846474267]}";43969;1229;MAIRIE DE SAINT-OUEN;Mairie de St-Ouen - Région Île-de-France;METRO;METRO 14;A01547;METRO 14;METRO 14-114075;14;328.24871826;431.52130127
;-1,36163;-5,98106;-1,361628017;-5,981059954;"{""type"": ""Point"", ""coordinates"": [-1.361628017445694, -5.981059954113477]}";"{""type"": ""Point"", ""coordinates"": [-1.361628017445694, -5.981059954113477]}";44012;491;MAIRIE DE CLICHY;Mairie de Clichy;METRO;;A01546;METRO 13;METRO 13-113073;13;257.66027832;434.76452637
;-1,36075;-5,98246;-1,360753308;-5,982463461;"{""type"": ""Point"", ""coordinates"": [-1.360753308064105, -5.982463461477507]}";"{""type"": ""Point"", ""coordinates"": [-1.360753308064105, -5.982463461477507]}";47826;896;VILLEJUIF-LÉO LAGRANGE;Villejuif-Léo Lagrange;METRO;;A01540;METRO 7;METRO 7-107097;7;385.42808807;202.34045059
;-1,36109;-5,98256;-1,361086016;-5,982560819;"{""type"": ""Point"", ""coordinates"": [-1.361086016273749, -5.982560818871617]}";"{""type"": ""Point"", ""coordinates"": [-1.361086016273749, -5.982560818871617]}";42588;171;CHÂTILLON MONTROUGE;Châtillon Montrouge;METRO;METRO 13;A01546;METRO 13;METRO 13-114033;13;331.24300547;189.70325425
;-1,36123;-5,98238;-1,361228638;-5,982381539;"{""type"": ""Point"", ""coordinates"": [-1.361228637859143, -5.982381538888996]}";"{""type"": ""Point"", ""coordinates"": [-1.361228637859143, -5.982381538888996]}";42759;210;CORENTIN CELTON;Corentin Celton;METRO;;A01545;METRO 12;METRO 12-112033;12;309.97163373;219.66646619
;-1,36176;-5,98239;-1,361763715;-5,982389441;"{""type"": ""Point"", ""coordinates"": [-1.361763714608823, -5.982389441159488]}";"{""type"": ""Point"", ""coordinates"": [-1.361763714608823, -5.982389441159488]}";44481;671;PONT DE SÈVRES;Pont de Sèvres;METRO;METRO 9;A01542;METRO 9;METRO 9-109021;9;224.14428711;223.1428833
;-1,36168;-5,98219;-1,361675589;-5,982185039;"{""type"": ""Point"", ""coordinates"": [-1.361675589042173, -5.982185038777815]}";"{""type"": ""Point"", ""coordinates"": [-1.361675589042173, -5.982185038777815]}";42380;99;BOULOGNE-JEAN JAURÈS;Boulogne-Jean Jaurès;METRO;;A01543;METRO 10;METRO 10-110025;10;240.07763796;255.08303669
;-1,36154;-5,98173;-1,361540541;-5,981727385;"{""type"": ""Point"", ""coordinates"": [-1.361540541203196, -5.981727385449544]}";"{""type"": ""Point"", ""coordinates"": [-1.361540541203196, -5.981727385449544]}";44509;682;PORTE DAUPHINE;Pte Dauphine;METRO;METRO 2;A01535;METRO 2;METRO 2-102081;2;265.77252197;327.14752197
;-1,3603;-5,98139;-1,360303021;-5,98138726;"{""type"": ""Point"", ""coordinates"": [-1.360303020934218, -5.981387260370736]}";"{""type"": ""Point"", ""coordinates"": [-1.360303020934218, -5.981387260370736]}";44055;494;MAIRIE DES LILAS;Mairie des Lilas;METRO;METRO 11;A01544;METRO 11;METRO 11-111033;11;467.11922543;370.62978098
;-1,36027;-5,98164;-1,360268283;-5,981637247;"{""type"": ""Point"", ""coordinates"": [-1.360268283017587, -5.981637246691409]}";"{""type"": ""Point"", ""coordinates"": [-1.360268283017587, -5.981637246691409]}";42789;228;CROIX DE CHAVAUX;Croix de Chavaux;METRO;;A01542;METRO 9;METRO 9-109091;9;470.47461865;330.30431287
;-1,36138;-5,98167;-1,361377897;-5,98167023;"{""type"": ""Point"", ""coordinates"": [-1.361377896915602, -5.981670229507676]}";"{""type"": ""Point"", ""coordinates"": [-1.361377896915602, -5.981670229507676]}";43283;329;GEORGE V;George V;METRO;;A01534;METRO 1;METRO 1-101067;1;292.34525632;334.85578641
;-1,36035;-5,98216;-1,360346852;-5,982159533;"{""type"": ""Point"", ""coordinates"": [-1.360346852161171, -5.982159532863753]}";"{""type"": ""Point"", ""coordinates"": [-1.360346852161171, -5.982159532863753]}";43811;466;LIBERTÉ;Liberté;METRO;;A01541;METRO 8;METRO 8-108077;8;453.26072312;247.39256474
;-1,36062;-5,98115;-1,360616135;-5,981148098;"{""type"": ""Point"", ""coordinates"": [-1.360616135335362, -5.981148098487179]}";"{""type"": ""Point"", ""coordinates"": [-1.360616135335362, -5.981148098487179]}";44518;692;PORTE DE LA VILLETTE;Pte de la Villette;METRO;;A01540;METRO 7;METRO 7-107031;7;419.05291748;411.68847656
;-1,36057;-5,98185;-1,360567183;-5,981852614;"{""type"": ""Point"", ""coordinates"": [-1.360567183241568, -5.981852613902805]}";"{""type"": ""Point"", ""coordinates"": [-1.360567183241568, -5.981852613902805]}";44191;585;NATION;Nation;METRO;METRO 6;A01539;METRO 6;METRO 6-339;6;420.66408935;298.47639179
;-1,36168;-5,98083;-1,361679112;-5,980829874;"{""type"": ""Point"", ""coordinates"": [-1.361679112498831, -5.980829873633555]}";"{""type"": ""Point"", ""coordinates"": [-1.361679112498831, -5.980829873633555]}";42231;1008;ASNIÈRES-GENEVILLIERS - LES COURTILLES;Asnières-Genevilliers - Les Courtilles;METRO;METRO 13;A01546;METRO 13;METRO 13-113079;13;251.50796218;472.04813585
;-1,36018;-5,98101;-1,360175198;-5,981010488;"{""type"": ""Point"", ""coordinates"": [-1.360175198190381, -5.981010487604395]}";"{""type"": ""Point"", ""coordinates"": [-1.360175198190381, -5.981010487604395]}";42345;79;BOBIGNY-PABLO PICASSO;Bobigny-Pablo Picasso;METRO;METRO 5;A01538;METRO 5;METRO 5-105037;5;490.93900847;429.81085768
;-1,36068;-5,98226;-1,360677956;-5,982259015;"{""type"": ""Point"", ""coordinates"": [-1.360677956098613, -5.982259015297765]}";"{""type"": ""Point"", ""coordinates"": [-1.360677956098613, -5.982259015297765]}";44513;687;PORTE DE CHOISY;Pte de Choisy;METRO;;A01540;METRO 7;METRO 7-107085;7;399.31420898;234.40081787
;-1,36077;-5,98212;-1,360772816;-5,982121607;"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";"{""type"": ""Point"", ""coordinates"": [-1.360772815531951, -5.98212160666443]}";44371;653;PLACE D'ITALIE;Place d'Italie;METRO;;A01539;METRO 6;METRO 6-105081;6;385.32696751;257.23764226
;-1,36087;-5,9817;-1,360868757;-5,981699149;"{""type"": ""Point"", ""coordinates"": [-1.360868757424277, -5.981699149128419]}";"{""type"": ""Point"", ""coordinates"": [-1.360868757424277, -5.981699149128419]}";415851;352;HÔTEL DE VILLE;Hôtel de Ville;METRO;;A01534;METRO 1;METRO 1-101051;1;373.68898511;325.71488433
;-1,36062;-5,982;-1,36062054;-5,981996498;"{""type"": ""Point"", ""coordinates"": [-1.360620540092875, -5.981996497593734]}";"{""type"": ""Point"", ""coordinates"": [-1.360620540092875, -5.981996497593734]}";45232;67;BERCY;Bercy;METRO;;A01539;METRO 6;METRO 6-106041;6;410.83942538;275.91620155
;-1,36077;-5,98223;-1,360766087;-5,982231596;"{""type"": ""Point"", ""coordinates"": [-1.360766087270697, -5.982231595938966]}";"{""type"": ""Point"", ""coordinates"": [-1.360766087270697, -5.982231595938966]}";44057;497;MAISON BLANCHE;Maison Blanche;METRO;;A01540;METRO 7;METRO 7-107081;7;385.43188499;239.57095839
